CNTRY,admin1,admin2,CITYID,bed10,bed20,pop10,pop20,rate
,Chiba-ken,Onjuku-machi,JP12053,0 ,0 ,7738 ,6874 ,-11.17%
,Chiba-ken,Kyonan-machi,JP12054,71 ,66 ,8950 ,6993 ,-21.87%
,Tokyo-to,Chiyoda-ku,JP13001,2409 ,2271 ,47115 ,66680 ,41.53%
,Tokyo-to,Chuo-ku,JP13002,1260 ,1186 ,122762 ,169179 ,37.81%
,Tokyo-to,Minato-ku,JP13003,4036 ,3838 ,205131 ,260486 ,26.99%
,Tokyo-to,Shinjuku-ku,JP13004,6412 ,5558 ,326309 ,349385 ,7.07%
,Tokyo-to,Bunkyo-ku,JP13005,5528 ,5192 ,206626 ,240069 ,16.19%
,Tokyo-to,Taito-ku,JP13006,1079 ,1078 ,175928 ,211444 ,20.19%
,Tokyo-to,Sumida-ku,JP13007,2551 ,2393 ,247606 ,272085 ,9.89%
,Tokyo-to,Koto-ku,JP13008,2738 ,3284 ,460819 ,524310 ,13.78%
,Tokyo-to,Shinagawa-ku,JP13009,2906 ,2848 ,365302 ,422488 ,15.65%
,Tokyo-to,Meguro-ku,JP13010,2524 ,2223 ,268330 ,288088 ,7.36%
,Tokyo-to,Ota-ku,JP13011,4853 ,4896 ,693373 ,748081 ,7.89%
,Tokyo-to,Setagaya-ku,JP13012,5982 ,5726 ,877138 ,943664 ,7.58%
,Tokyo-to,Shibuya-ku,JP13013,2798 ,3042 ,204492 ,243883 ,19.26%
,Tokyo-to,Nakano-ku,JP13014,1870 ,1694 ,314750 ,344880 ,9.57%
,Tokyo-to,Suginami-ku,JP13015,2272 ,2723 ,549569 ,591108 ,7.56%
,Tokyo-to,Toshima-ku,JP13016,1790 ,1647 ,284678 ,301599 ,5.94%
,Tokyo-to,Kita-ku,JP13017,2247 ,2593 ,335544 ,355213 ,5.86%
,Tokyo-to,Arakawa-ku,JP13018,1565 ,1429 ,203296 ,217475 ,6.97%
,Tokyo-to,Itabashi-ku,JP13019,9556 ,9720 ,535824 ,584483 ,9.08%
,Tokyo-to,Nerima-ku,JP13020,3252 ,3039 ,716124 ,752608 ,5.09%
,Tokyo-to,Adachi-ku,JP13021,6132 ,6864 ,683426 ,695043 ,1.70%
,Tokyo-to,Katsushika-ku,JP13022,2476 ,2757 ,442586 ,453093 ,2.37%
,Tokyo-to,Edogawa-ku,JP13023,2593 ,2816 ,678967 ,697932 ,2.79%
,Tokyo-to,Hachioji-shi,JP13024,9198 ,8051 ,580053 ,579355 ,-0.12%
,Tokyo-to,Tachikawa-shi,JP13025,1641 ,1587 ,179668 ,183581 ,2.18%
,Tokyo-to,Musashino-shi,JP13026,1259 ,1121 ,138734 ,150149 ,8.23%
,Tokyo-to,Mitaka-shi,JP13027,2895 ,2903 ,186083 ,195391 ,5.00%
,Tokyo-to,Ome-shi,JP13028,4679 ,4555 ,139339 ,133535 ,-4.17%
,Tokyo-to,Fuchu-shi,JP13029,3644 ,3517 ,255506 ,262790 ,2.85%
,Tokyo-to,Akishima-shi,JP13030,979 ,1788 ,112297 ,113949 ,1.47%
,Tokyo-to,Chofu-shi,JP13031,1622 ,1551 ,223593 ,242614 ,8.51%
,Tokyo-to,Machida-shi,JP13032,4000 ,3976 ,426987 ,431079 ,0.96%
,Tokyo-to,Koganei-shi,JP13033,922 ,1140 ,118852 ,126074 ,6.08%
,Tokyo-to,Kodaira-shi,JP13034,2780 ,2309 ,187035 ,198739 ,6.26%
,Tokyo-to,Hino-shi,JP13035,1028 ,1210 ,180052 ,190435 ,5.77%
,Tokyo-to,Higashimurayama-shi,JP13036,2787 ,2247 ,153557 ,151815 ,-1.13%
,Tokyo-to,Kokubunji-shi,JP13037,422 ,251 ,120650 ,129242 ,7.12%
,Tokyo-to,Kunitachi-shi,JP13038,64 ,66 ,75510 ,77130 ,2.15%
,Tokyo-to,Fussa-shi,JP13039,666 ,688 ,59796 ,56414 ,-5.66%
,Tokyo-to,Komae-shi,JP13040,721 ,717 ,78751 ,84772 ,7.65%
,Tokyo-to,Higashiyamato-shi,JP13041,402 ,412 ,83068 ,83901 ,1.00%
,Tokyo-to,Kiyose-shi,JP13042,2204 ,2047 ,74104 ,76208 ,2.84%
,Tokyo-to,Higashikurume-shi,JP13043,274 ,330 ,116546 ,115271 ,-1.09%
,Tokyo-to,Musashimurayama-shi,JP13044,886 ,839 ,70053 ,70829 ,1.11%
,Tokyo-to,Tama-shi,JP13045,2370 ,2221 ,147648 ,146951 ,-0.47%
,Tokyo-to,Inagi-shi,JP13046,948 ,911 ,84835 ,93151 ,9.80%
,Tokyo-to,Hamura-shi,JP13047,246 ,246 ,57032 ,54326 ,-4.74%
,Tokyo-to,Akiruno-shi,JP13048,590 ,578 ,80868 ,79292 ,-1.95%
,Tokyo-to,Nishitokyo-shi,JP13049,1106 ,1302 ,196511 ,207388 ,5.54%
,Tokyo-to,Mizuho-machi,JP13050,120 ,120 ,33497 ,31765 ,-5.17%
,Tokyo-to,Hinode-machi,JP13051,421 ,270 ,16650 ,16958 ,1.85%
,Tokyo-to,Hinohara-mura,JP13052,0 ,0 ,2558 ,2003 ,-21.70%
,Tokyo-to,Okutama-machi,JP13053,46 ,43 ,6045 ,4750 ,-21.42%
,Tokyo-to,Oshima-machi,JP13054,0 ,0 ,8461 ,7102 ,-16.06%
,Tokyo-to,Toshima-mura,JP13055,0 ,0 ,341 ,327 ,-4.11%
,Tokyo-to,Niijima-mura,JP13056,0 ,0 ,2883 ,2441 ,-15.33%
,Tokyo-to,Kouzushima-mura,JP13057,0 ,0 ,1889 ,1855 ,-1.80%
,Tokyo-to,Miyake-mura,JP13058,0 ,0 ,2676 ,2273 ,-15.06%
,Tokyo-to,Mikurajima-mura,JP13059,0 ,0 ,348 ,323 ,-7.18%
,Tokyo-to,Hachijo-machi,JP13060,54 ,54 ,8231 ,7042 ,-14.45%
,Tokyo-to,Aogashima-mura,JP13061,0 ,0 ,201 ,169 ,-15.92%
,Tokyo-to,Ogasawara-mura,JP13062,0 ,0 ,2785 ,2929 ,5.17%
,Kanagawa-ken,Yokohama-shi,JP14001,27528 ,27758 ,3688773 ,3777491 ,2.41%
,Kanagawa-ken,Kawasaki-shi,JP14002,10177 ,10951 ,1425512 ,1538262 ,7.91%
,Kanagawa-ken,Sagamihara-shi,JP14003,7758 ,7253 ,717544 ,725493 ,1.11%
,Kanagawa-ken,Yokosuka-shi,JP14004,3493 ,3271 ,418325 ,388078 ,-7.23%
,Kanagawa-ken,Hiratsuka-shi,JP14005,2287 ,2306 ,260780 ,258422 ,-0.90%
,Kanagawa-ken,Kamakura-shi,JP14006,1992 ,2012 ,174314 ,172710 ,-0.92%
,Kanagawa-ken,Fujisawa-shi,JP14007,2571 ,3193 ,409657 ,436905 ,6.65%
,Kanagawa-ken,Odawara-shi,JP14008,2237 ,2183 ,198327 ,188856 ,-4.78%
,Kanagawa-ken,Chigasaki-shi,JP14009,1852 ,1614 ,235081 ,242389 ,3.11%
,Kanagawa-ken,Zushi-shi,JP14010,133 ,133 ,58302 ,57060 ,-2.13%
,Kanagawa-ken,Miura-shi,JP14011,634 ,546 ,48352 ,42069 ,-12.99%
,Kanagawa-ken,Hadano-shi,JP14012,2382 ,2230 ,170145 ,162439 ,-4.53%
,Kanagawa-ken,Atsugi-shi,JP14013,2606 ,2746 ,224420 ,223705 ,-0.32%
,Kanagawa-ken,Yamato-shi,JP14014,1597 ,1607 ,228186 ,239169 ,4.81%
,Kanagawa-ken,Isehara-shi,JP14015,1419 ,1356 ,101039 ,101780 ,0.73%
,Kanagawa-ken,Ebina-shi,JP14016,959 ,890 ,127707 ,136516 ,6.90%
,Kanagawa-ken,Zama-shi,JP14017,598 ,950 ,129436 ,132325 ,2.23%
,Kanagawa-ken,Minamiashigara-shi,JP14018,398 ,398 ,44020 ,40841 ,-7.22%
,Kanagawa-ken,Ayase-shi,JP14019,210 ,168 ,83167 ,83913 ,0.90%
,Kanagawa-ken,Hayama-machi,JP14020,65 ,89 ,32766 ,31665 ,-3.36%
,Kanagawa-ken,Samukawa-machi,JP14021,265 ,283 ,47672 ,48348 ,1.42%
,Kanagawa-ken,Oiso-machi,JP14022,358 ,312 ,33032 ,31634 ,-4.23%
,Kanagawa-ken,Ninomiya-machi,JP14023,0 ,0 ,29522 ,27564 ,-6.63%
,Kanagawa-ken,Nakai-machi,JP14024,22 ,22 ,10010 ,9300 ,-7.09%
,Kanagawa-ken,Oi-machi,JP14025,30 ,30 ,17972 ,17129 ,-4.69%
,Kanagawa-ken,Matsuda-machi,JP14026,264 ,296 ,11676 ,10836 ,-7.19%
,Kanagawa-ken,Yamakita-machi,JP14027,0 ,0 ,11764 ,9761 ,-17.03%
,Kanagawa-ken,Kaisei-machi,JP14028,310 ,310 ,16369 ,18329 ,11.97%
,Kanagawa-ken,Hakone-machi,JP14029,192 ,109 ,13853 ,11293 ,-18.48%
,Kanagawa-ken,Manazuru-machi,JP14030,0 ,0 ,8212 ,6722 ,-18.14%
,Kanagawa-ken,Yugawara-machi,JP14031,762 ,481 ,26848 ,23426 ,-12.75%
,Kanagawa-ken,Aikawa-machi,JP14032,150 ,150 ,42089 ,39869 ,-5.27%
,Kanagawa-ken,Kiyokawa-mura,JP14033,325 ,325 ,3459 ,3038 ,-12.17%
,Niigata-ken,Niigata-shi,JP15001,11074 ,10527 ,811901 ,789275 ,-2.79%
,Niigata-ken,Nagaoka-shi,JP15002,4202 ,3723 ,282674 ,266936 ,-5.57%
,Niigata-ken,Sanjo-shi,JP15003,1464 ,1128 ,102292 ,94642 ,-7.48%
,Niigata-ken,Kashiwazaki-shi,JP15004,1253 ,1204 ,91451 ,81526 ,-10.85%
,Niigata-ken,Shibata-shi,JP15005,1182 ,1123 ,101202 ,94927 ,-6.20%
,Niigata-ken,Ojiya-shi,JP15006,648 ,470 ,38600 ,34096 ,-11.67%
,Niigata-ken,Kamo-shi,JP15007,180 ,168 ,29762 ,25441 ,-14.52%
,Niigata-ken,Tokamachi-shi,JP15008,711 ,330 ,58911 ,49820 ,-15.43%
,Niigata-ken,Mitsuke-shi,JP15009,94 ,94 ,41862 ,39237 ,-6.27%
,Niigata-ken,Murakami-shi,JP15010,1072 ,1010 ,66427 ,57418 ,-13.56%
,Niigata-ken,Tsubame-shi,JP15011,602 ,499 ,81876 ,77201 ,-5.71%
,Niigata-ken,Itoigawa-shi,JP15012,329 ,321 ,47702 ,40765 ,-14.54%
,Niigata-ken,Myoko-shi,JP15013,230 ,176 ,35457 ,30383 ,-14.31%
,Niigata-ken,Gosen-shi,JP15014,518 ,319 ,54550 ,47625 ,-12.69%
,Niigata-ken,Joetsu-shi,JP15015,2701 ,2559 ,203899 ,188047 ,-7.77%
,Niigata-ken,Agano-shi,JP15016,458 ,333 ,45560 ,40696 ,-10.68%
,Niigata-ken,Sado-shi,JP15017,847 ,697 ,62727 ,51492 ,-17.91%
,Niigata-ken,Uonuma-shi,JP15018,567 ,234 ,40361 ,34483 ,-14.56%
,Niigata-ken,Minamiuonuma-shi,JP15019,736 ,920 ,61624 ,54851 ,-10.99%
,Niigata-ken,Tainai-shi,JP15020,359 ,359 ,31424 ,28509 ,-9.28%
,Niigata-ken,Seiro-machi,JP15021,0 ,290 ,13724 ,14259 ,3.90%
,Niigata-ken,Yahiko-mura,JP15022,0 ,0 ,8582 ,7705 ,-10.22%
,Niigata-ken,Tagami-machi,JP15023,0 ,0 ,12791 ,11227 ,-12.23%
,Niigata-ken,Aga-machi,JP15024,67 ,67 ,13303 ,9965 ,-25.09%
,Niigata-ken,Izumozaki-machi,JP15025,0 ,0 ,4907 ,4113 ,-16.18%
,Niigata-ken,Yuzawa-machi,JP15026,90 ,90 ,8396 ,7767 ,-7.49%
,Niigata-ken,Tsunan-machi,JP15027,114 ,97 ,10881 ,8989 ,-17.39%
,Niigata-ken,Kariwa-mura,JP15028,0 ,0 ,4800 ,4380 ,-8.75%
,Niigata-ken,Sekikawa-mura,JP15029,0 ,0 ,6438 ,5144 ,-20.10%
,Niigata-ken,Awashimaura-mura,JP15030,0 ,0 ,366 ,353 ,-3.55%
,Toyama-ken,Toyama-shi,JP16001,8162 ,6875 ,421953 ,413938 ,-1.90%
,Toyama-ken,Takaoka-shi,JP16002,2977 ,2550 ,176061 ,166393 ,-5.49%
,Toyama-ken,Uozu-shi,JP16003,997 ,862 ,44959 ,40535 ,-9.84%
,Toyama-ken,Himi-shi,JP16004,625 ,407 ,51726 ,43950 ,-15.03%
,Toyama-ken,Namerikawa-shi,JP16005,347 ,329 ,33676 ,32349 ,-3.94%
,Toyama-ken,Kurobe-shi,JP16006,764 ,655 ,41852 ,39638 ,-5.29%
,Toyama-ken,Tonami-shi,JP16007,962 ,862 ,49410 ,48154 ,-2.54%
,Toyama-ken,Oyabe-shi,JP16008,650 ,543 ,32067 ,28983 ,-9.62%
,Toyama-ken,Nanto-shi,JP16009,784 ,698 ,54724 ,47937 ,-12.40%
,Toyama-ken,Imizu-shi,JP16010,775 ,725 ,93588 ,90742 ,-3.04%
,Toyama-ken,Funahashi-mura,JP16011,0 ,0 ,2967 ,3132 ,5.56%
,Toyama-ken,Kamiichi-machi,JP16012,219 ,199 ,21965 ,19351 ,-11.90%
,Toyama-ken,Tateyama-machi,JP16013,60 ,60 ,27466 ,24792 ,-9.74%
,Toyama-ken,Nyuzen-machi,JP16014,120 ,158 ,27182 ,23839 ,-12.30%
,Toyama-ken,Asahi-machi,JP16015,60 ,50 ,13651 ,11081 ,-18.83%
,Ishikawa-ken,Kanazawa-shi,JP17001,10010 ,9265 ,462361 ,463254 ,0.19%
,Ishikawa-ken,Nanao-shi,JP17002,1566 ,1299 ,57900 ,50300 ,-13.13%
,Ishikawa-ken,Komatsu-shi,JP17003,1350 ,1179 ,108433 ,106216 ,-2.04%
,Ishikawa-ken,Wajima-shi,JP17004,199 ,199 ,29858 ,24608 ,-17.58%
,Ishikawa-ken,Suzu-shi,JP17005,199 ,163 ,16300 ,12929 ,-20.68%
,Ishikawa-ken,Kaga-shi,JP17006,1561 ,1015 ,71887 ,63220 ,-12.06%
,Ishikawa-ken,Hakui-shi,JP17007,190 ,174 ,23032 ,20407 ,-11.40%
,Ishikawa-ken,Kahoku-shi,JP17008,639 ,591 ,34651 ,34889 ,0.69%
,Ishikawa-ken,Hakusan-shi,JP17009,539 ,539 ,110459 ,110408 ,-0.05%
,Ishikawa-ken,Nomi-shi,JP17010,518 ,415 ,48680 ,48523 ,-0.32%
,Ishikawa-ken,Nonoichi-shi,JP17011,574 ,529 ,51885 ,57238 ,10.32%
,Ishikawa-ken,Kawakita-machi,JP17012,0 ,0 ,6147 ,6135 ,-0.20%
,Ishikawa-ken,Tsubata-machi,JP17013,80 ,139 ,36940 ,36957 ,0.05%
,Ishikawa-ken,Uchinada-machi,JP17014,972 ,897 ,26927 ,26574 ,-1.31%
,Ishikawa-ken,Shika-machi,JP17015,248 ,85 ,22216 ,18630 ,-16.14%
,Ishikawa-ken,Hodatsushimizu-cho,JP17016,100 ,70 ,14277 ,12121 ,-15.10%
,Ishikawa-ken,Nakanoto-machi,JP17017,0 ,0 ,18535 ,16540 ,-10.76%
,Ishikawa-ken,Anamizu-machi,JP17018,177 ,100 ,9735 ,7890 ,-18.95%
,Ishikawa-ken,Noto-cho,JP17019,368 ,136 ,19565 ,15687 ,-19.82%
,Fukui-ken,Fukui-shi,JP18001,5514 ,4916 ,266796 ,262328 ,-1.67%
,Fukui-ken,Tsuruga-shi,JP18002,1122 ,926 ,67760 ,64264 ,-5.16%
,Fukui-ken,Obama-shi,JP18003,576 ,532 ,31340 ,28991 ,-7.50%
,Fukui-ken,Ono-shi,JP18004,212 ,188 ,35291 ,31286 ,-11.35%
,Fukui-ken,Katsuyama-shi,JP18005,334 ,334 ,25466 ,22150 ,-13.02%
,Fukui-ken,Sabae-shi,JP18006,1101 ,963 ,67450 ,68302 ,1.26%
,Fukui-ken,Awara-shi,JP18007,368 ,345 ,29989 ,27524 ,-8.22%
,Fukui-ken,Echizen-shi,JP18008,895 ,789 ,85614 ,80611 ,-5.84%
,Fukui-ken,Sakai-shi,JP18009,346 ,342 ,91900 ,88481 ,-3.72%
,Fukui-ken,Eiheiji-cho,JP18010,600 ,600 ,20647 ,18965 ,-8.15%
,Fukui-ken,Ikeda-cho,JP18011,80 ,60 ,3046 ,2423 ,-20.45%
,Fukui-ken,Minamiechizen-cho,JP18012,0 ,0 ,11551 ,10002 ,-13.41%
,Fukui-ken,Echizen-cho,JP18013,90 ,90 ,23160 ,20118 ,-13.13%
,Fukui-ken,Mihama-cho,JP18014,0 ,0 ,10563 ,9179 ,-13.10%
,Fukui-ken,Takahama-cho,JP18015,115 ,90 ,11062 ,10326 ,-6.65%
,Fukui-ken,Ohi-cho,JP18016,0 ,0 ,8580 ,7910 ,-7.81%
,Fukui-ken,Wakasa-cho,JP18017,345 ,270 ,16099 ,14003 ,-13.02%
,Yamanashi-ken,Kofu-shi,JP19001,3646 ,3374 ,198992 ,189591 ,-4.72%
,Yamanashi-ken,Fujiyoshida-shi,JP19002,304 ,310 ,50619 ,46530 ,-8.08%
,Yamanashi-ken,Tsuru-shi,JP19003,462 ,490 ,33588 ,31016 ,-7.66%
,Yamanashi-ken,Yamanashi-shi,JP19004,1122 ,969 ,36832 ,33435 ,-9.22%
,Yamanashi-ken,Otsuki-shi,JP19005,230 ,197 ,28120 ,22512 ,-19.94%
,Yamanashi-ken,Nirasaki-shi,JP19006,685 ,668 ,32477 ,29067 ,-10.50%
,Yamanashi-ken,Minamiarupusu-shi,JP19007,684 ,643 ,72635 ,69459 ,-4.37%
,Yamanashi-ken,Hokuto-shi,JP19008,0 ,0 ,46968 ,44053 ,-6.21%
,Yamanashi-ken,Kai-shi,JP19009,426 ,426 ,73807 ,75313 ,2.04%
,Yamanashi-ken,Fuefuki-shi,JP19010,1291 ,1271 ,70529 ,66947 ,-5.08%
,Yamanashi-ken,Uenohara-shi,JP19011,410 ,395 ,27114 ,22669 ,-16.39%
,Yamanashi-ken,Koshu-shi,JP19012,231 ,230 ,33927 ,29237 ,-13.82%
,Yamanashi-ken,Chuo-shi,JP19013,600 ,618 ,31322 ,31216 ,-0.34%
,Yamanashi-ken,Ichikawamisato-cho,JP19014,100 ,90 ,17111 ,14700 ,-14.09%
,Yamanashi-ken,Hayakawa-cho,JP19015,0 ,0 ,1246 ,1098 ,-11.88%
,Yamanashi-ken,Minobu-cho,JP19016,261 ,261 ,14462 ,10663 ,-26.27%
,Yamanashi-ken,Nambu-cho,JP19017,134 ,126 ,9011 ,7156 ,-20.59%
,Yamanashi-ken,Fujikawa-cho,JP19018,198 ,198 ,16307 ,14219 ,-12.80%
,Yamanashi-ken,Showa-cho,JP19019,45 ,45 ,17653 ,20909 ,18.44%
,Yamanashi-ken,Doshi-mura,JP19020,0 ,0 ,1919 ,1607 ,-16.26%
,Yamanashi-ken,Nishikatsura-cho,JP19021,0 ,0 ,4541 ,4041 ,-11.01%
,Yamanashi-ken,Oshino-mura,JP19022,0 ,0 ,8635 ,9237 ,6.97%
,Yamanashi-ken,Yamanakako-mura,JP19023,0 ,0 ,5324 ,5179 ,-2.72%
,Yamanashi-ken,Narusawa-mura,JP19024,0 ,0 ,2964 ,2824 ,-4.72%
,Yamanashi-ken,Fujikawaguchiko-machi,JP19025,272 ,269 ,25471 ,26082 ,2.40%
,Yamanashi-ken,Kosuge-mura,JP19026,0 ,0 ,816 ,684 ,-16.18%
,Yamanashi-ken,Tabayama-mura,JP19027,0 ,0 ,685 ,530 ,-22.63%
,Nagano-ken,Nagano-shi,JP20001,4947 ,4962 ,381511 ,372760 ,-2.29%
,Nagano-ken,Matsumoto-shi,JP20002,3711 ,3606 ,243037 ,241145 ,-0.78%
,Nagano-ken,Ueda-shi,JP20003,2392 ,2216 ,159597 ,154055 ,-3.47%
,Nagano-ken,Okaya-shi,JP20004,693 ,589 ,52841 ,47790 ,-9.56%
,Nagano-ken,Iida-shi,JP20005,1466 ,1366 ,105335 ,98164 ,-6.81%
,Nagano-ken,Suwa-shi,JP20006,628 ,580 ,51200 ,48729 ,-4.83%
,Nagano-ken,Suzaka-shi,JP20007,433 ,419 ,52168 ,49559 ,-5.00%
,Nagano-ken,Komoro-shi,JP20008,738 ,664 ,43997 ,40991 ,-6.83%
,Nagano-ken,Ina-shi,JP20009,780 ,779 ,71093 ,66125 ,-6.99%
,Nagano-ken,Komagane-shi,JP20010,623 ,475 ,33693 ,32202 ,-4.43%
,Nagano-ken,Nakano-shi,JP20011,742 ,539 ,45638 ,42338 ,-7.23%
,Nagano-ken,Omachi-shi,JP20012,284 ,199 ,29801 ,26029 ,-12.66%
,Nagano-ken,Iiyama-shi,JP20013,300 ,284 ,23545 ,19539 ,-17.01%
,Nagano-ken,Chino-shi,JP20014,362 ,360 ,56391 ,56400 ,0.02%
,Nagano-ken,Shiojiri-shi,JP20015,409 ,415 ,67670 ,67241 ,-0.63%
,Nagano-ken,Saku-shi,JP20016,1575 ,1340 ,100552 ,98199 ,-2.34%
,Nagano-ken,Chikuma-shi,JP20017,375 ,611 ,62068 ,58852 ,-5.18%
,Nagano-ken,Tomi-shi,JP20018,161 ,161 ,30696 ,30122 ,-1.87%
,Nagano-ken,Azumino-shi,JP20019,959 ,983 ,96479 ,94222 ,-2.34%
,Nagano-ken,Koumi-machi,JP20020,99 ,99 ,5180 ,4353 ,-15.97%
,Nagano-ken,Kawakami-mura,JP20021,0 ,0 ,4972 ,4344 ,-12.63%
,Nagano-ken,Minamimaki-mura,JP20022,0 ,0 ,3528 ,3242 ,-8.11%
,Nagano-ken,Minamiaiki-mura,JP20023,0 ,0 ,1121 ,962 ,-14.18%
,Nagano-ken,Kitaaiki-mura,JP20024,0 ,0 ,842 ,752 ,-10.69%
,Nagano-ken,Sakuho-machi,JP20025,117 ,97 ,12069 ,10218 ,-15.34%
,Nagano-ken,Karuizawa-machi,JP20026,103 ,103 ,19018 ,19188 ,0.89%
,Nagano-ken,Miyota-machi,JP20027,158 ,158 ,14738 ,15555 ,5.54%
,Nagano-ken,Tateshina-machi,JP20028,0 ,0 ,7707 ,6612 ,-14.21%
,Nagano-ken,Aoki-mura,JP20029,0 ,0 ,4609 ,4121 ,-10.59%
,Nagano-ken,Nagawa-machi,JP20030,140 ,140 ,6780 ,5600 ,-17.40%
,Nagano-ken,Shimosuwa-machi,JP20031,259 ,270 ,21532 ,19155 ,-11.04%
,Nagano-ken,Fujimi-machi,JP20032,149 ,161 ,15338 ,14084 ,-8.18%
,Nagano-ken,Hara-mura,JP20033,0 ,0 ,7573 ,7680 ,1.41%
,Nagano-ken,Tatsuno-machi,JP20034,125 ,100 ,20909 ,18555 ,-11.26%
,Nagano-ken,Minowa-machi,JP20035,144 ,164 ,26214 ,24989 ,-4.67%
,Nagano-ken,Iijima-machi,JP20036,0 ,0 ,9902 ,9004 ,-9.07%
,Nagano-ken,Minamiminowa-mura,JP20037,85 ,85 ,14543 ,15797 ,8.62%
,Nagano-ken,Nakagawa-mura,JP20038,0 ,0 ,5074 ,4651 ,-8.34%
,Nagano-ken,Miyada-mura,JP20039,0 ,0 ,8974 ,8569 ,-4.51%
,Nagano-ken,Matsukawa-machi,JP20040,112 ,112 ,13676 ,12530 ,-8.38%
,Nagano-ken,Takamori-machi,JP20041,99 ,75 ,13216 ,12811 ,-3.06%
,Nagano-ken,Anan-cho,JP20042,139 ,85 ,5455 ,4299 ,-21.19%
,Nagano-ken,Achi-mura,JP20043,0 ,0 ,7036 ,6068 ,-13.76%
,Nagano-ken,Hiraya-mura,JP20044,0 ,0 ,563 ,387 ,-31.26%
,Nagano-ken,Neba-mura,JP20045,0 ,0 ,1129 ,852 ,-24.53%
,Nagano-ken,Shimojo-mura,JP20046,0 ,0 ,4200 ,3545 ,-15.60%
,Nagano-ken,Urugi-mura,JP20047,0 ,0 ,656 ,548 ,-16.46%
,Nagano-ken,Tenryu-mura,JP20048,0 ,0 ,1657 ,1178 ,-28.91%
,Nagano-ken,Yasuoka-mura,JP20049,0 ,0 ,1910 ,1542 ,-19.27%
,Nagano-ken,Takagi-mura,JP20050,0 ,0 ,6692 ,5973 ,-10.74%
,Nagano-ken,Toyooka-mura,JP20051,0 ,0 ,6819 ,6426 ,-5.76%
,Nagano-ken,Oshika-mura,JP20052,0 ,0 ,1160 ,1023 ,-11.81%
,Nagano-ken,Agematsu-machi,JP20053,0 ,0 ,5245 ,4131 ,-21.24%
,Nagano-ken,Nagiso-machi,JP20054,0 ,0 ,4810 ,3915 ,-18.61%
,Nagano-ken,Kiso-mura,JP20055,0 ,0 ,3134 ,2692 ,-14.10%
,Nagano-ken,Otaki-mura,JP20056,0 ,0 ,965 ,715 ,-25.91%
,Nagano-ken,Okuwa-mura,JP20057,0 ,0 ,4145 ,3439 ,-17.03%
,Nagano-ken,Kiso-machi,JP20058,259 ,199 ,12743 ,10584 ,-16.94%
,Nagano-ken,Omi-mura,JP20059,0 ,0 ,2970 ,2593 ,-12.69%
,Nagano-ken,Ikusaka-mura,JP20060,0 ,0 ,1953 ,1639 ,-16.08%
,Nagano-ken,Yamagata-mura,JP20061,0 ,0 ,8425 ,8400 ,-0.30%
,Nagano-ken,Asahi-mura,JP20062,0 ,0 ,4741 ,4279 ,-9.74%
,Nagano-ken,Chikuhoku-mura,JP20063,0 ,0 ,5172 ,4149 ,-19.78%
,Nagano-ken,Ikeda-machi,JP20064,312 ,324 ,10329 ,9382 ,-9.17%
,Nagano-ken,Matsukawa-mura,JP20065,0 ,0 ,10093 ,9599 ,-4.89%
,Nagano-ken,Hakuba-mura,JP20066,0 ,0 ,9205 ,8575 ,-6.84%
,Nagano-ken,Otari-mura,JP20067,0 ,0 ,3221 ,2647 ,-17.82%
,Nagano-ken,Sakaki-machi,JP20068,0 ,0 ,15730 ,14004 ,-10.97%
,Nagano-ken,Obuse-machi,JP20069,155 ,155 ,11072 ,10660 ,-3.72%
,Nagano-ken,Takayama-mura,JP20070,0 ,0 ,7563 ,6617 ,-12.51%
,Nagano-ken,Yamanouchi-machi,JP20071,0 ,0 ,13678 ,11352 ,-17.01%
,Nagano-ken,Kijimadaira-mura,JP20072,0 ,0 ,4939 ,4375 ,-11.42%
,Nagano-ken,Nozawaonsen-mura,JP20073,0 ,0 ,3853 ,3279 ,-14.90%
,Nagano-ken,Shinano-machi,JP20074,106 ,97 ,9238 ,7739 ,-16.23%
,Nagano-ken,Ogawa-mura,JP20075,0 ,0 ,3041 ,2215 ,-27.16%
,Nagano-ken,Iizuna-machi,JP20076,161 ,161 ,11865 ,10296 ,-13.22%
,Nagano-ken,Sakae-mura,JP20077,0 ,0 ,2215 ,1660 ,-25.06%
,Gifu-ken,Gifu-shi,JP21001,6723 ,6449 ,413136 ,402557 ,-2.56%
,Gifu-ken,Ogaki-shi,JP21002,2003 ,1986 ,161160 ,158286 ,-1.78%
,Gifu-ken,Takayama-shi,JP21003,1236 ,1133 ,92747 ,84419 ,-8.98%
,Gifu-ken,Tajimi-shi,JP21004,912 ,920 ,112595 ,106732 ,-5.21%
,Gifu-ken,Seki-shi,JP21005,533 ,645 ,91418 ,85283 ,-6.71%
,Gifu-ken,Nakatsugawa-shi,JP21006,639 ,440 ,80910 ,76570 ,-5.36%
,Gifu-ken,Mino-shi,JP21007,122 ,122 ,22629 ,19247 ,-14.95%
,Gifu-ken,Mizunami-shi,JP21008,626 ,626 ,40387 ,37150 ,-8.01%
,Gifu-ken,Hashima-shi,JP21009,404 ,281 ,67197 ,65649 ,-2.30%
,Gifu-ken,Ena-shi,JP21010,255 ,255 ,53718 ,47774 ,-11.07%
,Gifu-ken,Minokamo-shi,JP21011,851 ,851 ,54729 ,56689 ,3.58%
