CNTRY,admin1,admin2,stdnt10,stdnt20,pop10,pop20,rate
일본,Saitama-ken,Higashichichibu-mura,152,73,3348,2709,-19.09%
일본,Saitama-ken,Misato-machi,627,518,11605,11039,-4.88%
일본,Saitama-ken,Kamikawa-machi,796,614,14470,13359,-7.68%
일본,Saitama-ken,Kamisato-machi,2019,1540,30998,30343,-2.11%
일본,Saitama-ken,Yorii-machi,1843,1352,35774,32374,-9.50%
일본,Saitama-ken,Miyashiro-machi,1553,1496,33641,34147,1.50%
일본,Saitama-ken,Sugito-machi,2560,2057,46923,43845,-6.56%
일본,Saitama-ken,Matsubushi-machi,2057,1371,31153,28266,-9.27%
일본,Chiba-ken,Chiba-shi,53726,47637,961749,974951,1.37%
일본,Chiba-ken,Choshi-shi,3159,2051,70210,58431,-16.78%
일본,Chiba-ken,Ichikawa-shi,25143,23097,473919,496676,4.80%
일본,Chiba-ken,Funabashi-shi,32941,34196,609040,642907,5.56%
일본,Chiba-ken,Tateyama-shi,2388,1914,49290,45153,-8.39%
일본,Chiba-ken,Kisarazu-shi,7422,7540,129312,136166,5.30%
일본,Chiba-ken,Matsudo-shi,26137,23124,484457,498232,2.84%
일본,Chiba-ken,Noda-shi,8355,7604,155491,152638,-1.83%
일본,Chiba-ken,Mobara-shi,4742,3826,93015,86782,-6.70%
일본,Chiba-ken,Narita-shi,7140,7198,128933,132906,3.08%
일본,Chiba-ken,Sakura-shi,8981,8182,172183,168743,-2.00%
일본,Chiba-ken,Togane-shi,3120,2576,61751,58219,-5.72%
일본,Chiba-ken,Asahi-shi,3721,3039,69058,63745,-7.69%
일본,Chiba-ken,Narashino-shi,9343,9025,164530,176197,7.09%
일본,Chiba-ken,Kashiwa-shi,21906,21969,404012,426468,5.56%
일본,Chiba-ken,Katsuura-shi,764,475,20788,16927,-18.57%
일본,Chiba-ken,Ichihara-shi,15180,13024,280416,269524,-3.88%
일본,Chiba-ken,Nagareyama-shi,8541,12068,163984,199849,21.87%
일본,Chiba-ken,Yachiyo-shi,12003,10497,189781,199498,5.12%
일본,Chiba-ken,Abiko-shi,7425,5995,134017,130510,-2.62%
일본,Chiba-ken,Kamogawa-shi,1661,1280,35766,32116,-10.21%
일본,Chiba-ken,Kamagaya-shi,5892,5468,107853,109932,1.93%
일본,Chiba-ken,Kimitsu-shi,4554,3513,89168,82206,-7.81%
일본,Chiba-ken,Futtsu-shi,2198,1655,48073,42465,-11.67%
일본,Chiba-ken,Urayasu-shi,11178,8822,164877,171362,3.93%
일본,Chiba-ken,Yotsukaido-shi,4925,5193,86726,93576,7.90%
일본,Chiba-ken,Sodegaura-shi,3510,3481,60355,63883,5.85%
일본,Chiba-ken,Yachimata-shi,4138,2737,73212,67455,-7.86%
일본,Chiba-ken,Inzai-shi,5103,6841,88176,102609,16.37%
일본,Chiba-ken,Shiroi-shi,3753,3934,60345,62441,3.47%
일본,Chiba-ken,Tomisato-shi,2630,2251,51087,49735,-2.65%
일본,Chiba-ken,Minamiboso-shi,1791,1377,42104,35831,-14.90%
일본,Chiba-ken,Sosa-shi,1972,1559,39814,35040,-11.99%
일본,Chiba-ken,Katori-shi,4120,2949,82866,72356,-12.68%
일본,Chiba-ken,Sammu-shi,2781,1869,56089,48444,-13.63%
일본,Chiba-ken,Isumi-shi,1794,1435,40962,35544,-13.23%
일본,Chiba-ken,Oamishirasato-shi,2749,2219,50113,48129,-3.96%
일본,Chiba-ken,Shisui-machi,1152,861,21234,20745,-2.30%
일본,Chiba-ken,Sakae-machi,960,721,22580,20127,-10.86%
일본,Chiba-ken,Kozaki-machi,346,209,6454,5816,-9.89%
일본,Chiba-ken,Tako-machi,717,570,16002,13735,-14.17%
일본,Chiba-ken,Tonosho-machi,746,562,15154,13228,-12.71%
일본,Chiba-ken,Kujukuri-machi,825,532,18004,14639,-18.69%
일본,Chiba-ken,Shibayama-machi,381,284,7920,7033,-11.20%
일본,Chiba-ken,Yokoshibahikari-machi,1281,1018,24675,22075,-10.54%
일본,Chiba-ken,Ichinomiya-machi,632,655,12034,11897,-1.14%
일본,Chiba-ken,Mutsuzawa-machi,305,303,7340,6760,-7.90%
일본,Chiba-ken,Chosei-mura,793,570,14752,13803,-6.43%
일본,Chiba-ken,Shirako-machi,489,426,12151,10305,-15.19%
일본,Chiba-ken,Nagara-machi,356,209,8035,6721,-16.35%
일본,Chiba-ken,Chonan-machi,349,236,9073,7198,-20.67%
일본,Chiba-ken,Otaki-machi,484,319,10671,8885,-16.74%
일본,Chiba-ken,Onjuku-machi,294,223,7738,6874,-11.17%
일본,Chiba-ken,Kyonan-machi,355,235,8950,6993,-21.87%
일본,Tokyo-to,Chiyoda-ku,4578,5006,47115,66680,41.53%
일본,Tokyo-to,Chuo-ku,4631,7612,122762,169179,37.81%
일본,Tokyo-to,Minato-ku,7422,11016,205131,260486,26.99%
일본,Tokyo-to,Shinjuku-ku,8825,10490,326309,349385,7.07%
일본,Tokyo-to,Bunkyo-ku,9636,12299,206626,240069,16.19%
일본,Tokyo-to,Taito-ku,6437,6968,175928,211444,20.19%
일본,Tokyo-to,Sumida-ku,9606,10192,247606,272085,9.89%
일본,Tokyo-to,Koto-ku,19821,24276,460819,524310,13.78%
일본,Tokyo-to,Shinagawa-ku,13237,13331,365302,422488,15.65%
일본,Tokyo-to,Meguro-ku,9461,10922,268330,288088,7.36%
일본,Tokyo-to,Ota-ku,29123,30284,693373,748081,7.89%
일본,Tokyo-to,Setagaya-ku,36043,42517,877138,943664,7.58%
일본,Tokyo-to,Shibuya-ku,7325,8995,204492,243883,19.26%
일본,Tokyo-to,Nakano-ku,9629,10888,314750,344880,9.57%
일본,Tokyo-to,Suginami-ku,19020,22134,549569,591108,7.56%
일본,Tokyo-to,Toshima-ku,8633,10040,284678,301599,5.94%
일본,Tokyo-to,Kita-ku,12965,14048,335544,355213,5.86%
일본,Tokyo-to,Arakawa-ku,8018,9006,203296,217475,6.97%
일본,Tokyo-to,Itabashi-ku,22918,24086,535824,584483,9.08%
일본,Tokyo-to,Nerima-ku,35124,34200,716124,752608,5.09%
일본,Tokyo-to,Adachi-ku,32343,31215,683426,695043,1.70%
일본,Tokyo-to,Katsushika-ku,20796,20630,442586,453093,2.37%
일본,Tokyo-to,Edogawa-ku,38087,34206,678967,697932,2.79%
일본,Tokyo-to,Hachioji-shi,29567,26109,580053,579355,-0.12%
일본,Tokyo-to,Tachikawa-shi,8834,8599,179668,183581,2.18%
일본,Tokyo-to,Musashino-shi,6627,7731,138734,150149,8.23%
일본,Tokyo-to,Mitaka-shi,8360,9586,186083,195391,5.00%
일본,Tokyo-to,Ome-shi,7602,5853,139339,133535,-4.17%
일본,Tokyo-to,Fuchu-shi,14189,14275,255506,262790,2.85%
일본,Tokyo-to,Akishima-shi,6130,5835,112297,113949,1.47%
일본,Tokyo-to,Chofu-shi,10953,12121,223593,242614,8.51%
일본,Tokyo-to,Machida-shi,25392,22689,426987,431079,0.96%
일본,Tokyo-to,Koganei-shi,6129,6267,118852,126074,6.08%
일본,Tokyo-to,Kodaira-shi,10048,10756,187035,198739,6.26%
일본,Tokyo-to,Hino-shi,9426,9366,180052,190435,5.77%
일본,Tokyo-to,Higashimurayama-shi,7770,7332,153557,151815,-1.13%
일본,Tokyo-to,Kokubunji-shi,6015,6366,120650,129242,7.12%
일본,Tokyo-to,Kunitachi-shi,4935,4465,75510,77130,2.15%
일본,Tokyo-to,Fussa-shi,2786,2346,59796,56414,-5.66%
일본,Tokyo-to,Komae-shi,3257,3622,78751,84772,7.65%
일본,Tokyo-to,Higashiyamato-shi,4638,4431,83068,83901,1.00%
일본,Tokyo-to,Kiyose-shi,4291,3835,74104,76208,2.84%
일본,Tokyo-to,Higashikurume-shi,6204,5723,116546,115271,-1.09%
일본,Tokyo-to,Musashimurayama-shi,4421,4058,70053,70829,1.11%
일본,Tokyo-to,Tama-shi,7133,7284,147648,146951,-0.47%
일본,Tokyo-to,Inagi-shi,5267,5303,84835,93151,9.80%
일본,Tokyo-to,Hamura-shi,3357,2843,57032,54326,-4.74%
일본,Tokyo-to,Akiruno-shi,4877,4280,80868,79292,-1.95%
일본,Tokyo-to,Nishitokyo-shi,9391,9909,196511,207388,5.54%
일본,Tokyo-to,Mizuho-machi,2045,1521,33497,31765,-5.17%
일본,Tokyo-to,Hinode-machi,740,1063,16650,16958,1.85%
일본,Tokyo-to,Hinohara-mura,78,54,2558,2003,-21.70%
일본,Tokyo-to,Okutama-machi,184,147,6045,4750,-21.42%
일본,Tokyo-to,Oshima-machi,446,313,8461,7102,-16.06%
일본,Tokyo-to,Toshima-mura,14,21,341,327,-4.11%
일본,Tokyo-to,Niijima-mura,149,115,2883,2441,-15.33%
일본,Tokyo-to,Kouzushima-mura,118,119,1889,1855,-1.80%
일본,Tokyo-to,Miyake-mura,68,79,2676,2273,-15.06%
일본,Tokyo-to,Mikurajima-mura,18,23,348,323,-7.18%
일본,Tokyo-to,Hachijo-machi,362,303,8231,7042,-14.45%
일본,Tokyo-to,Aogashima-mura,15,7,201,169,-15.92%
일본,Tokyo-to,Ogasawara-mura,155,181,2785,2929,5.17%
일본,Kanagawa-ken,Yokohama-shi,198176,183379,3688773,3777491,2.41%
일본,Kanagawa-ken,Kawasaki-shi,71982,75716,1425512,1538262,7.91%
일본,Kanagawa-ken,Sagamihara-shi,38839,35469,717544,725493,1.11%
일본,Kanagawa-ken,Yokosuka-shi,22180,17606,418325,388078,-7.23%
일본,Kanagawa-ken,Hiratsuka-shi,14259,12324,260780,258422,-0.90%
일본,Kanagawa-ken,Kamakura-shi,9990,9409,174314,172710,-0.92%
일본,Kanagawa-ken,Fujisawa-shi,24015,24815,409657,436905,6.65%
일본,Kanagawa-ken,Odawara-shi,10637,8817,198327,188856,-4.78%
일본,Kanagawa-ken,Chigasaki-shi,13414,13018,235081,242389,3.11%
일본,Kanagawa-ken,Zushi-shi,3046,2787,58302,57060,-2.13%
일본,Kanagawa-ken,Miura-shi,2200,1483,48352,42069,-12.99%
일본,Kanagawa-ken,Hadano-shi,8810,7854,170145,162439,-4.53%
일본,Kanagawa-ken,Atsugi-shi,12899,11241,224420,223705,-0.32%
일본,Kanagawa-ken,Yamato-shi,12378,12083,228186,239169,4.81%
일본,Kanagawa-ken,Isehara-shi,5611,4807,101039,101780,0.73%
일본,Kanagawa-ken,Ebina-shi,7481,7150,127707,136516,6.90%
일본,Kanagawa-ken,Zama-shi,6716,6229,129436,132325,2.23%
일본,Kanagawa-ken,Minamiashigara-shi,2493,2030,44020,40841,-7.22%
일본,Kanagawa-ken,Ayase-shi,4784,4714,83167,83913,0.90%
일본,Kanagawa-ken,Hayama-machi,1852,1815,32766,31665,-3.36%
일본,Kanagawa-ken,Samukawa-machi,2756,2608,47672,48348,1.42%
일본,Kanagawa-ken,Oiso-machi,1728,1606,33032,31634,-4.23%
일본,Kanagawa-ken,Ninomiya-machi,1494,1196,29522,27564,-6.63%
일본,Kanagawa-ken,Nakai-machi,544,393,10010,9300,-7.09%
일본,Kanagawa-ken,Oi-machi,1274,857,17972,17129,-4.69%
일본,Kanagawa-ken,Matsuda-machi,579,427,11676,10836,-7.19%
일본,Kanagawa-ken,Yamakita-machi,518,388,11764,9761,-17.03%
일본,Kanagawa-ken,Kaisei-machi,1094,1138,16369,18329,11.97%
일본,Kanagawa-ken,Hakone-machi,692,402,13853,11293,-18.48%
일본,Kanagawa-ken,Manazuru-machi,324,192,8212,6722,-18.14%
일본,Kanagawa-ken,Yugawara-machi,1272,850,26848,23426,-12.75%
일본,Kanagawa-ken,Aikawa-machi,2470,1828,42089,39869,-5.27%
일본,Kanagawa-ken,Kiyokawa-mura,152,120,3459,3038,-12.17%
일본,Niigata-ken,Niigata-shi,42767,38948,811901,789275,-2.79%
일본,Niigata-ken,Nagaoka-shi,15566,13426,282674,266936,-5.57%
일본,Niigata-ken,Sanjo-shi,5637,4064,102292,94642,-7.48%
일본,Niigata-ken,Kashiwazaki-shi,4566,3659,91451,81526,-10.85%
일본,Niigata-ken,Shibata-shi,5327,4817,101202,94927,-6.20%
일본,Niigata-ken,Ojiya-shi,2052,1657,38600,34096,-11.67%
일본,Niigata-ken,Kamo-shi,1538,1079,29762,25441,-14.52%
일본,Niigata-ken,Tokamachi-shi,3001,2309,58911,49820,-15.43%
일본,Niigata-ken,Mitsuke-shi,2254,1857,41862,39237,-6.27%
일본,Niigata-ken,Murakami-shi,3480,2308,66427,57418,-13.56%
일본,Niigata-ken,Tsubame-shi,4541,3786,81876,77201,-5.71%
일본,Niigata-ken,Itoigawa-shi,2300,1766,47702,40765,-14.54%
일본,Niigata-ken,Myoko-shi,1891,1357,35457,30383,-14.31%
일본,Niigata-ken,Gosen-shi,2900,2135,54550,47625,-12.69%
일본,Niigata-ken,Joetsu-shi,11725,9455,203899,188047,-7.77%
일본,Niigata-ken,Agano-shi,2516,1954,45560,40696,-10.68%
일본,Niigata-ken,Sado-shi,2949,2259,62727,51492,-17.91%
일본,Niigata-ken,Uonuma-shi,2201,1487,40361,34483,-14.56%
일본,Niigata-ken,Minamiuonuma-shi,3371,2851,61624,54851,-10.99%
일본,Niigata-ken,Tainai-shi,1630,1329,31424,28509,-9.28%
일본,Niigata-ken,Seiro-machi,847,876,13724,14259,3.90%
일본,Niigata-ken,Yahiko-mura,496,414,8582,7705,-10.22%
일본,Niigata-ken,Tagami-machi,672,466,12791,11227,-12.23%
일본,Niigata-ken,Aga-machi,621,295,13303,9965,-25.09%
일본,Niigata-ken,Izumozaki-machi,192,155,4907,4113,-16.18%
일본,Niigata-ken,Yuzawa-machi,391,276,8396,7767,-7.49%
일본,Niigata-ken,Tsunan-machi,493,360,10881,8989,-17.39%
일본,Niigata-ken,Kariwa-mura,246,245,4800,4380,-8.75%
일본,Niigata-ken,Sekikawa-mura,288,216,6438,5144,-20.10%
일본,Niigata-ken,Awashimaura-mura,7,12,366,353,-3.55%
일본,Toyama-ken,Toyama-shi,23402,20092,421953,413938,-1.90%
일본,Toyama-ken,Takaoka-shi,9172,7288,176061,166393,-5.49%
일본,Toyama-ken,Uozu-shi,2359,1779,44959,40535,-9.84%
일본,Toyama-ken,Himi-shi,2617,1713,51726,43950,-15.03%
일본,Toyama-ken,Namerikawa-shi,2014,1609,33676,32349,-3.94%
일본,Toyama-ken,Kurobe-shi,2332,2048,41852,39638,-5.29%
일본,Toyama-ken,Tonami-shi,2974,2489,49410,48154,-2.54%
일본,Toyama-ken,Oyabe-shi,1596,1244,32067,28983,-9.62%
일본,Toyama-ken,Nanto-shi,2676,2107,54724,47937,-12.40%
일본,Toyama-ken,Imizu-shi,5683,4763,93588,90742,-3.04%
일본,Toyama-ken,Funahashi-mura,283,215,2967,3132,5.56%
일본,Toyama-ken,Kamiichi-machi,1187,814,21965,19351,-11.90%
일본,Toyama-ken,Tateyama-machi,1599,1207,27466,24792,-9.74%
일본,Toyama-ken,Nyuzen-machi,1385,990,27182,23839,-12.30%
일본,Toyama-ken,Asahi-machi,591,399,13651,11081,-18.83%
일본,Ishikawa-ken,Kanazawa-shi,25643,23760,462361,463254,0.19%
일본,Ishikawa-ken,Nanao-shi,2921,2171,57900,50300,-13.13%
일본,Ishikawa-ken,Komatsu-shi,6800,5678,108433,106216,-2.04%
일본,Ishikawa-ken,Wajima-shi,1247,794,29858,24608,-17.58%
일본,Ishikawa-ken,Suzu-shi,681,321,16300,12929,-20.68%
일본,Ishikawa-ken,Kaga-shi,3840,2955,71887,63220,-12.06%
일본,Ishikawa-ken,Hakui-shi,1176,846,23032,20407,-11.40%
일본,Ishikawa-ken,Kahoku-shi,2242,1830,34651,34889,0.69%
일본,Ishikawa-ken,Hakusan-shi,7143,6195,110459,110408,-0.05%
일본,Ishikawa-ken,Nomi-shi,3343,2925,48680,48523,-0.32%
일본,Ishikawa-ken,Nonoichi-shi,2829,3390,51885,57238,10.32%
일본,Ishikawa-ken,Kawakita-machi,534,446,6147,6135,-0.20%
일본,Ishikawa-ken,Tsubata-machi,2560,2130,36940,36957,0.05%
일본,Ishikawa-ken,Uchinada-machi,1757,1485,26927,26574,-1.31%
일본,Ishikawa-ken,Shika-machi,1033,726,22216,18630,-16.14%
일본,Ishikawa-ken,Hodatsushimizu-cho,843,483,14277,12121,-15.10%
일본,Ishikawa-ken,Nakanoto-machi,1039,847,18535,16540,-10.76%
일본,Ishikawa-ken,Anamizu-machi,371,223,9735,7890,-18.95%
일본,Ishikawa-ken,Noto-cho,759,501,19565,15687,-19.82%
일본,Fukui-ken,Fukui-shi,15137,13484,266796,262328,-1.67%
일본,Fukui-ken,Tsuruga-shi,4069,3496,67760,64264,-5.16%
일본,Fukui-ken,Obama-shi,1756,1477,31340,28991,-7.50%
일본,Fukui-ken,Ono-shi,1841,1391,35291,31286,-11.35%
일본,Fukui-ken,Katsuyama-shi,1259,1063,25466,22150,-13.02%
일본,Fukui-ken,Sabae-shi,4401,4098,67450,68302,1.26%
일본,Fukui-ken,Awara-shi,1561,1239,29989,27524,-8.22%
일본,Fukui-ken,Echizen-shi,4966,4190,85614,80611,-5.84%
일본,Fukui-ken,Sakai-shi,5924,5033,91900,88481,-3.72%
일본,Fukui-ken,Eiheiji-cho,1150,941,20647,18965,-8.15%
일본,Fukui-ken,Ikeda-cho,126,69,3046,2423,-20.45%
일본,Fukui-ken,Minamiechizen-cho,651,490,11551,10002,-13.41%
일본,Fukui-ken,Echizen-cho,1313,1056,23160,20118,-13.13%
일본,Fukui-ken,Mihama-cho,482,391,10563,9179,-13.10%
일본,Fukui-ken,Takahama-cho,690,499,11062,10326,-6.65%
일본,Fukui-ken,Ohi-cho,516,490,8580,7910,-7.81%
일본,Fukui-ken,Wakasa-cho,922,770,16099,14003,-13.02%
일본,Yamanashi-ken,Kofu-shi,10717,9360,198992,189591,-4.72%
일본,Yamanashi-ken,Fujiyoshida-shi,3012,2266,50619,46530,-8.08%
일본,Yamanashi-ken,Tsuru-shi,1809,1327,33588,31016,-7.66%
일본,Yamanashi-ken,Yamanashi-shi,2126,1592,36832,33435,-9.22%
일본,Yamanashi-ken,Otsuki-shi,1297,754,28120,22512,-19.94%
일본,Yamanashi-ken,Nirasaki-shi,1852,1296,32477,29067,-10.50%
일본,Yamanashi-ken,Minamiarupusu-shi,4796,3854,72635,69459,-4.37%
일본,Yamanashi-ken,Hokuto-shi,2320,1888,46968,44053,-6.21%
일본,Yamanashi-ken,Kai-shi,4394,4016,73807,75313,2.04%
일본,Yamanashi-ken,Fuefuki-shi,4155,3219,70529,66947,-5.08%
일본,Yamanashi-ken,Uenohara-shi,1290,796,27114,22669,-16.39%
일본,Yamanashi-ken,Koshu-shi,2015,1338,33927,29237,-13.82%
일본,Yamanashi-ken,Chuo-shi,1871,1592,31322,31216,-0.34%
일본,Yamanashi-ken,Ichikawamisato-cho,862,618,17111,14700,-14.09%
일본,Yamanashi-ken,Hayakawa-cho,50,38,1246,1098,-11.88%
일본,Yamanashi-ken,Minobu-cho,530,296,14462,10663,-26.27%
일본,Yamanashi-ken,Nambu-cho,381,244,9011,7156,-20.59%
일본,Yamanashi-ken,Fujikawa-cho,890,659,16307,14219,-12.80%
일본,Yamanashi-ken,Showa-cho,1125,1302,17653,20909,18.44%
일본,Yamanashi-ken,Doshi-mura,93,59,1919,1607,-16.26%
일본,Yamanashi-ken,Nishikatsura-cho,329,209,4541,4041,-11.01%
일본,Yamanashi-ken,Oshino-mura,604,594,8635,9237,6.97%
일본,Yamanashi-ken,Yamanakako-mura,296,221,5324,5179,-2.72%
일본,Yamanashi-ken,Narusawa-mura,197,145,2964,2824,-4.72%
일본,Yamanashi-ken,Fujikawaguchiko-machi,1573,1429,25471,26082,2.40%
일본,Yamanashi-ken,Kosuge-mura,30,31,816,684,-16.18%
일본,Yamanashi-ken,Tabayama-mura,14,10,685,530,-22.63%
일본,Nagano-ken,Nagano-shi,22522,19162,381511,372760,-2.29%
일본,Nagano-ken,Matsumoto-shi,14108,12806,243037,241145,-0.78%
일본,Nagano-ken,Ueda-shi,9244,7849,159597,154055,-3.47%
일본,Nagano-ken,Okaya-shi,2992,2278,52841,47790,-9.56%
일본,Nagano-ken,Iida-shi,6237,5243,105335,98164,-6.81%
일본,Nagano-ken,Suwa-shi,2939,2432,51200,48729,-4.83%
일본,Nagano-ken,Suzaka-shi,3116,2563,52168,49559,-5.00%
일본,Nagano-ken,Komoro-shi,2399,2066,43997,40991,-6.83%
일본,Nagano-ken,Ina-shi,4134,3478,71093,66125,-6.99%
일본,Nagano-ken,Komagane-shi,2055,1710,33693,32202,-4.43%
일본,Nagano-ken,Nakano-shi,2816,2210,45638,42338,-7.23%
일본,Nagano-ken,Omachi-shi,1612,981,29801,26029,-12.66%
일본,Nagano-ken,Iiyama-shi,1242,833,23545,19539,-17.01%
일본,Nagano-ken,Chino-shi,3465,2931,56391,56400,0.02%
일본,Nagano-ken,Shiojiri-shi,3811,3193,67670,67241,-0.63%
일본,Nagano-ken,Saku-shi,5884,5147,100552,98199,-2.34%
일본,Nagano-ken,Chikuma-shi,3543,2822,62068,58852,-5.18%
일본,Nagano-ken,Tomi-shi,1842,1557,30696,30122,-1.87%
일본,Nagano-ken,Azumino-shi,5779,4777,96479,94222,-2.34%
일본,Nagano-ken,Koumi-machi,249,159,5180,4353,-15.97%
일본,Nagano-ken,Kawakami-mura,289,176,4972,4344,-12.63%
일본,Nagano-ken,Minamimaki-mura,193,141,3528,3242,-8.11%
일본,Nagano-ken,Minamiaiki-mura,62,42,1121,962,-14.18%
일본,Nagano-ken,Kitaaiki-mura,28,53,842,752,-10.69%
일본,Nagano-ken,Sakuho-machi,626,608,12069,10218,-15.34%
일본,Nagano-ken,Karuizawa-machi,1086,918,19018,19188,0.89%
일본,Nagano-ken,Miyota-machi,964,812,14738,15555,5.54%
일본,Nagano-ken,Tateshina-machi,417,281,7707,6612,-14.21%
일본,Nagano-ken,Aoki-mura,229,193,4609,4121,-10.59%
일본,Nagano-ken,Nagawa-machi,291,219,6780,5600,-17.40%
일본,Nagano-ken,Shimosuwa-machi,1090,888,21532,19155,-11.04%
일본,Nagano-ken,Fujimi-machi,762,734,15338,14084,-8.18%
일본,Nagano-ken,Hara-mura,415,411,7573,7680,1.41%
일본,Nagano-ken,Tatsuno-machi,1236,955,20909,18555,-11.26%
일본,Nagano-ken,Minowa-machi,1536,1317,26214,24989,-4.67%
일본,Nagano-ken,Iijima-machi,509,407,9902,9004,-9.07%
일본,Nagano-ken,Minamiminowa-mura,923,1002,14543,15797,8.62%
일본,Nagano-ken,Nakagawa-mura,260,274,5074,4651,-8.34%
일본,Nagano-ken,Miyada-mura,629,526,8974,8569,-4.51%
일본,Nagano-ken,Matsukawa-machi,829,655,13676,12530,-8.38%
일본,Nagano-ken,Takamori-machi,882,790,13216,12811,-3.06%
일본,Nagano-ken,Anan-cho,250,190,5455,4299,-21.19%
일본,Nagano-ken,Achi-mura,418,357,7036,6068,-13.76%
일본,Nagano-ken,Hiraya-mura,18,24,563,387,-31.26%
일본,Nagano-ken,Neba-mura,48,0,1129,852,-24.53%
일본,Nagano-ken,Shimojo-mura,290,195,4200,3545,-15.60%
일본,Nagano-ken,Urugi-mura,26,25,656,548,-16.46%
일본,Nagano-ken,Tenryu-mura,34,21,1657,1178,-28.91%
일본,Nagano-ken,Yasuoka-mura,85,67,1910,1542,-19.27%
일본,Nagano-ken,Takagi-mura,420,349,6692,5973,-10.74%
일본,Nagano-ken,Toyooka-mura,421,403,6819,6426,-5.76%
일본,Nagano-ken,Oshika-mura,44,43,1160,1023,-11.81%
일본,Nagano-ken,Agematsu-machi,214,168,5245,4131,-21.24%
일본,Nagano-ken,Nagiso-machi,186,200,4810,3915,-18.61%
일본,Nagano-ken,Kiso-mura,127,123,3134,2692,-14.10%
일본,Nagano-ken,Otaki-mura,43,14,965,715,-25.91%
일본,Nagano-ken,Okuwa-mura,233,109,4145,3439,-17.03%
일본,Nagano-ken,Kiso-machi,594,419,12743,10584,-16.94%
일본,Nagano-ken,Omi-mura,136,92,2970,2593,-12.69%
일본,Nagano-ken,Ikusaka-mura,96,72,1953,1639,-16.08%
일본,Nagano-ken,Yamagata-mura,582,469,8425,8400,-0.30%
일본,Nagano-ken,Asahi-mura,258,207,4741,4279,-9.74%
일본,Nagano-ken,Chikuhoku-mura,236,152,5172,4149,-19.78%
일본,Nagano-ken,Ikeda-machi,528,407,10329,9382,-9.17%
일본,Nagano-ken,Matsukawa-mura,616,469,10093,9599,-4.89%
일본,Nagano-ken,Hakuba-mura,483,416,9205,8575,-6.84%
일본,Nagano-ken,Otari-mura,172,113,3221,2647,-17.82%
일본,Nagano-ken,Sakaki-machi,830,662,15730,14004,-10.97%
일본,Nagano-ken,Obuse-machi,649,594,11072,10660,-3.72%
일본,Nagano-ken,Takayama-mura,425,328,7563,6617,-12.51%
일본,Nagano-ken,Yamanouchi-machi,633,421,13678,11352,-17.01%
일본,Nagano-ken,Kijimadaira-mura,266,211,4939,4375,-11.42%
일본,Nagano-ken,Nozawaonsen-mura,184,140,3853,3279,-14.90%
일본,Nagano-ken,Shinano-machi,448,0,9238,7739,-16.23%
일본,Nagano-ken,Ogawa-mura,125,81,3041,2215,-27.16%
일본,Nagano-ken,Iizuna-machi,600,480,11865,10296,-13.22%
일본,Nagano-ken,Sakae-mura,98,46,2215,1660,-25.06%
일본,Gifu-ken,Gifu-shi,24130,20245,413136,402557,-2.56%
일본,Gifu-ken,Ogaki-shi,9453,8527,161160,158286,-1.78%
일본,Gifu-ken,Takayama-shi,5684,4513,92747,84419,-8.98%
일본,Gifu-ken,Tajimi-shi,6467,5323,112595,106732,-5.21%
일본,Gifu-ken,Seki-shi,5462,4758,91418,85283,-6.71%
일본,Gifu-ken,Nakatsugawa-shi,4762,3938,80910,76570,-5.36%
일본,Gifu-ken,Mino-shi,1090,932,22629,19247,-14.95%
일본,Gifu-ken,Mizunami-shi,2203,1719,40387,37150,-8.01%
일본,Gifu-ken,Hashima-shi,4317,3547,67197,65649,-2.30%
일본,Gifu-ken,Ena-shi,2965,2461,53718,47774,-11.07%
일본,Gifu-ken,Minokamo-shi,3323,3647,54729,56689,3.58%
일본,Gifu-ken,Toki-shi,3174,2790,60475,55348,-8.48%
일본,Gifu-ken,Kakamigahara-shi,9113,7909,145604,144521,-0.74%
일본,Gifu-ken,Kani-shi,5926,5685,97436,99968,2.60%
일본,Gifu-ken,Yamagata-shi,1679,1189,29629,25280,-14.68%
일본,Gifu-ken,Mizuho-shi,3281,3492,51950,56388,8.54%
일본,Gifu-ken,Hida-shi,1511,1052,26732,22538,-15.69%
일본,Gifu-ken,Motosu-shi,2209,1807,35047,32928,-6.05%
일본,Gifu-ken,Gujo-shi,2485,1988,44491,38997,-12.35%
일본,Gifu-ken,Gero-shi,1892,1482,36314,30428,-16.21%
일본,Gifu-ken,Kaizu-shi,2059,1523,37941,32735,-13.72%
일본,Gifu-ken,Ginan-cho,1422,1416,23804,25881,8.73%
일본,Gifu-ken,Kasamatsu-cho,1417,1121,22809,22208,-2.63%
일본,Gifu-ken,Yoro-cho,1714,1352,31332,26882,-14.20%
일본,Gifu-ken,Tarui-cho,1729,1444,28505,26402,-7.38%
일본,Gifu-ken,Sekigahara-cho,373,268,8096,6610,-18.35%
일본,Gifu-ken,Godo-cho,1246,922,20065,18585,-7.38%
일본,Gifu-ken,Wanouchi-cho,625,554,10028,9654,-3.73%
일본,Gifu-ken,Anpachi-cho,1011,860,15271,14355,-6.00%
일본,Gifu-ken,Ibigawa-cho,1136,800,23784,19529,-17.89%
일본,Gifu-ken,Ono-cho,1714,1266,23859,22041,-7.62%
일본,Gifu-ken,Ikeda-cho,1787,1440,24980,23360,-6.49%
일본,Gifu-ken,Kitagata-cho,1215,1036,18395,18139,-1.39%
