CNTRY,admin1,admin2,stdnt10,stdnt20,pop10,pop20,rate
일본,Okayama-ken,Mimasaka-shi,1485,1101,30498,25939,-14.95%
일본,Okayama-ken,Asakuchi-shi,1868,1575,36114,32772,-9.25%
일본,Okayama-ken,Wake-cho,785,539,15362,13623,-11.32%
일본,Okayama-ken,Hayashima-cho,757,826,12214,12368,1.26%
일본,Okayama-ken,Satosho-cho,642,646,10916,10950,0.31%
일본,Okayama-ken,Yakage-cho,741,589,15092,13414,-11.12%
일본,Okayama-ken,Shinjo-son,52,44,957,813,-15.05%
일본,Okayama-ken,Kagamino-cho,678,659,13580,12062,-11.18%
일본,Okayama-ken,Shoo-cho,583,657,11195,10888,-2.74%
일본,Okayama-ken,Nagi-cho,337,305,6085,5578,-8.33%
일본,Okayama-ken,Nishiawakura-son,59,78,1520,1398,-8.03%
일본,Okayama-ken,Kumenan-cho,246,154,5296,4530,-14.46%
일본,Okayama-ken,Misaki-cho,740,580,15642,13053,-16.55%
일본,Okayama-ken,Kibichuo-cho,563,452,13033,10886,-16.47%
일본,Hiroshima-ken,Hiroshima-shi,68874,66983,1173843,1200754,2.29%
일본,Hiroshima-ken,Kure-shi,12043,10125,239973,214592,-10.58%
일본,Hiroshima-ken,Takehara-shi,1378,857,28644,23993,-16.24%
일본,Hiroshima-ken,Mihara-shi,5380,4735,100509,90573,-9.89%
일본,Hiroshima-ken,Onomichi-shi,7260,6251,145202,131170,-9.66%
일본,Hiroshima-ken,Fukuyama-shi,27250,25777,461357,460930,-0.09%
일본,Hiroshima-ken,Fuchu-shi,2191,932,42563,37655,-11.53%
일본,Hiroshima-ken,Miyoshi-shi,3066,2572,56605,50681,-10.47%
일본,Hiroshima-ken,Shobara-shi,1791,1493,40244,33633,-16.43%
일본,Hiroshima-ken,Otake-shi,1339,1211,28836,26319,-8.73%
일본,Hiroshima-ken,Higashihiroshima-shi,10871,11354,190135,196608,3.40%
일본,Hiroshima-ken,Hatsukaichi-shi,6436,6261,114038,114173,0.12%
일본,Hiroshima-ken,Akitakata-shi,1506,1253,31487,26448,-16.00%
일본,Hiroshima-ken,Etajima-shi,1006,720,27031,21930,-18.87%
일본,Hiroshima-ken,Fuchu-cho,3063,3037,50442,51155,1.41%
일본,Hiroshima-ken,Kaita-cho,1767,1707,28475,29636,4.08%
일본,Hiroshima-ken,Kumano-cho,1462,1264,24533,22834,-6.93%
일본,Hiroshima-ken,Saka-cho,778,738,13262,12582,-5.13%
일본,Hiroshima-ken,Akiota-cho,284,211,7255,5740,-20.88%
일본,Hiroshima-ken,Kitahiroshima-cho,1045,811,19969,17763,-11.05%
일본,Hiroshima-ken,Osakikamijima-cho,286,203,8448,7158,-15.27%
일본,Hiroshima-ken,Sera-cho,819,705,17549,15125,-13.81%
일본,Hiroshima-ken,Jinsekikogen-cho,415,329,10350,8250,-20.29%
일본,Yamaguchi-ken,Shimonoseki-shi,13985,12069,280947,255051,-9.22%
일본,Yamaguchi-ken,Ube-shi,9143,7937,173772,162570,-6.45%
일본,Yamaguchi-ken,Yamaguchi-shi,11475,10419,196628,193966,-1.35%
일본,Yamaguchi-ken,Hagi-shi,2419,1773,53747,44626,-16.97%
일본,Yamaguchi-ken,Hofu-shi,6425,6155,116611,113979,-2.26%
일본,Yamaguchi-ken,Kudamatsu-shi,3124,3168,55012,55887,1.59%
일본,Yamaguchi-ken,Iwakuni-shi,7917,6339,143857,129125,-10.24%
일본,Yamaguchi-ken,Hikari-shi,3168,2545,53004,49798,-6.05%
일본,Yamaguchi-ken,Nagato-shi,1725,1345,38349,32519,-15.20%
일본,Yamaguchi-ken,Yanai-shi,1702,1403,34730,30799,-11.32%
일본,Yamaguchi-ken,Mine-shi,1340,887,28630,23247,-18.80%
일본,Yamaguchi-ken,Shunan-shi,8230,6904,149487,137540,-7.99%
일본,Yamaguchi-ken,Sanyoonoda-shi,3631,3140,64550,60326,-6.54%
일본,Yamaguchi-ken,Suooshima-cho,610,428,19084,14798,-22.46%
일본,Yamaguchi-ken,Waki-cho,430,427,6378,6034,-5.39%
일본,Yamaguchi-ken,Kaminoseki-cho,96,68,3332,2342,-29.71%
일본,Yamaguchi-ken,Tabuse-cho,873,693,15986,14483,-9.40%
일본,Yamaguchi-ken,Hirao-cho,659,458,13491,11914,-11.69%
일본,Yamaguchi-ken,Abu-cho,110,131,3743,3055,-18.38%
일본,Tokushima-ken,Tokushima-shi,14106,12769,264548,252391,-4.60%
일본,Tokushima-ken,Naruto-shi,3138,2464,61513,54622,-11.20%
일본,Tokushima-ken,Komatsushima-shi,2099,1541,40614,36149,-10.99%
일본,Tokushima-ken,Anan-shi,4419,3641,76063,69470,-8.67%
일본,Tokushima-ken,Yoshinogawa-shi,2171,1703,44020,38772,-11.92%
일본,Tokushima-ken,Awa-shi,2026,1567,39247,34713,-11.55%
일본,Tokushima-ken,Mima-shi,1564,1205,32484,28055,-13.63%
일본,Tokushima-ken,Miyoshi-shi,1265,874,29951,23605,-21.19%
일본,Tokushima-ken,Katsuura-cho,244,190,5765,4837,-16.10%
일본,Tokushima-ken,Kamikatsu-cho,72,38,1783,1380,-22.60%
일본,Tokushima-ken,Sanagouchi-son,96,79,2588,2058,-20.48%
일본,Tokushima-ken,Ishii-cho,1428,1330,25954,24833,-4.32%
일본,Tokushima-ken,Kamiyama-cho,158,109,6038,4647,-23.04%
일본,Tokushima-ken,Naka-cho,410,236,9318,7367,-20.94%
일본,Tokushima-ken,Mugi-cho,185,115,4826,3743,-22.44%
일본,Tokushima-ken,Minami-cho,324,204,7765,6222,-19.87%
일본,Tokushima-ken,Kaiyo-cho,528,274,10446,8358,-19.99%
일본,Tokushima-ken,Matsushige-cho,942,811,15070,14583,-3.23%
일본,Tokushima-ken,Kitajima-cho,1319,1417,21658,22745,5.02%
일본,Tokushima-ken,Aizumi-cho,2154,2096,33338,35246,5.72%
일본,Tokushima-ken,Itano-cho,777,566,14241,13042,-8.42%
일본,Tokushima-ken,Kamiita-cho,734,531,12727,11384,-10.55%
일본,Tokushima-ken,Tsurugi-cho,444,250,10490,7715,-26.45%
일본,Tokushima-ken,Higashimiyoshi-cho,805,661,15044,13622,-9.45%
일본,Kagawa-ken,Takamatsu-shi,25143,23218,419429,417496,-0.46%
일본,Kagawa-ken,Marugame-shi,6937,6264,110473,109513,-0.87%
일본,Kagawa-ken,Sakaide-shi,3054,2659,55621,50624,-8.98%
일본,Kagawa-ken,Zentsuji-shi,1769,1576,33817,31631,-6.46%
일본,Kagawa-ken,Kanonji-shi,3413,2871,62690,57438,-8.38%
일본,Kagawa-ken,Sanuki-shi,2839,2061,53000,47003,-11.32%
일본,Kagawa-ken,Higashikagawa-shi,1646,1058,33625,28279,-15.90%
일본,Kagawa-ken,Mitoyo-shi,3664,3121,68512,61857,-9.71%
일본,Kagawa-ken,Tonosho-cho,631,512,15123,12846,-15.06%
일본,Kagawa-ken,Shodoshima-cho,695,543,16152,13870,-14.13%
일본,Kagawa-ken,Miki-cho,1654,1484,28464,26878,-5.57%
일본,Kagawa-ken,Naoshima-cho,150,124,3325,3103,-6.68%
일본,Kagawa-ken,Utazu-cho,1207,990,18434,18699,1.44%
일본,Kagawa-ken,Ayagawa-cho,1327,1097,24625,22693,-7.85%
일본,Kagawa-ken,Kotohira-cho,510,346,9967,8468,-15.04%
일본,Kagawa-ken,Tadotsu-cho,1308,1082,23498,22445,-4.48%
일본,Kagawa-ken,Manno-cho,904,982,19087,17401,-8.83%
일본,Ehime-ken,Matsuyama-shi,28733,26889,517231,511192,-1.17%
일본,Ehime-ken,Imabari-shi,8848,7391,166532,151672,-8.92%
일본,Ehime-ken,Uwajima-shi,4335,3151,84210,70809,-15.91%
일본,Ehime-ken,Yawatahama-shi,1818,1325,38370,31987,-16.64%
일본,Ehime-ken,Niihama-shi,6954,6153,121735,115938,-4.76%
일본,Ehime-ken,Saijo-shi,6456,5621,112091,104791,-6.51%
일본,Ehime-ken,Ozu-shi,2633,2088,47157,40575,-13.96%
일본,Ehime-ken,Iyo-shi,2195,1904,38017,35133,-7.59%
일본,Ehime-ken,Shikokuchuo-shi,4890,4248,90187,82754,-8.24%
일본,Ehime-ken,Seiyo-shi,1969,1565,42080,35388,-15.90%
일본,Ehime-ken,Toon-shi,1928,1784,35253,33903,-3.83%
일본,Ehime-ken,Kamijima-cho,270,202,7648,6509,-14.89%
일본,Ehime-ken,Kumakogen-cho,409,247,9644,7404,-23.23%
일본,Ehime-ken,Masaki-cho,1826,1755,30359,29630,-2.40%
일본,Ehime-ken,Tobe-cho,1235,1053,21981,20480,-6.83%
일본,Ehime-ken,Uchiko-cho,970,728,18045,15322,-15.09%
일본,Ehime-ken,Ikata-cho,468,282,10882,8397,-22.84%
일본,Ehime-ken,Matsuno-cho,209,128,4377,3674,-16.06%
일본,Ehime-ken,Kihoku-cho,584,377,11633,9682,-16.77%
일본,Ehime-ken,Ainan-cho,1223,716,24061,19601,-18.54%
일본,Kochi-ken,Kochi-shi,18824,16124,343393,326545,-4.91%
일본,Kochi-ken,Muroto-shi,556,368,15210,11742,-22.80%
일본,Kochi-ken,Aki-shi,888,654,19547,16243,-16.90%
일본,Kochi-ken,Nankoku-shi,2723,2312,49472,46664,-5.68%
일본,Kochi-ken,Tosa-shi,1460,1173,28686,25732,-10.30%
일본,Kochi-ken,Susaki-shi,1146,815,24698,20590,-16.63%
일본,Kochi-ken,Sukumo-shi,1144,911,22610,19033,-15.82%
일본,Kochi-ken,Tosashimizu-shi,694,386,16029,12388,-22.72%
일본,Kochi-ken,Shimanto-shi,1959,1571,35933,32694,-9.01%
일본,Kochi-ken,Konan-shi,1946,1691,33830,32207,-4.80%
일본,Kochi-ken,Kami-shi,1223,1089,28766,26513,-7.83%
일본,Kochi-ken,Toyo-cho,107,55,2947,2194,-25.55%
일본,Kochi-ken,Nahari-cho,154,110,3542,3034,-14.34%
일본,Kochi-ken,Tano-cho,125,97,2932,2498,-14.80%
일본,Kochi-ken,Yasuda-cho,116,89,2970,2370,-20.20%
일본,Kochi-ken,Kitagawa-mura,69,50,1367,1146,-16.17%
일본,Kochi-ken,Umaji-mura,47,40,1013,745,-26.46%
일본,Kochi-ken,Geisei-mura,190,180,4048,3694,-8.75%
일본,Kochi-ken,Motoyama-cho,131,132,4103,3261,-20.52%
일본,Kochi-ken,Otoyo-cho,97,83,4719,3252,-31.09%
일본,Kochi-ken,Tosa-cho,169,161,4358,3753,-13.88%
일본,Kochi-ken,Okawa-mura,15,12,411,366,-10.95%
일본,Kochi-ken,Ino-cho,1173,865,25062,21374,-14.72%
일본,Kochi-ken,Niyodogawa-cho,248,153,6500,4827,-25.74%
일본,Kochi-ken,Nakatosa-cho,333,235,7584,6002,-20.86%
일본,Kochi-ken,Sakawa-cho,654,541,13951,12323,-11.67%
일본,Kochi-ken,Ochi-cho,274,190,6374,5187,-18.62%
일본,Kochi-ken,Yusuhara-cho,158,133,3984,3307,-16.99%
일본,Kochi-ken,Hidaka-mura,320,242,5447,4812,-11.66%
일본,Kochi-ken,Tsuno-cho,322,259,6407,5291,-17.42%
일본,Kochi-ken,Shimanto-cho,908,632,18733,15607,-16.69%
일본,Kochi-ken,Otsuki-cho,252,151,5783,4434,-23.33%
일본,Kochi-ken,Mihara-mura,68,42,1681,1437,-14.52%
일본,Kochi-ken,Kuroshio-cho,566,372,12366,10262,-17.01%
일본,Fukuoka-ken,Kitakyushu-shi,52317,47787,976846,939029,-3.87%
일본,Fukuoka-ken,Fukuoka-shi,77567,84331,1463743,1612392,10.16%
일본,Fukuoka-ken,Omuta-shi,6159,5287,123638,111281,-9.99%
일본,Fukuoka-ken,Kurume-shi,17786,17490,302402,303316,0.30%
일본,Fukuoka-ken,Nogata-shi,2942,3132,57686,56212,-2.56%
일본,Fukuoka-ken,Iizuka-shi,6794,6878,131492,126364,-3.90%
일본,Fukuoka-ken,Tagawa-shi,2648,2441,50605,46203,-8.70%
일본,Fukuoka-ken,Yanagawa-shi,3839,3356,71375,64475,-9.67%
일본,Fukuoka-ken,Yame-shi,3556,2935,69057,60608,-12.23%
일본,Fukuoka-ken,Chikugo-shi,3064,2930,48512,48827,0.65%
일본,Fukuoka-ken,Okawa-shi,1950,1398,37448,32988,-11.91%
일본,Fukuoka-ken,Yukuhashi-shi,4108,3975,70468,71426,1.36%
일본,Fukuoka-ken,Buzen-shi,1508,1249,27031,24391,-9.77%
일본,Fukuoka-ken,Nakama-shi,2130,1854,44210,40362,-8.70%
일본,Fukuoka-ken,Ogori-shi,4202,3523,58499,59360,1.47%
일본,Fukuoka-ken,Chikushino-shi,6145,6133,100172,103311,3.13%
일본,Fukuoka-ken,Kasuga-shi,7586,7460,106780,111023,3.97%
일본,Fukuoka-ken,Onojo-shi,6099,6462,95087,102085,7.36%
일본,Fukuoka-ken,Munakata-shi,5190,5533,95501,97095,1.67%
일본,Fukuoka-ken,Dazaifu-shi,4094,4510,70482,73164,3.81%
일본,Fukuoka-ken,Koga-shi,3337,3592,57920,58786,1.50%
일본,Fukuoka-ken,Fukutsu-shi,2883,4493,55431,67033,20.93%
일본,Fukuoka-ken,Ukiha-shi,1780,1568,31640,27981,-11.56%
일본,Fukuoka-ken,Miyawaka-shi,1532,1348,30081,26298,-12.58%
일본,Fukuoka-ken,Kama-shi,2167,1808,42589,35473,-16.71%
일본,Fukuoka-ken,Asakura-shi,3148,2659,56355,50273,-10.79%
일본,Fukuoka-ken,Miyama-shi,2042,1670,40732,35861,-11.96%
일본,Fukuoka-ken,Itoshima-shi,5995,5807,98435,98877,0.45%
일본,Fukuoka-ken,Nakagawa-shi,3540,3454,49780,50112,0.67%
일본,Fukuoka-ken,Umi-machi,2286,2275,38592,37671,-2.39%
일본,Fukuoka-ken,Sasaguri-machi,2083,1895,31318,31209,-0.35%
일본,Fukuoka-ken,Shime-machi,2777,3079,43564,46377,6.46%
일본,Fukuoka-ken,Sue-machi,1540,1998,26044,28628,9.92%
일본,Fukuoka-ken,Shingu-machi,1642,3044,24679,32927,33.42%
일본,Fukuoka-ken,Hisayama-machi,516,619,8373,9068,8.30%
일본,Fukuoka-ken,Kasuya-machi,2699,3524,41997,48190,14.75%
일본,Fukuoka-ken,Ashiya-machi,1031,686,15369,13545,-11.87%
일본,Fukuoka-ken,Mizumaki-machi,1408,1363,30021,28114,-6.35%
일본,Fukuoka-ken,Okagaki-machi,1892,1750,32119,31007,-3.46%
일본,Fukuoka-ken,Onga-cho,933,1065,19160,18723,-2.28%
일본,Fukuoka-ken,Kotake-machi,385,267,8602,7151,-16.87%
일본,Fukuoka-ken,Kurate-machi,809,721,17088,15080,-11.75%
일본,Fukuoka-ken,Keisen-machi,721,680,13863,12878,-7.11%
일본,Fukuoka-ken,Chikuzen-machi,1686,1726,29155,29591,1.50%
일본,Fukuoka-ken,Toho-mura,108,90,2432,1899,-21.92%
일본,Fukuoka-ken,Tachiarai-machi,851,902,15284,15521,1.55%
일본,Fukuoka-ken,Oki-machi,897,954,14350,13820,-3.69%
일본,Fukuoka-ken,Hirokawa-machi,1182,1135,20253,19969,-1.40%
일본,Fukuoka-ken,Kawara-machi,583,522,11685,10191,-12.79%
일본,Fukuoka-ken,Soeda-machi,531,419,10909,8801,-19.32%
일본,Fukuoka-ken,Itoda-machi,482,498,9617,8407,-12.58%
일본,Fukuoka-ken,Kawasaki-machi,1060,739,18264,15176,-16.91%
일본,Fukuoka-ken,Oto-machi,276,287,5503,5008,-9.00%
일본,Fukuoka-ken,Aka-mura,177,174,3251,2774,-14.67%
일본,Fukuoka-ken,Fukuchi-machi,1409,787,24714,21398,-13.42%
일본,Fukuoka-ken,Kanda-machi,2045,2200,36005,37684,4.66%
일본,Fukuoka-ken,Miyako-machi,1104,831,21572,18825,-12.73%
일본,Fukuoka-ken,Yoshitomi-machi,424,388,6792,6536,-3.77%
일본,Fukuoka-ken,Koge-machi,463,452,7852,7251,-7.65%
일본,Fukuoka-ken,Chikujo-machi,1001,844,19544,17189,-12.05%
일본,Saga-ken,Saga-shi,14055,13161,237506,233301,-1.77%
일본,Saga-ken,Karatsu-shi,7840,6740,126926,117373,-7.53%
일본,Saga-ken,Tosu-shi,4646,4745,69074,74196,7.42%
일본,Saga-ken,Taku-shi,1258,0,21404,18295,-14.53%
일본,Saga-ken,Imari-shi,3497,3047,57161,52629,-7.93%
일본,Saga-ken,Takeo-shi,3096,2733,50699,47914,-5.49%
일본,Saga-ken,Kashima-shi,1949,1584,30720,27892,-9.21%
일본,Saga-ken,Ogi-shi,2909,2553,45133,43952,-2.62%
일본,Saga-ken,Ureshino-shi,1664,1385,28984,25848,-10.82%
일본,Saga-ken,Kanzaki-shi,1875,1679,32899,31022,-5.71%
일본,Saga-ken,Yoshinogari-cho,1060,1039,16405,16323,-0.50%
일본,Saga-ken,Kiyama-cho,970,857,17837,17250,-3.29%
일본,Saga-ken,Kamimine-cho,664,608,9224,9286,0.67%
일본,Saga-ken,Miyaki-cho,1366,1289,26175,25511,-2.54%
일본,Saga-ken,Genkai-cho,413,0,6379,5609,-12.07%
일본,Saga-ken,Arita-cho,1278,1092,20929,19010,-9.17%
일본,Saga-ken,Omachi-cho,387,0,7369,6293,-14.60%
일본,Saga-ken,Kohoku-machi,531,556,9515,9566,0.54%
일본,Saga-ken,Shiroishi-cho,1423,1158,25607,22051,-13.89%
일본,Saga-ken,Tara-cho,567,364,9842,8121,-17.49%
일본,Nagasaki-ken,Nagasaki-shi,23546,19908,443766,409118,-7.81%
일본,Nagasaki-ken,Sasebo-shi,14737,13535,261101,243223,-6.85%
일본,Nagasaki-ken,Shimabara-shi,2725,2278,47455,43338,-8.68%
일본,Nagasaki-ken,Isahaya-shi,8362,7558,140752,133852,-4.90%
일본,Nagasaki-ken,Omura-shi,6301,6231,90517,95397,5.39%
일본,Nagasaki-ken,Hirado-shi,1930,1450,34905,29365,-15.87%
일본,Nagasaki-ken,Matsuura-shi,1377,1207,25145,21271,-15.41%
일본,Nagasaki-ken,Tsushima-shi,2100,1414,34407,28502,-17.16%
일본,Nagasaki-ken,Iki-shi,1750,1425,29377,24948,-15.08%
일본,Nagasaki-ken,Goto-shi,2045,1574,40622,34391,-15.34%
일본,Nagasaki-ken,Saikai-shi,1598,1267,31176,26275,-15.72%
일본,Nagasaki-ken,Unzen-shi,2703,2143,47245,41096,-13.02%
일본,Nagasaki-ken,Minamishimabara-shi,2714,2083,50363,42330,-15.95%
일본,Nagasaki-ken,Nagayo-cho,2799,2341,42535,40780,-4.13%
일본,Nagasaki-ken,Togitsu-cho,1927,1733,30110,29339,-2.56%
일본,Nagasaki-ken,Higashisonogi-cho,457,401,8903,7721,-13.28%
일본,Nagasaki-ken,Kawatana-cho,896,702,14651,13377,-8.70%
일본,Nagasaki-ken,Hasami-cho,872,824,15227,14291,-6.15%
일본,Nagasaki-ken,Ojika-cho,102,85,2849,2288,-19.69%
일본,Nagasaki-ken,Saza-cho,915,987,13599,13912,2.30%
일본,Nagasaki-ken,Shinkamigoto-cho,1250,666,22074,17503,-20.71%
일본,Kumamoto-ken,Kumamoto-shi,42976,41351,734474,738865,0.60%
일본,Kumamoto-ken,Yatsushiro-shi,7128,6310,132266,123067,-6.95%
일본,Kumamoto-ken,Hitoyoshi-shi,1968,1633,35611,31108,-12.64%
일본,Kumamoto-ken,Arao-shi,3009,2688,55321,50832,-8.11%
일본,Kumamoto-ken,Minamata-shi,1413,1142,26978,23557,-12.68%
일본,Kumamoto-ken,Tamana-shi,3813,3374,69541,64292,-7.55%
일본,Kumamoto-ken,Yamaga-shi,2887,2502,55391,49025,-11.49%
일본,Kumamoto-ken,Kikuchi-shi,2714,2630,50194,46416,-7.53%
일본,Kumamoto-ken,Uto-shi,2349,2149,37727,36122,-4.25%
일본,Kumamoto-ken,Kamiamakusa-shi,1601,1130,29902,24563,-17.85%
일본,Kumamoto-ken,Uki-shi,3386,3105,61878,57032,-7.83%
일본,Kumamoto-ken,Aso-shi,1518,1178,28444,24930,-12.35%
일본,Kumamoto-ken,Amakusa-shi,4717,3658,89065,75783,-14.91%
일본,Kumamoto-ken,Koshi-shi,3700,4834,55002,61772,12.31%
일본,Kumamoto-ken,Misato-machi,474,334,11388,9392,-17.53%
일본,Kumamoto-ken,Gyokuto-machi,293,307,5554,5045,-9.16%
일본,Kumamoto-ken,Nankan-machi,510,415,10564,8979,-15.00%
일본,Kumamoto-ken,Nagasu-machi,873,753,16594,15372,-7.36%
일본,Kumamoto-ken,Nagomi-machi,502,427,11247,9342,-16.94%
일본,Kumamoto-ken,Ozu-machi,1986,2582,31234,35187,12.66%
일본,Kumamoto-ken,Kikuyo-machi,2659,3053,37734,43337,14.85%
일본,Kumamoto-ken,Minamioguni-machi,196,185,4429,3750,-15.33%
일본,Kumamoto-ken,Oguni-machi,376,266,7877,6590,-16.34%
일본,Kumamoto-ken,Ubuyama-mura,78,0,1606,1382,-13.95%
일본,Kumamoto-ken,Takamori-machi,313,254,6716,5789,-13.80%
일본,Kumamoto-ken,Nishihara-mura,429,402,6792,6426,-5.39%
일본,Kumamoto-ken,Minamiaso-mura,552,477,11972,9836,-17.84%
일본,Kumamoto-ken,Mifune-machi,901,973,17888,16303,-8.86%
일본,Kumamoto-ken,Kashima-machi,474,671,8676,9547,10.04%
일본,Kumamoto-ken,Mashiki-machi,1940,2260,32676,32510,-0.51%
일본,Kumamoto-ken,Kosa-machi,525,597,11181,10132,-9.38%
일본,Kumamoto-ken,Yamato-cho,690,569,16981,13503,-20.48%
일본,Kumamoto-ken,Hikawa-cho,633,558,12715,11094,-12.75%
일본,Kumamoto-ken,Ashikita-machi,861,747,19316,15681,-18.82%
일본,Kumamoto-ken,Tsunagi-machi,276,207,5062,4254,-15.96%
일본,Kumamoto-ken,Nishiki-machi,758,649,11075,10288,-7.11%
일본,Kumamoto-ken,Taragi-machi,569,469,10554,9076,-14.00%
일본,Kumamoto-ken,Yunomae-machi,213,182,4375,3627,-17.10%
일본,Kumamoto-ken,Mizukami-mura,117,105,2405,2033,-15.47%
일본,Kumamoto-ken,Sagara-mura,286,198,4934,4070,-17.51%
일본,Kumamoto-ken,Itsuki-mura,47,27,1205,931,-22.74%
일본,Kumamoto-ken,Yamae-mura,236,237,3681,3238,-12.03%
일본,Kumamoto-ken,Kuma-mura,202,149,4249,2433,-42.74%
일본,Kumamoto-ken,Asagiri-cho,998,869,16638,14676,-11.79%
일본,Kumamoto-ken,Reihoku-machi,398,328,8314,7114,-14.43%
일본,Oita-ken,Oita-shi,27980,26245,474094,475614,0.32%
일본,Oita-ken,Beppu-shi,5746,5273,125385,115321,-8.03%
일본,Oita-ken,Nakatsu-shi,4836,4697,84312,82863,-1.72%
일본,Oita-ken,Hita-shi,3846,3367,70940,62657,-11.68%
일본,Oita-ken,Saiki-shi,3801,3059,76951,66851,-13.13%
일본,Oita-ken,Usuki-shi,2129,1733,41469,36158,-12.81%
일본,Oita-ken,Tsukumi-shi,888,640,19917,16100,-19.16%
일본,Oita-ken,Taketa-shi,949,792,24423,20332,-16.75%
일본,Oita-ken,Bungotakada-shi,1112,999,23906,22112,-7.50%
일본,Oita-ken,Kitsuki-shi,1544,1351,32083,27999,-12.73%
일본,Oita-ken,Usa-shi,3142,2696,59008,52771,-10.57%
일본,Oita-ken,Bungoono-shi,1810,1476,39452,33695,-14.59%
일본,Oita-ken,Yufu-shi,1893,1761,34702,32772,-5.56%
일본,Oita-ken,Kunisaki-shi,1449,873,32002,26232,-18.03%
일본,Oita-ken,Himeshima-mura,87,62,2189,1725,-21.20%
일본,Oita-ken,Hiji-machi,1687,1568,28221,27723,-1.76%
일본,Oita-ken,Kokonoe-machi,436,417,10421,8541,-18.04%
일본,Oita-ken,Kusu-machi,852,696,17054,14386,-15.64%
일본,Miyazaki-ken,Miyazaki-shi,23804,23106,400583,401339,0.19%
일본,Miyazaki-ken,Miyakonojo-shi,9660,9443,169602,160640,-5.28%
일본,Miyazaki-ken,Nobeoka-shi,7754,6431,131182,118394,-9.75%
일본,Miyazaki-ken,Nichinan-shi,2769,2549,57689,50848,-11.86%
일본,Miyazaki-ken,Kobayashi-shi,2641,2274,48270,43670,-9.53%
일본,Miyazaki-ken,Hyuga-shi,3818,3413,63223,59629,-5.68%
일본,Miyazaki-ken,Kushima-shi,969,883,20453,16822,-17.75%
일본,Miyazaki-ken,Saito-shi,1876,1515,32614,28610,-12.28%
일본,Miyazaki-ken,Ebino-shi,1016,888,21606,17638,-18.37%
일본,Miyazaki-ken,Mimata-cho,1655,1937,24800,25591,3.19%
일본,Miyazaki-ken,Takaharu-cho,470,446,10000,8639,-13.61%
일본,Miyazaki-ken,Kunitomi-cho,1108,913,20909,18398,-12.01%
일본,Miyazaki-ken,Aya-cho,370,454,7224,6934,-4.01%
일본,Miyazaki-ken,Takanabe-cho,1179,1132,21733,19922,-8.33%
일본,Miyazaki-ken,Shintomi-cho,1095,987,18092,16564,-8.45%
일본,Miyazaki-ken,Nishimera-son,61,71,1241,1000,-19.42%
일본,Miyazaki-ken,Kijo-cho,255,331,5177,4895,-5.45%
일본,Miyazaki-ken,Kawaminami-cho,1048,883,17009,15194,-10.67%
일본,Miyazaki-ken,Tsuno-cho,641,527,11137,9906,-11.05%
일본,Miyazaki-ken,Kadogawa-cho,1205,1025,18854,17379,-7.82%
일본,Miyazaki-ken,Morotsuka-son,104,59,1882,1486,-21.04%
일본,Miyazaki-ken,Shiiba-son,165,125,3092,2503,-19.05%
일본,Miyazaki-ken,Misato-cho,276,191,6248,4826,-22.76%
일본,Miyazaki-ken,Takachiho-cho,706,556,13723,11642,-15.16%
일본,Miyazaki-ken,Hinokage-cho,221,161,4463,3635,-18.55%
일본,Miyazaki-ken,Gokase-cho,256,150,4427,3472,-21.57%
일본,Kagoshima-ken,Kagoshima-shi,34247,34370,605846,593128,-2.10%
일본,Kagoshima-ken,Kanoya-shi,6314,6405,105070,101096,-3.78%
일본,Kagoshima-ken,Makurazaki-shi,1192,914,23638,20033,-15.25%
일본,Kagoshima-ken,Akune-shi,1147,875,23154,19270,-16.77%
일본,Kagoshima-ken,Izumi-shi,3312,2918,55621,51994,-6.52%
일본,Kagoshima-ken,Ibusuki-shi,2296,2009,44396,39011,-12.13%
일본,Kagoshima-ken,Nishinoomote-shi,1023,790,16951,14708,-13.23%
일본,Kagoshima-ken,Tarumizu-shi,704,569,17248,13819,-19.88%
일본,Kagoshima-ken,Satsumasendai-shi,5896,5115,99589,92403,-7.22%
일본,Kagoshima-ken,Hioki-shi,2684,2558,50822,47153,-7.22%
일본,Kagoshima-ken,So-shi,1822,1606,39221,33310,-15.07%
일본,Kagoshima-ken,Kirishima-shi,7821,7463,127487,123135,-3.41%
일본,Kagoshima-ken,Ichikikushikino-shi,1684,1459,31144,27490,-11.73%
일본,Kagoshima-ken,Minamisatsuma-shi,1743,1448,38704,32887,-15.03%
일본,Kagoshima-ken,Shibushi-shi,1813,1808,33034,29329,-11.22%
일본,Kagoshima-ken,Amami-shi,2928,2492,46121,41390,-10.26%
일본,Kagoshima-ken,Minamikyusyu-shi,1970,1547,39065,33080,-15.32%
일본,Kagoshima-ken,Isa-shi,1428,1150,29304,24453,-16.55%
일본,Kagoshima-ken,Aira-shi,4382,4689,74809,76348,2.06%
일본,Kagoshima-ken,Mishima-mura,34,0,418,405,-3.11%
일본,Kagoshima-ken,Toshima-mura,31,58,657,740,12.63%
일본,Kagoshima-ken,Satsuma-cho,1157,976,24109,20243,-16.04%
일본,Kagoshima-ken,Nagashima-cho,637,559,11105,9705,-12.61%
일본,Kagoshima-ken,Yusui-cho,529,380,11595,9119,-21.35%
일본,Kagoshima-ken,Osaki-cho,683,585,14215,12385,-12.87%
일본,Kagoshima-ken,Higashikushira-cho,346,391,6802,6237,-8.31%
