CNTRY,admin1,admin2,CITYID,grad10,grad20,pop10,pop20,rate
일본,Wakayama-ken,Minabe-cho,JP30021,861,"1,065",13470,11818,-12.26%
일본,Wakayama-ken,Hidakagawa-cho,JP30022,868,"1,025",10509,9219,-12.28%
일본,Wakayama-ken,Shirahama-cho,JP30023,"1,590","1,795",22696,20262,-10.72%
일본,Wakayama-ken,Kamitonda-cho,JP30024,984,"1,347",14807,15236,2.90%
일본,Wakayama-ken,Susami-cho,JP30025,236,301,4730,3685,-22.09%
일본,Wakayama-ken,Nachikatsuura-cho,JP30026,"1,268","1,320",17080,14137,-17.23%
일본,Wakayama-ken,Taiji-cho,JP30027,226,316,3250,2791,-14.12%
일본,Wakayama-ken,Kozagawa-cho,JP30028,230,250,3103,2480,-20.08%
일본,Wakayama-ken,Kitayama-mura,JP30029,41,41,486,404,-16.87%
일본,Wakayama-ken,Kushimoto-cho,JP30030,"1,328","1,568",18249,14959,-18.03%
일본,Tottori-ken,Tottori-shi,JP31001,"23,263","28,081",197449,188465,-4.55%
일본,Tottori-ken,Yonago-shi,JP31002,"16,908","20,871",148271,147317,-0.64%
일본,Tottori-ken,Kurayoshi-shi,JP31003,"5,228","6,088",50720,46485,-8.35%
일본,Tottori-ken,Sakaiminato-shi,JP31004,"3,216","3,688",35259,32740,-7.14%
일본,Tottori-ken,Iwami-cho,JP31005,927,"1,121",12362,10799,-12.64%
일본,Tottori-ken,Wakasa-cho,JP31006,351,329,3873,2864,-26.05%
일본,Tottori-ken,Chizu-cho,JP31007,450,569,7718,6427,-16.73%
일본,Tottori-ken,Yazu-cho,JP31008,"1,725","1,996",18427,15937,-13.51%
일본,Tottori-ken,Misasa-cho,JP31009,502,572,7015,6060,-13.61%
일본,Tottori-ken,Yurihama-cho,JP31010,"1,704","2,041",17029,16055,-5.72%
일본,Tottori-ken,Kotoura-cho,JP31011,"1,486","1,806",18531,16365,-11.69%
일본,Tottori-ken,Hokuei-cho,JP31012,"1,347","1,595",15442,14228,-7.86%
일본,Tottori-ken,Hiezu-son,JP31013,350,492,3339,3501,4.85%
일본,Tottori-ken,Daisen-cho,JP31014,"1,410","1,705",17491,15370,-12.13%
일본,Tottori-ken,Nambu-cho,JP31015,"1,041","1,069",11536,10323,-10.51%
일본,Tottori-ken,Hoki-cho,JP31016,"1,022","1,284",11621,10696,-7.96%
일본,Tottori-ken,Nichinan-cho,JP31017,291,321,5460,4196,-23.15%
일본,Tottori-ken,Hino-cho,JP31018,286,311,3745,2907,-22.38%
일본,Tottori-ken,Kofu-cho,JP31019,229,272,3379,2672,-20.92%
일본,Shimane-ken,Matsue-shi,JP32001,"25,735","31,489",208613,203616,-2.40%
일본,Shimane-ken,Hamada-shi,JP32002,"5,609","6,407",61713,54592,-11.54%
일본,Shimane-ken,Izumo-shi,JP32003,"16,437","22,642",171485,172775,0.75%
일본,Shimane-ken,Masuda-shi,JP32004,"4,282","4,957",50015,45003,-10.02%
일본,Shimane-ken,Oda-shi,JP32005,"3,155","3,681",37996,32846,-13.55%
일본,Shimane-ken,Yasugi-shi,JP32006,"3,149","3,789",41836,37062,-11.41%
일본,Shimane-ken,Gotsu-shi,JP32007,"2,386","2,826",25697,22959,-10.65%
일본,Shimane-ken,Unnan-shi,JP32008,"2,699","3,391",41917,36007,-14.10%
일본,Shimane-ken,Okuizumo-cho,JP32009,830,945,14456,11849,-18.03%
일본,Shimane-ken,Iinan-cho,JP32010,400,457,5534,4577,-17.29%
일본,Shimane-ken,Kawamoto-machi,JP32011,361,379,3900,3248,-16.72%
일본,Shimane-ken,Misato-cho,JP32012,362,408,5351,4355,-18.61%
일본,Shimane-ken,Onan-cho,JP32013,995,"1,181",11959,10163,-15.02%
일본,Shimane-ken,Tsuwano-cho,JP32014,595,715,8427,6875,-18.42%
일본,Shimane-ken,Yoshika-cho,JP32015,393,559,6810,6077,-10.76%
일본,Shimane-ken,Ama-cho,JP32016,229,364,2374,2267,-4.51%
일본,Shimane-ken,Nishinoshima-cho,JP32017,243,348,3136,2788,-11.10%
일본,Shimane-ken,Chibu-mura,JP32018,55,99,657,634,-3.50%
일본,Shimane-ken,Okinoshima-cho,JP32019,"1,219","1,383",15521,13433,-13.45%
일본,Okayama-ken,Okayama-shi,JP33001,"116,233","141,703",709584,724691,2.13%
일본,Okayama-ken,Kurashiki-shi,JP33002,"56,964","68,470",475513,474592,-0.19%
일본,Okayama-ken,Tsuyama-shi,JP33003,"10,590","13,012",106788,99937,-6.42%
일본,Okayama-ken,Tamano-shi,JP33004,"7,224","8,016",64588,56531,-12.47%
일본,Okayama-ken,Kasaoka-shi,JP33005,"5,519","6,155",54225,46088,-15.01%
일본,Okayama-ken,Ibara-shi,JP33006,"3,834","4,707",43927,38384,-12.62%
일본,Okayama-ken,Soja-shi,JP33007,"8,441","10,746",66201,69030,4.27%
일본,Okayama-ken,Takahashi-shi,JP33008,"2,588","3,050",34963,29072,-16.85%
일본,Okayama-ken,Niimi-shi,JP33009,"2,641","3,095",33870,28079,-17.10%
일본,Okayama-ken,Bizen-shi,JP33010,"3,672","4,048",37839,32320,-14.59%
일본,Okayama-ken,Setouchi-shi,JP33011,"4,029","5,203",37852,36048,-4.77%
일본,Okayama-ken,Akaiwa-shi,JP33012,"5,477","6,559",43458,42661,-1.83%
일본,Okayama-ken,Maniwa-shi,JP33013,"3,819","4,624",48964,42725,-12.74%
일본,Okayama-ken,Mimasaka-shi,JP33014,"2,315","2,735",30498,25939,-14.95%
일본,Okayama-ken,Asakuchi-shi,JP33015,"4,330","4,840",36114,32772,-9.25%
일본,Okayama-ken,Wake-cho,JP33016,"1,400","1,729",15362,13623,-11.32%
일본,Okayama-ken,Hayashima-cho,JP33017,"1,804","2,266",12214,12368,1.26%
일본,Okayama-ken,Satosho-cho,JP33018,"1,413","1,747",10916,10950,0.31%
일본,Okayama-ken,Yakage-cho,JP33019,"1,682","1,989",15092,13414,-11.12%
일본,Okayama-ken,Shinjo-son,JP33020,67,105,957,813,-15.05%
일본,Okayama-ken,Kagamino-cho,JP33021,"1,155","1,439",13580,12062,-11.18%
일본,Okayama-ken,Shoo-cho,JP33022,"1,101","1,301",11195,10888,-2.74%
일본,Okayama-ken,Nagi-cho,JP33023,396,601,6085,5578,-8.33%
일본,Okayama-ken,Nishiawakura-son,JP33024,125,229,1520,1398,-8.03%
일본,Okayama-ken,Kumenan-cho,JP33025,384,500,5296,4530,-14.46%
일본,Okayama-ken,Misaki-cho,JP33026,"1,143","1,329",15642,13053,-16.55%
일본,Okayama-ken,Kibichuo-cho,JP33027,"1,023","1,203",13033,10886,-16.47%
일본,Hiroshima-ken,Hiroshima-shi,JP34001,"203,367","256,765",1173843,1200754,2.29%
일본,Hiroshima-ken,Kure-shi,JP34002,"30,512","33,928",239973,214592,-10.58%
일본,Hiroshima-ken,Takehara-shi,JP34003,"2,933","3,292",28644,23993,-16.24%
일본,Hiroshima-ken,Mihara-shi,JP34004,"11,117","13,613",100509,90573,-9.89%
일본,Hiroshima-ken,Onomichi-shi,JP34005,"16,092","19,826",145202,131170,-9.66%
일본,Hiroshima-ken,Fukuyama-shi,JP34006,"54,865","72,971",461357,460930,-0.09%
일본,Hiroshima-ken,Fuchu-shi,JP34007,"4,232","5,516",42563,37655,-11.53%
일본,Hiroshima-ken,Miyoshi-shi,JP34008,"5,543","6,629",56605,50681,-10.47%
일본,Hiroshima-ken,Shobara-shi,JP34009,"3,398","3,945",40244,33633,-16.43%
일본,Hiroshima-ken,Otake-shi,JP34010,"3,391","3,773",28836,26319,-8.73%
일본,Hiroshima-ken,Higashihiroshima-shi,JP34011,"27,098","34,849",190135,196608,3.40%
일본,Hiroshima-ken,Hatsukaichi-shi,JP34012,"18,956","22,947",114038,114173,0.12%
일본,Hiroshima-ken,Akitakata-shi,JP34013,"2,826","3,081",31487,26448,-16.00%
일본,Hiroshima-ken,Etajima-shi,JP34014,"2,629","2,864",27031,21930,-18.87%
일본,Hiroshima-ken,Fuchu-cho,JP34015,"8,869","11,545",50442,51155,1.41%
일본,Hiroshima-ken,Kaita-cho,JP34016,"4,288","5,672",28475,29636,4.08%
일본,Hiroshima-ken,Kumano-cho,JP34017,"2,688","3,101",24533,22834,-6.93%
일본,Hiroshima-ken,Saka-cho,JP34018,"1,906","2,277",13262,12582,-5.13%
일본,Hiroshima-ken,Akiota-cho,JP34019,515,591,7255,5740,-20.88%
일본,Hiroshima-ken,Kitahiroshima-cho,JP34020,"1,841","2,270",19969,17763,-11.05%
일본,Hiroshima-ken,Osakikamijima-cho,JP34021,735,907,8448,7158,-15.27%
일본,Hiroshima-ken,Sera-cho,JP34022,"1,446","1,716",17549,15125,-13.81%
일본,Hiroshima-ken,Jinsekikogen-cho,JP34023,705,877,10350,8250,-20.29%
일본,Yamaguchi-ken,Shimonoseki-shi,JP35001,"29,626","33,433",280947,255051,-9.22%
일본,Yamaguchi-ken,Ube-shi,JP35002,"21,085","24,383",173772,162570,-6.45%
일본,Yamaguchi-ken,Yamaguchi-shi,JP35003,"29,106","34,755",196628,193966,-1.35%
일본,Yamaguchi-ken,Hagi-shi,JP35004,"4,383","4,834",53747,44626,-16.97%
일본,Yamaguchi-ken,Hofu-shi,JP35005,"12,067","14,407",116611,113979,-2.26%
일본,Yamaguchi-ken,Kudamatsu-shi,JP35006,"6,644","8,097",55012,55887,1.59%
일본,Yamaguchi-ken,Iwakuni-shi,JP35007,"14,324","16,085",143857,129125,-10.24%
일본,Yamaguchi-ken,Hikari-shi,JP35008,"5,671","6,472",53004,49798,-6.05%
일본,Yamaguchi-ken,Nagato-shi,JP35009,"3,171","3,747",38349,32519,-15.20%
일본,Yamaguchi-ken,Yanai-shi,JP35010,"4,060","4,597",34730,30799,-11.32%
일본,Yamaguchi-ken,Mine-shi,JP35011,"2,498","2,676",28630,23247,-18.80%
일본,Yamaguchi-ken,Shunan-shi,JP35012,"15,830","18,204",149487,137540,-7.99%
일본,Yamaguchi-ken,Sanyoonoda-shi,JP35013,"6,347","7,497",64550,60326,-6.54%
일본,Yamaguchi-ken,Suooshima-cho,JP35014,"1,803","1,959",19084,14798,-22.46%
일본,Yamaguchi-ken,Waki-cho,JP35015,681,730,6378,6034,-5.39%
일본,Yamaguchi-ken,Kaminoseki-cho,JP35016,198,215,3332,2342,-29.71%
일본,Yamaguchi-ken,Tabuse-cho,JP35017,"1,487","1,761",15986,14483,-9.40%
일본,Yamaguchi-ken,Hirao-cho,JP35018,"1,286","1,373",13491,11914,-11.69%
일본,Yamaguchi-ken,Abu-cho,JP35019,195,261,3743,3055,-18.38%
일본,Tokushima-ken,Tokushima-shi,JP36001,"38,554","47,422",264548,252391,-4.60%
일본,Tokushima-ken,Naruto-shi,JP36002,"7,327","8,575",61513,54622,-11.20%
일본,Tokushima-ken,Komatsushima-shi,JP36003,"4,183","4,776",40614,36149,-10.99%
일본,Tokushima-ken,Anan-shi,JP36004,"8,028","10,090",76063,69470,-8.67%
일본,Tokushima-ken,Yoshinogawa-shi,JP36005,"4,605","5,332",44020,38772,-11.92%
일본,Tokushima-ken,Awa-shi,JP36006,"3,533","4,379",39247,34713,-11.55%
일본,Tokushima-ken,Mima-shi,JP36007,"2,858","3,109",32484,28055,-13.63%
일본,Tokushima-ken,Miyoshi-shi,JP36008,"1,960","2,107",29951,23605,-21.19%
일본,Tokushima-ken,Katsuura-cho,JP36009,370,468,5765,4837,-16.10%
일본,Tokushima-ken,Kamikatsu-cho,JP36010,101,121,1783,1380,-22.60%
일본,Tokushima-ken,Sanagouchi-son,JP36011,154,205,2588,2058,-20.48%
일본,Tokushima-ken,Ishii-cho,JP36012,"3,265","3,859",25954,24833,-4.32%
일본,Tokushima-ken,Kamiyama-cho,JP36013,326,441,6038,4647,-23.04%
일본,Tokushima-ken,Naka-cho,JP36014,554,621,9318,7367,-20.94%
일본,Tokushima-ken,Mugi-cho,JP36015,384,412,4826,3743,-22.44%
일본,Tokushima-ken,Minami-cho,JP36016,595,680,7765,6222,-19.87%
일본,Tokushima-ken,Kaiyo-cho,JP36017,769,844,10446,8358,-19.99%
일본,Tokushima-ken,Matsushige-cho,JP36018,"1,818","2,359",15070,14583,-3.23%
일본,Tokushima-ken,Kitajima-cho,JP36019,"3,426","4,292",21658,22745,5.02%
일본,Tokushima-ken,Aizumi-cho,JP36020,"3,851","5,190",33338,35246,5.72%
일본,Tokushima-ken,Itano-cho,JP36021,"1,360","1,630",14241,13042,-8.42%
일본,Tokushima-ken,Kamiita-cho,JP36022,"1,351","1,505",12727,11384,-10.55%
일본,Tokushima-ken,Tsurugi-cho,JP36023,725,713,10490,7715,-26.45%
일본,Tokushima-ken,Higashimiyoshi-cho,JP36024,"1,139","1,439",15044,13622,-9.45%
일본,Kagawa-ken,Takamatsu-shi,JP37001,"66,352","81,248",419429,417496,-0.46%
일본,Kagawa-ken,Marugame-shi,JP37002,"13,468","16,887",110473,109513,-0.87%
일본,Kagawa-ken,Sakaide-shi,JP37003,"7,302","8,355",55621,50624,-8.98%
일본,Kagawa-ken,Zentsuji-shi,JP37004,"4,117","4,671",33817,31631,-6.46%
일본,Kagawa-ken,Kanonji-shi,JP37005,"6,736","7,679",62690,57438,-8.38%
일본,Kagawa-ken,Sanuki-shi,JP37006,"5,931","6,510",53000,47003,-11.32%
일본,Kagawa-ken,Higashikagawa-shi,JP37007,"2,925","3,329",33625,28279,-15.90%
일본,Kagawa-ken,Mitoyo-shi,JP37008,"7,052","8,391",68512,61857,-9.71%
일본,Kagawa-ken,Tonosho-cho,JP37009,"1,514","1,747",15123,12846,-15.06%
일본,Kagawa-ken,Shodoshima-cho,JP37010,"1,638","1,946",16152,13870,-14.13%
일본,Kagawa-ken,Miki-cho,JP37011,"3,368","4,036",28464,26878,-5.57%
일본,Kagawa-ken,Naoshima-cho,JP37012,335,450,3325,3103,-6.68%
일본,Kagawa-ken,Utazu-cho,JP37013,"2,922","3,453",18434,18699,1.44%
일본,Kagawa-ken,Ayagawa-cho,JP37014,"2,724","3,396",24625,22693,-7.85%
일본,Kagawa-ken,Kotohira-cho,JP37015,"1,254","1,377",9967,8468,-15.04%
일본,Kagawa-ken,Tadotsu-cho,JP37016,"2,706","3,241",23498,22445,-4.48%
일본,Kagawa-ken,Manno-cho,JP37017,"1,704","2,093",19087,17401,-8.83%
일본,Ehime-ken,Matsuyama-shi,JP38001,"79,889","88,241",517231,511192,-1.17%
일본,Ehime-ken,Imabari-shi,JP38002,"19,451","22,048",166532,151672,-8.92%
일본,Ehime-ken,Uwajima-shi,JP38003,"6,415","7,305",84210,70809,-15.91%
일본,Ehime-ken,Yawatahama-shi,JP38004,"3,421","3,865",38370,31987,-16.64%
일본,Ehime-ken,Niihama-shi,JP38005,"13,830","16,408",121735,115938,-4.76%
일본,Ehime-ken,Saijo-shi,JP38006,"12,277","14,304",112091,104791,-6.51%
일본,Ehime-ken,Ozu-shi,JP38007,"3,620","4,138",47157,40575,-13.96%
일본,Ehime-ken,Iyo-shi,JP38008,"4,051","4,699",38017,35133,-7.59%
일본,Ehime-ken,Shikokuchuo-shi,JP38009,"9,322","10,755",90187,82754,-8.24%
일본,Ehime-ken,Seiyo-shi,JP38010,"3,295","3,666",42080,35388,-15.90%
일본,Ehime-ken,Toon-shi,JP38011,"4,933","5,552",35253,33903,-3.83%
일본,Ehime-ken,Kamijima-cho,JP38012,624,693,7648,6509,-14.89%
일본,Ehime-ken,Kumakogen-cho,JP38013,565,670,9644,7404,-23.23%
일본,Ehime-ken,Masaki-cho,JP38014,"4,164","4,929",30359,29630,-2.40%
일본,Ehime-ken,Tobe-cho,JP38015,"2,430","2,753",21981,20480,-6.83%
일본,Ehime-ken,Uchiko-cho,JP38016,"1,143","1,354",18045,15322,-15.09%
일본,Ehime-ken,Ikata-cho,JP38017,646,687,10882,8397,-22.84%
일본,Ehime-ken,Matsuno-cho,JP38018,228,280,4377,3674,-16.06%
일본,Ehime-ken,Kihoku-cho,JP38019,717,844,11633,9682,-16.77%
일본,Ehime-ken,Ainan-cho,JP38020,"1,376","1,483",24061,19601,-18.54%
일본,Kochi-ken,Kochi-shi,JP39001,"38,484","46,059",343393,326545,-4.91%
일본,Kochi-ken,Muroto-shi,JP39002,747,737,15210,11742,-22.80%
일본,Kochi-ken,Aki-shi,JP39003,"1,521","1,647",19547,16243,-16.90%
일본,Kochi-ken,Nankoku-shi,JP39004,"5,456","6,338",49472,46664,-5.68%
일본,Kochi-ken,Tosa-shi,JP39005,"2,300","2,587",28686,25732,-10.30%
일본,Kochi-ken,Susaki-shi,JP39006,"1,438","1,706",24698,20590,-16.63%
일본,Kochi-ken,Sukumo-shi,JP39007,"1,536","1,539",22610,19033,-15.82%
일본,Kochi-ken,Tosashimizu-shi,JP39008,800,861,16029,12388,-22.72%
일본,Kochi-ken,Shimanto-shi,JP39009,"3,081","3,446",35933,32694,-9.01%
일본,Kochi-ken,Konan-shi,JP39010,"3,054","3,755",33830,32207,-4.80%
일본,Kochi-ken,Kami-shi,JP39011,"2,246","2,985",28766,26513,-7.83%
일본,Kochi-ken,Toyo-cho,JP39012,144,184,2947,2194,-25.55%
일본,Kochi-ken,Nahari-cho,JP39013,194,246,3542,3034,-14.34%
일본,Kochi-ken,Tano-cho,JP39014,211,248,2932,2498,-14.80%
일본,Kochi-ken,Yasuda-cho,JP39015,165,194,2970,2370,-20.20%
일본,Kochi-ken,Kitagawa-mura,JP39016,67,93,1367,1146,-16.17%
일본,Kochi-ken,Umaji-mura,JP39017,84,91,1013,745,-26.46%
일본,Kochi-ken,Geisei-mura,JP39018,265,339,4048,3694,-8.75%
일본,Kochi-ken,Motoyama-cho,JP39019,265,283,4103,3261,-20.52%
일본,Kochi-ken,Otoyo-cho,JP39020,173,225,4719,3252,-31.09%
일본,Kochi-ken,Tosa-cho,JP39021,209,297,4358,3753,-13.88%
일본,Kochi-ken,Okawa-mura,JP39022,25,49,411,366,-10.95%
일본,Kochi-ken,Ino-cho,JP39023,"2,347","2,561",25062,21374,-14.72%
일본,Kochi-ken,Niyodogawa-cho,JP39024,188,296,6500,4827,-25.74%
일본,Kochi-ken,Nakatosa-cho,JP39025,271,314,7584,6002,-20.86%
일본,Kochi-ken,Sakawa-cho,JP39026,867,"1,017",13951,12323,-11.67%
일본,Kochi-ken,Ochi-cho,JP39027,237,316,6374,5187,-18.62%
일본,Kochi-ken,Yusuhara-cho,JP39028,201,227,3984,3307,-16.99%
일본,Kochi-ken,Hidaka-mura,JP39029,322,398,5447,4812,-11.66%
일본,Kochi-ken,Tsuno-cho,JP39030,194,261,6407,5291,-17.42%
일본,Kochi-ken,Shimanto-cho,JP39031,817,"1,026",18733,15607,-16.69%
일본,Kochi-ken,Otsuki-cho,JP39032,239,279,5783,4434,-23.33%
일본,Kochi-ken,Mihara-mura,JP39033,78,122,1681,1437,-14.52%
일본,Kochi-ken,Kuroshio-cho,JP39034,566,698,12366,10262,-17.01%
일본,Fukuoka-ken,Kitakyushu-shi,JP40001,"114,231","133,149",976846,939029,-3.87%
일본,Fukuoka-ken,Fukuoka-shi,JP40002,"245,234","332,201",1463743,1612392,10.16%
일본,Fukuoka-ken,Omuta-shi,JP40003,"10,867","12,275",123638,111281,-9.99%
일본,Fukuoka-ken,Kurume-shi,JP40004,"36,549","45,068",302402,303316,0.30%
일본,Fukuoka-ken,Nogata-shi,JP40005,"5,309","5,750",57686,56212,-2.56%
일본,Fukuoka-ken,Iizuka-shi,JP40006,"13,407","15,316",131492,126364,-3.90%
일본,Fukuoka-ken,Tagawa-shi,JP40007,"3,809","4,227",50605,46203,-8.70%
일본,Fukuoka-ken,Yanagawa-shi,JP40008,"5,358","6,214",71375,64475,-9.67%
일본,Fukuoka-ken,Yame-shi,JP40009,"4,245","5,109",69057,60608,-12.23%
일본,Fukuoka-ken,Chikugo-shi,JP40010,"4,347","5,920",48512,48827,0.65%
일본,Fukuoka-ken,Okawa-shi,JP40011,"2,773","3,107",37448,32988,-11.91%
일본,Fukuoka-ken,Yukuhashi-shi,JP40012,"6,656","7,908",70468,71426,1.36%
일본,Fukuoka-ken,Buzen-shi,JP40013,"2,425","2,601",27031,24391,-9.77%
일본,Fukuoka-ken,Nakama-shi,JP40014,"3,505","3,714",44210,40362,-8.70%
일본,Fukuoka-ken,Ogori-shi,JP40015,"9,147","10,888",58499,59360,1.47%
일본,Fukuoka-ken,Chikushino-shi,JP40016,"17,458","19,939",100172,103311,3.13%
일본,Fukuoka-ken,Kasuga-shi,JP40017,"17,451","19,392",106780,111023,3.97%
일본,Fukuoka-ken,Onojo-shi,JP40018,"15,676","18,437",95087,102085,7.36%
일본,Fukuoka-ken,Munakata-shi,JP40019,"15,298","17,705",95501,97095,1.67%
일본,Fukuoka-ken,Dazaifu-shi,JP40020,"12,297","13,674",70482,73164,3.81%
일본,Fukuoka-ken,Koga-shi,JP40021,"8,437","9,828",57920,58786,1.50%
일본,Fukuoka-ken,Fukutsu-shi,JP40022,"8,566","12,503",55431,67033,20.93%
일본,Fukuoka-ken,Ukiha-shi,JP40023,"2,118","2,487",31640,27981,-11.56%
일본,Fukuoka-ken,Miyawaka-shi,JP40024,"2,271","2,352",30081,26298,-12.58%
일본,Fukuoka-ken,Kama-shi,JP40025,"2,635","2,728",42589,35473,-16.71%
일본,Fukuoka-ken,Asakura-shi,JP40026,"4,809","5,373",56355,50273,-10.79%
일본,Fukuoka-ken,Miyama-shi,JP40027,"2,877","3,358",40732,35861,-11.96%
일본,Fukuoka-ken,Itoshima-shi,JP40028,"11,446","14,771",98435,98877,0.45%
일본,Fukuoka-ken,Nakagawa-shi,JP40029,"5,942","6,867",49780,50112,0.67%
일본,Fukuoka-ken,Umi-machi,JP40030,"3,667","4,058",38592,37671,-2.39%
일본,Fukuoka-ken,Sasaguri-machi,JP40031,"4,217","5,127",31318,31209,-0.35%
일본,Fukuoka-ken,Shime-machi,JP40032,"5,548","6,600",43564,46377,6.46%
일본,Fukuoka-ken,Sue-machi,JP40033,"2,372","3,009",26044,28628,9.92%
일본,Fukuoka-ken,Shingu-machi,JP40034,"4,315","7,038",24679,32927,33.42%
일본,Fukuoka-ken,Hisayama-machi,JP40035,"1,113","1,374",8373,9068,8.30%
일본,Fukuoka-ken,Kasuya-machi,JP40036,"5,628","8,032",41997,48190,14.75%
일본,Fukuoka-ken,Ashiya-machi,JP40037,"1,115","1,259",15369,13545,-11.87%
일본,Fukuoka-ken,Mizumaki-machi,JP40038,"2,442","2,941",30021,28114,-6.35%
일본,Fukuoka-ken,Okagaki-machi,JP40039,"3,411","3,855",32119,31007,-3.46%
일본,Fukuoka-ken,Onga-cho,JP40040,"2,001","2,379",19160,18723,-2.28%
일본,Fukuoka-ken,Kotake-machi,JP40041,586,603,8602,7151,-16.87%
일본,Fukuoka-ken,Kurate-machi,JP40042,"1,181","1,353",17088,15080,-11.75%
일본,Fukuoka-ken,Keisen-machi,JP40043,"1,003","1,233",13863,12878,-7.11%
일본,Fukuoka-ken,Chikuzen-machi,JP40044,"2,466","3,157",29155,29591,1.50%
일본,Fukuoka-ken,Toho-mura,JP40045,156,182,2432,1899,-21.92%
일본,Fukuoka-ken,Tachiarai-machi,JP40046,"1,234","1,611",15284,15521,1.55%
일본,Fukuoka-ken,Oki-machi,JP40047,"1,151","1,387",14350,13820,-3.69%
일본,Fukuoka-ken,Hirokawa-machi,JP40048,"1,393","1,619",20253,19969,-1.40%
일본,Fukuoka-ken,Kawara-machi,JP40049,833,960,11685,10191,-12.79%
일본,Fukuoka-ken,Soeda-machi,JP40050,731,787,10909,8801,-19.32%
일본,Fukuoka-ken,Itoda-machi,JP40051,551,588,9617,8407,-12.58%
일본,Fukuoka-ken,Kawasaki-machi,JP40052,838,899,18264,15176,-16.91%
일본,Fukuoka-ken,Oto-machi,JP40053,320,345,5503,5008,-9.00%
일본,Fukuoka-ken,Aka-mura,JP40054,187,244,3251,2774,-14.67%
일본,Fukuoka-ken,Fukuchi-machi,JP40055,"1,335","1,352",24714,21398,-13.42%
일본,Fukuoka-ken,Kanda-machi,JP40056,"3,276","3,966",36005,37684,4.66%
일본,Fukuoka-ken,Miyako-machi,JP40057,"1,573","1,809",21572,18825,-12.73%
일본,Fukuoka-ken,Yoshitomi-machi,JP40058,533,679,6792,6536,-3.77%
일본,Fukuoka-ken,Koge-machi,JP40059,705,796,7852,7251,-7.65%
일본,Fukuoka-ken,Chikujo-machi,JP40060,"1,520","1,614",19544,17189,-12.05%
일본,Saga-ken,Saga-shi,JP41001,"31,133","37,946",237506,233301,-1.77%
일본,Saga-ken,Karatsu-shi,JP41002,"9,315","11,065",126926,117373,-7.53%
일본,Saga-ken,Tosu-shi,JP41003,"8,443","11,010",69074,74196,7.42%
일본,Saga-ken,Taku-shi,JP41004,"1,536","1,686",21404,18295,-14.53%
일본,Saga-ken,Imari-shi,JP41005,"4,249","5,061",57161,52629,-7.93%
일본,Saga-ken,Takeo-shi,JP41006,"4,088","5,226",50699,47914,-5.49%
일본,Saga-ken,Kashima-shi,JP41007,"2,263","2,771",30720,27892,-9.21%
일본,Saga-ken,Ogi-shi,JP41008,"4,040","5,287",45133,43952,-2.62%
일본,Saga-ken,Ureshino-shi,JP41009,"2,043","2,342",28984,25848,-10.82%
일본,Saga-ken,Kanzaki-shi,JP41010,"3,183","3,597",32899,31022,-5.71%
일본,Saga-ken,Yoshinogari-cho,JP41011,"1,550","1,928",16405,16323,-0.50%
일본,Saga-ken,Kiyama-cho,JP41012,"2,565","2,996",17837,17250,-3.29%
일본,Saga-ken,Kamimine-cho,JP41013,847,"1,014",9224,9286,0.67%
일본,Saga-ken,Miyaki-cho,JP41014,"2,353","2,820",26175,25511,-2.54%
일본,Saga-ken,Genkai-cho,JP41015,232,315,6379,5609,-12.07%
일본,Saga-ken,Arita-cho,JP41016,"1,638","1,953",20929,19010,-9.17%
일본,Saga-ken,Omachi-cho,JP41017,499,533,7369,6293,-14.60%
일본,Saga-ken,Kohoku-machi,JP41018,825,"1,159",9515,9566,0.54%
일본,Saga-ken,Shiroishi-cho,JP41019,"1,742","2,010",25607,22051,-13.89%
일본,Saga-ken,Tara-cho,JP41020,343,442,9842,8121,-17.49%
일본,Nagasaki-ken,Nagasaki-shi,JP42001,"49,469","59,032",443766,409118,-7.81%
일본,Nagasaki-ken,Sasebo-shi,JP42002,"21,998","25,408",261101,243223,-6.85%
일본,Nagasaki-ken,Shimabara-shi,JP42003,"3,538","4,170",47455,43338,-8.68%
일본,Nagasaki-ken,Isahaya-shi,JP42004,"13,593","16,848",140752,133852,-4.90%
일본,Nagasaki-ken,Omura-shi,JP42005,"8,394","11,677",90517,95397,5.39%
일본,Nagasaki-ken,Hirado-shi,JP42006,"1,645","1,769",34905,29365,-15.87%
일본,Nagasaki-ken,Matsuura-shi,JP42007,"1,236","1,419",25145,21271,-15.41%
일본,Nagasaki-ken,Tsushima-shi,JP42008,"1,954","2,191",34407,28502,-17.16%
일본,Nagasaki-ken,Iki-shi,JP42009,"1,697","1,834",29377,24948,-15.08%
일본,Nagasaki-ken,Goto-shi,JP42010,"2,433","2,830",40622,34391,-15.34%
일본,Nagasaki-ken,Saikai-shi,JP42011,"1,387","1,648",31176,26275,-15.72%
일본,Nagasaki-ken,Unzen-shi,JP42012,"2,288","2,798",47245,41096,-13.02%
일본,Nagasaki-ken,Minamishimabara-shi,JP42013,"2,523","2,790",50363,42330,-15.95%
일본,Nagasaki-ken,Nagayo-cho,JP42014,"6,404","7,532",42535,40780,-4.13%
일본,Nagasaki-ken,Togitsu-cho,JP42015,"2,800","3,653",30110,29339,-2.56%
일본,Nagasaki-ken,Higashisonogi-cho,JP42016,415,514,8903,7721,-13.28%
일본,Nagasaki-ken,Kawatana-cho,JP42017,"1,011","1,208",14651,13377,-8.70%
