CNTRY,admin1,admin2,CITYID,grad10,grad20,pop10,pop20,rate
일본,Tokyo-to,Sumida-ku,JP13007,"41,100","68,952",247606,272085,9.89%
일본,Tokyo-to,Koto-ku,JP13008,"97,930","137,857",460819,524310,13.78%
일본,Tokyo-to,Shinagawa-ku,JP13009,"81,460","128,084",365302,422488,15.65%
일본,Tokyo-to,Meguro-ku,JP13010,"66,791","86,849",268330,288088,7.36%
일본,Tokyo-to,Ota-ku,JP13011,"141,599","196,717",693373,748081,7.89%
일본,Tokyo-to,Setagaya-ku,JP13012,"222,163","293,293",877138,943664,7.58%
일본,Tokyo-to,Shibuya-ku,JP13013,"49,990","68,986",204492,243883,19.26%
일본,Tokyo-to,Nakano-ku,JP13014,"73,758","93,016",314750,344880,9.57%
일본,Tokyo-to,Suginami-ku,JP13015,"143,649","187,672",549569,591108,7.56%
일본,Tokyo-to,Toshima-ku,JP13016,"54,306","79,981",284678,301599,5.94%
일본,Tokyo-to,Kita-ku,JP13017,"60,698","85,513",335544,355213,5.86%
일본,Tokyo-to,Arakawa-ku,JP13018,"32,564","48,275",203296,217475,6.97%
일본,Tokyo-to,Itabashi-ku,JP13019,"91,265","124,438",535824,584483,9.08%
일본,Tokyo-to,Nerima-ku,JP13020,"149,367","199,788",716124,752608,5.09%
일본,Tokyo-to,Adachi-ku,JP13021,"76,682","105,980",683426,695043,1.70%
일본,Tokyo-to,Katsushika-ku,JP13022,"59,623","85,451",442586,453093,2.37%
일본,Tokyo-to,Edogawa-ku,JP13023,"93,608","128,933",678967,697932,2.79%
일본,Tokyo-to,Hachioji-shi,JP13024,"101,302","119,052",580053,579355,-0.12%
일본,Tokyo-to,Tachikawa-shi,JP13025,"30,469","38,643",179668,183581,2.18%
일본,Tokyo-to,Musashino-shi,JP13026,"42,796","51,944",138734,150149,8.23%
일본,Tokyo-to,Mitaka-shi,JP13027,"43,644","56,226",186083,195391,5.00%
일본,Tokyo-to,Ome-shi,JP13028,"16,939","18,665",139339,133535,-4.17%
일본,Tokyo-to,Fuchu-shi,JP13029,"56,549","65,863",255506,262790,2.85%
일본,Tokyo-to,Akishima-shi,JP13030,"19,515","22,636",112297,113949,1.47%
일본,Tokyo-to,Chofu-shi,JP13031,"53,590","65,992",223593,242614,8.51%
일본,Tokyo-to,Machida-shi,JP13032,"89,813","105,915",426987,431079,0.96%
일본,Tokyo-to,Koganei-shi,JP13033,"33,138","39,413",118852,126074,6.08%
일본,Tokyo-to,Kodaira-shi,JP13034,"40,896","49,447",187035,198739,6.26%
일본,Tokyo-to,Hino-shi,JP13035,"39,491","46,012",180052,190435,5.77%
일본,Tokyo-to,Higashimurayama-shi,JP13036,"27,378","32,032",153557,151815,-1.13%
일본,Tokyo-to,Kokubunji-shi,JP13037,"33,352","40,769",120650,129242,7.12%
일본,Tokyo-to,Kunitachi-shi,JP13038,"18,423","22,963",75510,77130,2.15%
일본,Tokyo-to,Fussa-shi,JP13039,"8,027","8,657",59796,56414,-5.66%
일본,Tokyo-to,Komae-shi,JP13040,"19,197","24,527",78751,84772,7.65%
일본,Tokyo-to,Higashiyamato-shi,JP13041,"13,559","15,846",83068,83901,1.00%
일본,Tokyo-to,Kiyose-shi,JP13042,"13,408","14,984",74104,76208,2.84%
일본,Tokyo-to,Higashikurume-shi,JP13043,"23,925","25,116",116546,115271,-1.09%
일본,Tokyo-to,Musashimurayama-shi,JP13044,"7,120","7,543",70053,70829,1.11%
일본,Tokyo-to,Tama-shi,JP13045,"33,504","40,510",147648,146951,-0.47%
일본,Tokyo-to,Inagi-shi,JP13046,"18,566","24,336",84835,93151,9.80%
일본,Tokyo-to,Hamura-shi,JP13047,"8,591","9,094",57032,54326,-4.74%
일본,Tokyo-to,Akiruno-shi,JP13048,"9,779","11,802",80868,79292,-1.95%
일본,Tokyo-to,Nishitokyo-shi,JP13049,"42,380","53,700",196511,207388,5.54%
일본,Tokyo-to,Mizuho-machi,JP13050,"2,803","3,102",33497,31765,-5.17%
일본,Tokyo-to,Hinode-machi,JP13051,"1,993","2,155",16650,16958,1.85%
일본,Tokyo-to,Hinohara-mura,JP13052,196,205,2558,2003,-21.70%
일본,Tokyo-to,Okutama-machi,JP13053,461,516,6045,4750,-21.42%
일본,Tokyo-to,Oshima-machi,JP13054,875,996,8461,7102,-16.06%
일본,Tokyo-to,Toshima-mura,JP13055,69,86,341,327,-4.11%
일본,Tokyo-to,Niijima-mura,JP13056,289,367,2883,2441,-15.33%
일본,Tokyo-to,Kouzushima-mura,JP13057,149,218,1889,1855,-1.80%
일본,Tokyo-to,Miyake-mura,JP13058,324,424,2676,2273,-15.06%
일본,Tokyo-to,Mikurajima-mura,JP13059,66,98,348,323,-7.18%
일본,Tokyo-to,Hachijo-machi,JP13060,753,961,8231,7042,-14.45%
일본,Tokyo-to,Aogashima-mura,JP13061,36,53,201,169,-15.92%
일본,Tokyo-to,Ogasawara-mura,JP13062,481,667,2785,2929,5.17%
일본,Kanagawa-ken,Yokohama-shi,JP14001,"816,542","959,277",3688773,3777491,2.41%
일본,Kanagawa-ken,Kawasaki-shi,JP14002,"297,945","405,730",1425512,1538262,7.91%
일본,Kanagawa-ken,Sagamihara-shi,JP14003,"115,262","139,656",717544,725493,1.11%
일본,Kanagawa-ken,Yokosuka-shi,JP14004,"55,206","60,495",418325,388078,-7.23%
일본,Kanagawa-ken,Hiratsuka-shi,JP14005,"40,706","43,759",260780,258422,-0.90%
일본,Kanagawa-ken,Kamakura-shi,JP14006,"50,114","57,444",174314,172710,-0.92%
일본,Kanagawa-ken,Fujisawa-shi,JP14007,"89,284","111,113",409657,436905,6.65%
일본,Kanagawa-ken,Odawara-shi,JP14008,"30,010","33,118",198327,188856,-4.78%
일본,Kanagawa-ken,Chigasaki-shi,JP14009,"47,115","54,417",235081,242389,3.11%
일본,Kanagawa-ken,Zushi-shi,JP14010,"15,946","17,806",58302,57060,-2.13%
일본,Kanagawa-ken,Miura-shi,JP14011,"4,863","4,946",48352,42069,-12.99%
일본,Kanagawa-ken,Hadano-shi,JP14012,"25,358","28,530",170145,162439,-4.53%
일본,Kanagawa-ken,Atsugi-shi,JP14013,"36,479","41,146",224420,223705,-0.32%
일본,Kanagawa-ken,Yamato-shi,JP14014,"38,013","45,648",228186,239169,4.81%
일본,Kanagawa-ken,Isehara-shi,JP14015,"18,632","20,562",101039,101780,0.73%
일본,Kanagawa-ken,Ebina-shi,JP14016,"23,521","30,107",127707,136516,6.90%
일본,Kanagawa-ken,Zama-shi,JP14017,"20,550","23,639",129436,132325,2.23%
일본,Kanagawa-ken,Minamiashigara-shi,JP14018,"6,101","6,269",44020,40841,-7.22%
일본,Kanagawa-ken,Ayase-shi,JP14019,"9,781","10,476",83167,83913,0.90%
일본,Kanagawa-ken,Hayama-machi,JP14020,"9,065","9,023",32766,31665,-3.36%
일본,Kanagawa-ken,Samukawa-machi,JP14021,"5,297","6,583",47672,48348,1.42%
일본,Kanagawa-ken,Oiso-machi,JP14022,"7,496","8,090",33032,31634,-4.23%
일본,Kanagawa-ken,Ninomiya-machi,JP14023,"6,202","6,623",29522,27564,-6.63%
일본,Kanagawa-ken,Nakai-machi,JP14024,"1,133","1,309",10010,9300,-7.09%
일본,Kanagawa-ken,Oi-machi,JP14025,"2,269","2,366",17972,17129,-4.69%
일본,Kanagawa-ken,Matsuda-machi,JP14026,"1,562","1,863",11676,10836,-7.19%
일본,Kanagawa-ken,Yamakita-machi,JP14027,"1,358","1,394",11764,9761,-17.03%
일본,Kanagawa-ken,Kaisei-machi,JP14028,"2,565","3,649",16369,18329,11.97%
일본,Kanagawa-ken,Hakone-machi,JP14029,"1,544","1,557",13853,11293,-18.48%
일본,Kanagawa-ken,Manazuru-machi,JP14030,"1,015","1,080",8212,6722,-18.14%
일본,Kanagawa-ken,Yugawara-machi,JP14031,"3,159","3,431",26848,23426,-12.75%
일본,Kanagawa-ken,Aikawa-machi,JP14032,"3,458","3,899",42089,39869,-5.27%
일본,Kanagawa-ken,Kiyokawa-mura,JP14033,370,382,3459,3038,-12.17%
일본,Niigata-ken,Niigata-shi,JP15001,"93,734","119,819",811901,789275,-2.79%
일본,Niigata-ken,Nagaoka-shi,JP15002,"25,770","32,489",282674,266936,-5.57%
일본,Niigata-ken,Sanjo-shi,JP15003,"7,416","9,412",102292,94642,-7.48%
일본,Niigata-ken,Kashiwazaki-shi,JP15004,"8,364","9,599",91451,81526,-10.85%
일본,Niigata-ken,Shibata-shi,JP15005,"7,977","9,996",101202,94927,-6.20%
일본,Niigata-ken,Ojiya-shi,JP15006,"2,598","2,999",38600,34096,-11.67%
일본,Niigata-ken,Kamo-shi,JP15007,"2,231","2,626",29762,25441,-14.52%
일본,Niigata-ken,Tokamachi-shi,JP15008,"3,457","4,005",58911,49820,-15.43%
일본,Niigata-ken,Mitsuke-shi,JP15009,"2,876","3,869",41862,39237,-6.27%
일본,Niigata-ken,Murakami-shi,JP15010,"3,455","4,242",66427,57418,-13.56%
일본,Niigata-ken,Tsubame-shi,JP15011,"6,261","8,371",81876,77201,-5.71%
일본,Niigata-ken,Itoigawa-shi,JP15012,"3,135","3,506",47702,40765,-14.54%
일본,Niigata-ken,Myoko-shi,JP15013,"2,400","2,811",35457,30383,-14.31%
일본,Niigata-ken,Gosen-shi,JP15014,"2,947","3,648",54550,47625,-12.69%
일본,Niigata-ken,Joetsu-shi,JP15015,"16,949","20,673",203899,188047,-7.77%
일본,Niigata-ken,Agano-shi,JP15016,"2,156","2,807",45560,40696,-10.68%
일본,Niigata-ken,Sado-shi,JP15017,"4,680","5,210",62727,51492,-17.91%
일본,Niigata-ken,Uonuma-shi,JP15018,"2,247","2,754",40361,34483,-14.56%
일본,Niigata-ken,Minamiuonuma-shi,JP15019,"4,112","4,997",61624,54851,-10.99%
일본,Niigata-ken,Tainai-shi,JP15020,"1,744","2,258",31424,28509,-9.28%
일본,Niigata-ken,Seiro-machi,JP15021,546,886,13724,14259,3.90%
일본,Niigata-ken,Yahiko-mura,JP15022,562,652,8582,7705,-10.22%
일본,Niigata-ken,Tagami-machi,JP15023,947,"1,111",12791,11227,-12.23%
일본,Niigata-ken,Aga-machi,JP15024,496,530,13303,9965,-25.09%
일본,Niigata-ken,Izumozaki-machi,JP15025,304,339,4907,4113,-16.18%
일본,Niigata-ken,Yuzawa-machi,JP15026,792,985,8396,7767,-7.49%
일본,Niigata-ken,Tsunan-machi,JP15027,643,737,10881,8989,-17.39%
일본,Niigata-ken,Kariwa-mura,JP15028,389,437,4800,4380,-8.75%
일본,Niigata-ken,Sekikawa-mura,JP15029,229,291,6438,5144,-20.10%
일본,Niigata-ken,Awashimaura-mura,JP15030,32,54,366,353,-3.55%
일본,Toyama-ken,Toyama-shi,JP16001,"58,132","74,117",421953,413938,-1.90%
일본,Toyama-ken,Takaoka-shi,JP16002,"22,077","26,840",176061,166393,-5.49%
일본,Toyama-ken,Uozu-shi,JP16003,"4,550","5,356",44959,40535,-9.84%
일본,Toyama-ken,Himi-shi,JP16004,"4,539","5,016",51726,43950,-15.03%
일본,Toyama-ken,Namerikawa-shi,JP16005,"4,082","5,072",33676,32349,-3.94%
일본,Toyama-ken,Kurobe-shi,JP16006,"5,184","6,318",41852,39638,-5.29%
일본,Toyama-ken,Tonami-shi,JP16007,"6,277","7,800",49410,48154,-2.54%
일본,Toyama-ken,Oyabe-shi,JP16008,"3,473","4,307",32067,28983,-9.62%
일본,Toyama-ken,Nanto-shi,JP16009,"5,835","6,871",54724,47937,-12.40%
일본,Toyama-ken,Imizu-shi,JP16010,"11,589","14,632",93588,90742,-3.04%
일본,Toyama-ken,Funahashi-mura,JP16011,442,587,2967,3132,5.56%
일본,Toyama-ken,Kamiichi-machi,JP16012,"2,604","2,914",21965,19351,-11.90%
일본,Toyama-ken,Tateyama-machi,JP16013,"3,086","3,556",27466,24792,-9.74%
일본,Toyama-ken,Nyuzen-machi,JP16014,"2,747","3,022",27182,23839,-12.30%
일본,Toyama-ken,Asahi-machi,JP16015,"1,432","1,567",13651,11081,-18.83%
일본,Ishikawa-ken,Kanazawa-shi,JP17001,"68,692","87,093",462361,463254,0.19%
일본,Ishikawa-ken,Nanao-shi,JP17002,"4,848","5,538",57900,50300,-13.13%
일본,Ishikawa-ken,Komatsu-shi,JP17003,"12,451","15,840",108433,106216,-2.04%
일본,Ishikawa-ken,Wajima-shi,JP17004,"2,072","2,302",29858,24608,-17.58%
일본,Ishikawa-ken,Suzu-shi,JP17005,"1,042","1,202",16300,12929,-20.68%
일본,Ishikawa-ken,Kaga-shi,JP17006,"6,285","7,138",71887,63220,-12.06%
일본,Ishikawa-ken,Hakui-shi,JP17007,"2,572","3,003",23032,20407,-11.40%
일본,Ishikawa-ken,Kahoku-shi,JP17008,"3,327","4,596",34651,34889,0.69%
일본,Ishikawa-ken,Hakusan-shi,JP17009,"13,059","17,014",110459,110408,-0.05%
일본,Ishikawa-ken,Nomi-shi,JP17010,"5,710","7,363",48680,48523,-0.32%
일본,Ishikawa-ken,Nonoichi-shi,JP17011,"7,326","9,982",51885,57238,10.32%
일본,Ishikawa-ken,Kawakita-machi,JP17012,834,989,6147,6135,-0.20%
일본,Ishikawa-ken,Tsubata-machi,JP17013,"4,004","5,192",36940,36957,0.05%
일본,Ishikawa-ken,Uchinada-machi,JP17014,"2,930","3,727",26927,26574,-1.31%
일본,Ishikawa-ken,Shika-machi,JP17015,"1,629","1,862",22216,18630,-16.14%
일본,Ishikawa-ken,Hodatsushimizu-cho,JP17016,"1,305","1,523",14277,12121,-15.10%
일본,Ishikawa-ken,Nakanoto-machi,JP17017,"1,458","1,712",18535,16540,-10.76%
일본,Ishikawa-ken,Anamizu-machi,JP17018,802,885,9735,7890,-18.95%
일본,Ishikawa-ken,Noto-cho,JP17019,"1,101","1,302",19565,15687,-19.82%
일본,Fukui-ken,Fukui-shi,JP18001,"38,138","47,909",266796,262328,-1.67%
일본,Fukui-ken,Tsuruga-shi,JP18002,"6,750","7,809",67760,64264,-5.16%
일본,Fukui-ken,Obama-shi,JP18003,"2,979","3,490",31340,28991,-7.50%
일본,Fukui-ken,Ono-shi,JP18004,"3,236","3,873",35291,31286,-11.35%
일본,Fukui-ken,Katsuyama-shi,JP18005,"2,573","2,983",25466,22150,-13.02%
일본,Fukui-ken,Sabae-shi,JP18006,"7,451","9,747",67450,68302,1.26%
일본,Fukui-ken,Awara-shi,JP18007,"3,282","4,099",29989,27524,-8.22%
일본,Fukui-ken,Echizen-shi,JP18008,"8,987","11,361",85614,80611,-5.84%
일본,Fukui-ken,Sakai-shi,JP18009,"10,644","12,884",91900,88481,-3.72%
일본,Fukui-ken,Eiheiji-cho,JP18010,"2,541","3,124",20647,18965,-8.15%
일본,Fukui-ken,Ikeda-cho,JP18011,245,275,3046,2423,-20.45%
일본,Fukui-ken,Minamiechizen-cho,JP18012,937,"1,115",11551,10002,-13.41%
일본,Fukui-ken,Echizen-cho,JP18013,"2,246","2,630",23160,20118,-13.13%
일본,Fukui-ken,Mihama-cho,JP18014,"1,097","1,181",10563,9179,-13.10%
일본,Fukui-ken,Takahama-cho,JP18015,808,"1,047",11062,10326,-6.65%
일본,Fukui-ken,Ohi-cho,JP18016,776,917,8580,7910,-7.81%
일본,Fukui-ken,Wakasa-cho,JP18017,"1,328","1,534",16099,14003,-13.02%
일본,Yamanashi-ken,Kofu-shi,JP19001,"30,094","34,955",198992,189591,-4.72%
일본,Yamanashi-ken,Fujiyoshida-shi,JP19002,"4,371","5,430",50619,46530,-8.08%
일본,Yamanashi-ken,Tsuru-shi,JP19003,"3,032","3,768",33588,31016,-7.66%
일본,Yamanashi-ken,Yamanashi-shi,JP19004,"4,597","5,394",36832,33435,-9.22%
일본,Yamanashi-ken,Otsuki-shi,JP19005,"3,059","3,123",28120,22512,-19.94%
일본,Yamanashi-ken,Nirasaki-shi,JP19006,"3,922","5,049",32477,29067,-10.50%
일본,Yamanashi-ken,Minamiarupusu-shi,JP19007,"7,831","9,325",72635,69459,-4.37%
일본,Yamanashi-ken,Hokuto-shi,JP19008,"7,006","8,678",46968,44053,-6.21%
일본,Yamanashi-ken,Kai-shi,JP19009,"9,616","12,232",73807,75313,2.04%
일본,Yamanashi-ken,Fuefuki-shi,JP19010,"7,571","9,622",70529,66947,-5.08%
일본,Yamanashi-ken,Uenohara-shi,JP19011,"3,455","3,698",27114,22669,-16.39%
일본,Yamanashi-ken,Koshu-shi,JP19012,"4,336","4,452",33927,29237,-13.82%
일본,Yamanashi-ken,Chuo-shi,JP19013,"3,906","4,733",31322,31216,-0.34%
일본,Yamanashi-ken,Ichikawamisato-cho,JP19014,"1,723","1,984",17111,14700,-14.09%
일본,Yamanashi-ken,Hayakawa-cho,JP19015,114,180,1246,1098,-11.88%
일본,Yamanashi-ken,Minobu-cho,JP19016,"1,428","1,403",14462,10663,-26.27%
일본,Yamanashi-ken,Nambu-cho,JP19017,717,785,9011,7156,-20.59%
일본,Yamanashi-ken,Fujikawa-cho,JP19018,"1,436","1,871",16307,14219,-12.80%
일본,Yamanashi-ken,Showa-cho,JP19019,"2,571","3,866",17653,20909,18.44%
일본,Yamanashi-ken,Doshi-mura,JP19020,125,181,1919,1607,-16.26%
일본,Yamanashi-ken,Nishikatsura-cho,JP19021,362,403,4541,4041,-11.01%
일본,Yamanashi-ken,Oshino-mura,JP19022,"1,384","2,189",8635,9237,6.97%
일본,Yamanashi-ken,Yamanakako-mura,JP19023,787,948,5324,5179,-2.72%
일본,Yamanashi-ken,Narusawa-mura,JP19024,354,457,2964,2824,-4.72%
일본,Yamanashi-ken,Fujikawaguchiko-machi,JP19025,"3,017","4,319",25471,26082,2.40%
일본,Yamanashi-ken,Kosuge-mura,JP19026,63,111,816,684,-16.18%
일본,Yamanashi-ken,Tabayama-mura,JP19027,49,73,685,530,-22.63%
일본,Nagano-ken,Nagano-shi,JP20001,"49,369","62,450",381511,372760,-2.29%
일본,Nagano-ken,Matsumoto-shi,JP20002,"34,880","42,074",243037,241145,-0.78%
일본,Nagano-ken,Ueda-shi,JP20003,"19,323","23,344",159597,154055,-3.47%
일본,Nagano-ken,Okaya-shi,JP20004,"5,821","6,722",52841,47790,-9.56%
일본,Nagano-ken,Iida-shi,JP20005,"8,999","11,624",105335,98164,-6.81%
일본,Nagano-ken,Suwa-shi,JP20006,"7,376","8,181",51200,48729,-4.83%
일본,Nagano-ken,Suzaka-shi,JP20007,"5,117","6,231",52168,49559,-5.00%
일본,Nagano-ken,Komoro-shi,JP20008,"3,972","4,988",43997,40991,-6.83%
일본,Nagano-ken,Ina-shi,JP20009,"7,748","9,863",71093,66125,-6.99%
일본,Nagano-ken,Komagane-shi,JP20010,"3,613","4,532",33693,32202,-4.43%
일본,Nagano-ken,Nakano-shi,JP20011,"3,647","4,623",45638,42338,-7.23%
일본,Nagano-ken,Omachi-shi,JP20012,"2,634","2,881",29801,26029,-12.66%
일본,Nagano-ken,Iiyama-shi,JP20013,"1,641","1,909",23545,19539,-17.01%
일본,Nagano-ken,Chino-shi,JP20014,"6,755","8,642",56391,56400,0.02%
일본,Nagano-ken,Shiojiri-shi,JP20015,"8,889","11,593",67670,67241,-0.63%
일본,Nagano-ken,Saku-shi,JP20016,"10,764","14,272",100552,98199,-2.34%
일본,Nagano-ken,Chikuma-shi,JP20017,"6,568","7,904",62068,58852,-5.18%
일본,Nagano-ken,Tomi-shi,JP20018,"3,186","4,119",30696,30122,-1.87%
일본,Nagano-ken,Azumino-shi,JP20019,"10,740","14,015",96479,94222,-2.34%
일본,Nagano-ken,Koumi-machi,JP20020,338,471,5180,4353,-15.97%
일본,Nagano-ken,Kawakami-mura,JP20021,393,567,4972,4344,-12.63%
일본,Nagano-ken,Minamimaki-mura,JP20022,318,444,3528,3242,-8.11%
일본,Nagano-ken,Minamiaiki-mura,JP20023,82,108,1121,962,-14.18%
일본,Nagano-ken,Kitaaiki-mura,JP20024,64,83,842,752,-10.69%
일본,Nagano-ken,Sakuho-machi,JP20025,946,"1,130",12069,10218,-15.34%
일본,Nagano-ken,Karuizawa-machi,JP20026,"2,888","3,888",19018,19188,0.89%
일본,Nagano-ken,Miyota-machi,JP20027,"1,671","2,355",14738,15555,5.54%
일본,Nagano-ken,Tateshina-machi,JP20028,755,868,7707,6612,-14.21%
일본,Nagano-ken,Aoki-mura,JP20029,414,504,4609,4121,-10.59%
일본,Nagano-ken,Nagawa-machi,JP20030,552,664,6780,5600,-17.40%
일본,Nagano-ken,Shimosuwa-machi,JP20031,"2,661","2,853",21532,19155,-11.04%
일본,Nagano-ken,Fujimi-machi,JP20032,"1,930","2,299",15338,14084,-8.18%
일본,Nagano-ken,Hara-mura,JP20033,984,"1,413",7573,7680,1.41%
일본,Nagano-ken,Tatsuno-machi,JP20034,"2,113","2,372",20909,18555,-11.26%
일본,Nagano-ken,Minowa-machi,JP20035,"2,585","3,180",26214,24989,-4.67%
일본,Nagano-ken,Iijima-machi,JP20036,822,"1,020",9902,9004,-9.07%
일본,Nagano-ken,Minamiminowa-mura,JP20037,"1,647","2,268",14543,15797,8.62%
일본,Nagano-ken,Nakagawa-mura,JP20038,354,482,5074,4651,-8.34%
일본,Nagano-ken,Miyada-mura,JP20039,886,"1,146",8974,8569,-4.51%
일본,Nagano-ken,Matsukawa-machi,JP20040,900,"1,163",13676,12530,-8.38%
일본,Nagano-ken,Takamori-machi,JP20041,"1,116","1,371",13216,12811,-3.06%
일본,Nagano-ken,Anan-cho,JP20042,289,343,5455,4299,-21.19%
일본,Nagano-ken,Achi-mura,JP20043,408,533,7036,6068,-13.76%
일본,Nagano-ken,Hiraya-mura,JP20044,50,53,563,387,-31.26%
일본,Nagano-ken,Neba-mura,JP20045,74,82,1129,852,-24.53%
일본,Nagano-ken,Shimojo-mura,JP20046,258,317,4200,3545,-15.60%
일본,Nagano-ken,Urugi-mura,JP20047,43,56,656,548,-16.46%
일본,Nagano-ken,Tenryu-mura,JP20048,90,86,1657,1178,-28.91%
일본,Nagano-ken,Yasuoka-mura,JP20049,108,149,1910,1542,-19.27%
일본,Nagano-ken,Takagi-mura,JP20050,419,517,6692,5973,-10.74%
일본,Nagano-ken,Toyooka-mura,JP20051,406,592,6819,6426,-5.76%
일본,Nagano-ken,Oshika-mura,JP20052,84,119,1160,1023,-11.81%
일본,Nagano-ken,Agematsu-machi,JP20053,317,369,5245,4131,-21.24%
일본,Nagano-ken,Nagiso-machi,JP20054,312,343,4810,3915,-18.61%
일본,Nagano-ken,Kiso-mura,JP20055,176,206,3134,2692,-14.10%
일본,Nagano-ken,Otaki-mura,JP20056,118,137,965,715,-25.91%
일본,Nagano-ken,Okuwa-mura,JP20057,269,319,4145,3439,-17.03%
일본,Nagano-ken,Kiso-machi,JP20058,"1,024","1,152",12743,10584,-16.94%
일본,Nagano-ken,Omi-mura,JP20059,184,252,2970,2593,-12.69%
일본,Nagano-ken,Ikusaka-mura,JP20060,112,156,1953,1639,-16.08%
일본,Nagano-ken,Yamagata-mura,JP20061,643,877,8425,8400,-0.30%
일본,Nagano-ken,Asahi-mura,JP20062,391,469,4741,4279,-9.74%
일본,Nagano-ken,Chikuhoku-mura,JP20063,334,374,5172,4149,-19.78%
일본,Nagano-ken,Ikeda-machi,JP20064,983,"1,199",10329,9382,-9.17%
일본,Nagano-ken,Matsukawa-mura,JP20065,870,"1,131",10093,9599,-4.89%
일본,Nagano-ken,Hakuba-mura,JP20066,"1,379","1,547",9205,8575,-6.84%
일본,Nagano-ken,Otari-mura,JP20067,299,324,3221,2647,-17.82%
일본,Nagano-ken,Sakaki-machi,JP20068,"1,686","2,002",15730,14004,-10.97%
일본,Nagano-ken,Obuse-machi,JP20069,"1,159","1,630",11072,10660,-3.72%
일본,Nagano-ken,Takayama-mura,JP20070,549,655,7563,6617,-12.51%
일본,Nagano-ken,Yamanouchi-machi,JP20071,"1,020","1,159",13678,11352,-17.01%
일본,Nagano-ken,Kijimadaira-mura,JP20072,375,450,4939,4375,-11.42%
일본,Nagano-ken,Nozawaonsen-mura,JP20073,275,365,3853,3279,-14.90%
일본,Nagano-ken,Shinano-machi,JP20074,703,824,9238,7739,-16.23%
일본,Nagano-ken,Ogawa-mura,JP20075,185,200,3041,2215,-27.16%
일본,Nagano-ken,Iizuna-machi,JP20076,940,"1,136",11865,10296,-13.22%
일본,Nagano-ken,Sakae-mura,JP20077,89,124,2215,1660,-25.06%
일본,Gifu-ken,Gifu-shi,JP21001,"62,214","74,825",413136,402557,-2.56%
일본,Gifu-ken,Ogaki-shi,JP21002,"23,016","28,081",161160,158286,-1.78%
일본,Gifu-ken,Takayama-shi,JP21003,"8,067","9,860",92747,84419,-8.98%
일본,Gifu-ken,Tajimi-shi,JP21004,"15,575","17,801",112595,106732,-5.21%
일본,Gifu-ken,Seki-shi,JP21005,"8,805","10,445",91418,85283,-6.71%
일본,Gifu-ken,Nakatsugawa-shi,JP21006,"6,168","7,836",80910,76570,-5.36%
일본,Gifu-ken,Mino-shi,JP21007,"2,133","2,394",22629,19247,-14.95%
일본,Gifu-ken,Mizunami-shi,JP21008,"4,646","5,371",40387,37150,-8.01%
일본,Gifu-ken,Hashima-shi,JP21009,"7,365","8,871",67197,65649,-2.30%
일본,Gifu-ken,Ena-shi,JP21010,"4,562","5,368",53718,47774,-11.07%
일본,Gifu-ken,Minokamo-shi,JP21011,"5,706","7,683",54729,56689,3.58%
일본,Gifu-ken,Toki-shi,JP21012,"6,127","7,307",60475,55348,-8.48%
일본,Gifu-ken,Kakamigahara-shi,JP21013,"19,745","24,244",145604,144521,-0.74%
일본,Gifu-ken,Kani-shi,JP21014,"12,526","14,375",97436,99968,2.60%
일본,Gifu-ken,Yamagata-shi,JP21015,"2,332","2,801",29629,25280,-14.68%
일본,Gifu-ken,Mizuho-shi,JP21016,"7,463","9,440",51950,56388,8.54%
일본,Gifu-ken,Hida-shi,JP21017,"1,824","2,292",26732,22538,-15.69%
일본,Gifu-ken,Motosu-shi,JP21018,"3,945","4,412",35047,32928,-6.05%
일본,Gifu-ken,Gujo-shi,JP21019,"2,819","3,732",44491,38997,-12.35%
일본,Gifu-ken,Gero-shi,JP21020,"2,281","2,651",36314,30428,-16.21%
일본,Gifu-ken,Kaizu-shi,JP21021,"3,625","3,931",37941,32735,-13.72%
일본,Gifu-ken,Ginan-cho,JP21022,"3,018","4,033",23804,25881,8.73%
일본,Gifu-ken,Kasamatsu-cho,JP21023,"2,919","3,502",22809,22208,-2.63%
일본,Gifu-ken,Yoro-cho,JP21024,"2,997","3,234",31332,26882,-14.20%
일본,Gifu-ken,Tarui-cho,JP21025,"3,328","3,757",28505,26402,-7.38%
일본,Gifu-ken,Sekigahara-cho,JP21026,822,895,8096,6610,-18.35%
일본,Gifu-ken,Godo-cho,JP21027,"2,301","2,714",20065,18585,-7.38%
일본,Gifu-ken,Wanouchi-cho,JP21028,976,"1,185",10028,9654,-3.73%
일본,Gifu-ken,Anpachi-cho,JP21029,"1,855","1,969",15271,14355,-6.00%
일본,Gifu-ken,Ibigawa-cho,JP21030,"2,405","2,529",23784,19529,-17.89%
일본,Gifu-ken,Ono-cho,JP21031,"2,372","2,594",23859,22041,-7.62%
일본,Gifu-ken,Ikeda-cho,JP21032,"2,848","3,342",24980,23360,-6.49%
일본,Gifu-ken,Kitagata-cho,JP21033,"2,347","2,658",18395,18139,-1.39%
일본,Gifu-ken,Sakahogi-cho,JP21034,743,930,8361,8071,-3.47%
일본,Gifu-ken,Tomika-cho,JP21035,500,631,5516,5626,1.99%
일본,Gifu-ken,Kawabe-cho,JP21036,875,"1,104",10593,9860,-6.92%
일본,Gifu-ken,Hichiso-cho,JP21037,238,279,4484,3402,-24.13%
일본,Gifu-ken,Yaotsu-cho,JP21038,901,"1,085",12045,10195,-15.36%
