CNTRY,admin1,admin2,CITYID,hlth10,hlth20,pop10,pop20,rate
일본,Yamanashi-ken,Ichikawamisato-cho,JP19014,52,137,17111,14700,-14.09%
일본,Yamanashi-ken,Hayakawa-cho,JP19015,1,2,1246,1098,-11.88%
일본,Yamanashi-ken,Minobu-cho,JP19016,15,40,14462,10663,-26.27%
일본,Yamanashi-ken,Nambu-cho,JP19017,12,17,9011,7156,-20.59%
일본,Yamanashi-ken,Fujikawa-cho,JP19018,34,83,16307,14219,-12.80%
일본,Yamanashi-ken,Showa-cho,JP19019,35,84,17653,20909,18.44%
일본,Yamanashi-ken,Doshi-mura,JP19020,5,2,1919,1607,-16.26%
일본,Yamanashi-ken,Nishikatsura-cho,JP19021,12,13,4541,4041,-11.01%
일본,Yamanashi-ken,Oshino-mura,JP19022,4,18,8635,9237,6.97%
일본,Yamanashi-ken,Yamanakako-mura,JP19023,6,7,5324,5179,-2.72%
일본,Yamanashi-ken,Narusawa-mura,JP19024,4,8,2964,2824,-4.72%
일본,Yamanashi-ken,Fujikawaguchiko-machi,JP19025,62,128,25471,26082,2.40%
일본,Yamanashi-ken,Kosuge-mura,JP19026,0,1,816,684,-16.18%
일본,Yamanashi-ken,Tabayama-mura,JP19027,0,2,685,530,-22.63%
일본,Nagano-ken,Nagano-shi,JP20001,643,1708,381511,372760,-2.29%
일본,Nagano-ken,Matsumoto-shi,JP20002,428,1477,243037,241145,-0.78%
일본,Nagano-ken,Ueda-shi,JP20003,185,545,159597,154055,-3.47%
일본,Nagano-ken,Okaya-shi,JP20004,90,147,52841,47790,-9.56%
일본,Nagano-ken,Iida-shi,JP20005,160,456,105335,98164,-6.81%
일본,Nagano-ken,Suwa-shi,JP20006,127,268,51200,48729,-4.83%
일본,Nagano-ken,Suzaka-shi,JP20007,99,231,52168,49559,-5.00%
일본,Nagano-ken,Komoro-shi,JP20008,58,197,43997,40991,-6.83%
일본,Nagano-ken,Ina-shi,JP20009,83,275,71093,66125,-6.99%
일본,Nagano-ken,Komagane-shi,JP20010,103,204,33693,32202,-4.43%
일본,Nagano-ken,Nakano-shi,JP20011,68,176,45638,42338,-7.23%
일본,Nagano-ken,Omachi-shi,JP20012,53,97,29801,26029,-12.66%
일본,Nagano-ken,Iiyama-shi,JP20013,21,70,23545,19539,-17.01%
일본,Nagano-ken,Chino-shi,JP20014,83,209,56391,56400,0.02%
일본,Nagano-ken,Shiojiri-shi,JP20015,125,304,67670,67241,-0.63%
일본,Nagano-ken,Saku-shi,JP20016,152,490,100552,98199,-2.34%
일본,Nagano-ken,Chikuma-shi,JP20017,86,244,62068,58852,-5.18%
일본,Nagano-ken,Tomi-shi,JP20018,33,79,30696,30122,-1.87%
일본,Nagano-ken,Azumino-shi,JP20019,118,363,96479,94222,-2.34%
일본,Nagano-ken,Koumi-machi,JP20020,5,17,5180,4353,-15.97%
일본,Nagano-ken,Kawakami-mura,JP20021,9,3,4972,4344,-12.63%
일본,Nagano-ken,Minamimaki-mura,JP20022,4,7,3528,3242,-8.11%
일본,Nagano-ken,Minamiaiki-mura,JP20023,0,0,1121,962,-14.18%
일본,Nagano-ken,Kitaaiki-mura,JP20024,0,1,842,752,-10.69%
일본,Nagano-ken,Sakuho-machi,JP20025,7,34,12069,10218,-15.34%
일본,Nagano-ken,Karuizawa-machi,JP20026,68,72,19018,19188,0.89%
일본,Nagano-ken,Miyota-machi,JP20027,11,37,14738,15555,5.54%
일본,Nagano-ken,Tateshina-machi,JP20028,11,23,7707,6612,-14.21%
일본,Nagano-ken,Aoki-mura,JP20029,7,13,4609,4121,-10.59%
일본,Nagano-ken,Nagawa-machi,JP20030,6,12,6780,5600,-17.40%
일본,Nagano-ken,Shimosuwa-machi,JP20031,30,85,21532,19155,-11.04%
일본,Nagano-ken,Fujimi-machi,JP20032,32,64,15338,14084,-8.18%
일본,Nagano-ken,Hara-mura,JP20033,13,17,7573,7680,1.41%
일본,Nagano-ken,Tatsuno-machi,JP20034,36,58,20909,18555,-11.26%
일본,Nagano-ken,Minowa-machi,JP20035,27,47,26214,24989,-4.67%
일본,Nagano-ken,Iijima-machi,JP20036,10,31,9902,9004,-9.07%
일본,Nagano-ken,Minamiminowa-mura,JP20037,17,74,14543,15797,8.62%
일본,Nagano-ken,Nakagawa-mura,JP20038,1,14,5074,4651,-8.34%
일본,Nagano-ken,Miyada-mura,JP20039,9,27,8974,8569,-4.51%
일본,Nagano-ken,Matsukawa-machi,JP20040,12,54,13676,12530,-8.38%
일본,Nagano-ken,Takamori-machi,JP20041,12,31,13216,12811,-3.06%
일본,Nagano-ken,Anan-cho,JP20042,7,26,5455,4299,-21.19%
일본,Nagano-ken,Achi-mura,JP20043,11,46,7036,6068,-13.76%
일본,Nagano-ken,Hiraya-mura,JP20044,0,2,563,387,-31.26%
일본,Nagano-ken,Neba-mura,JP20045,0,9,1129,852,-24.53%
일본,Nagano-ken,Shimojo-mura,JP20046,4,11,4200,3545,-15.60%
일본,Nagano-ken,Urugi-mura,JP20047,3,2,656,548,-16.46%
일본,Nagano-ken,Tenryu-mura,JP20048,2,5,1657,1178,-28.91%
일본,Nagano-ken,Yasuoka-mura,JP20049,2,6,1910,1542,-19.27%
일본,Nagano-ken,Takagi-mura,JP20050,5,32,6692,5973,-10.74%
일본,Nagano-ken,Toyooka-mura,JP20051,7,20,6819,6426,-5.76%
일본,Nagano-ken,Oshika-mura,JP20052,0,2,1160,1023,-11.81%
일본,Nagano-ken,Agematsu-machi,JP20053,12,44,5245,4131,-21.24%
일본,Nagano-ken,Nagiso-machi,JP20054,7,12,4810,3915,-18.61%
일본,Nagano-ken,Kiso-mura,JP20055,10,5,3134,2692,-14.10%
일본,Nagano-ken,Otaki-mura,JP20056,0,1,965,715,-25.91%
일본,Nagano-ken,Okuwa-mura,JP20057,5,20,4145,3439,-17.03%
일본,Nagano-ken,Kiso-machi,JP20058,12,46,12743,10584,-16.94%
일본,Nagano-ken,Omi-mura,JP20059,11,11,2970,2593,-12.69%
일본,Nagano-ken,Ikusaka-mura,JP20060,0,3,1953,1639,-16.08%
일본,Nagano-ken,Yamagata-mura,JP20061,7,19,8425,8400,-0.30%
일본,Nagano-ken,Asahi-mura,JP20062,7,13,4741,4279,-9.74%
일본,Nagano-ken,Chikuhoku-mura,JP20063,2,12,5172,4149,-19.78%
일본,Nagano-ken,Ikeda-machi,JP20064,22,41,10329,9382,-9.17%
일본,Nagano-ken,Matsukawa-mura,JP20065,12,38,10093,9599,-4.89%
일본,Nagano-ken,Hakuba-mura,JP20066,23,32,9205,8575,-6.84%
일본,Nagano-ken,Otari-mura,JP20067,5,7,3221,2647,-17.82%
일본,Nagano-ken,Sakaki-machi,JP20068,18,32,15730,14004,-10.97%
일본,Nagano-ken,Obuse-machi,JP20069,15,58,11072,10660,-3.72%
일본,Nagano-ken,Takayama-mura,JP20070,9,12,7563,6617,-12.51%
일본,Nagano-ken,Yamanouchi-machi,JP20071,11,19,13678,11352,-17.01%
일본,Nagano-ken,Kijimadaira-mura,JP20072,2,8,4939,4375,-11.42%
일본,Nagano-ken,Nozawaonsen-mura,JP20073,10,16,3853,3279,-14.90%
일본,Nagano-ken,Shinano-machi,JP20074,13,16,9238,7739,-16.23%
일본,Nagano-ken,Ogawa-mura,JP20075,0,3,3041,2215,-27.16%
일본,Nagano-ken,Iizuna-machi,JP20076,19,32,11865,10296,-13.22%
일본,Nagano-ken,Sakae-mura,JP20077,1,4,2215,1660,-25.06%
일본,Gifu-ken,Gifu-shi,JP21001,774,2117,413136,402557,-2.56%
일본,Gifu-ken,Ogaki-shi,JP21002,266,588,161160,158286,-1.78%
일본,Gifu-ken,Takayama-shi,JP21003,189,414,92747,84419,-8.98%
일본,Gifu-ken,Tajimi-shi,JP21004,187,430,112595,106732,-5.21%
일본,Gifu-ken,Seki-shi,JP21005,144,375,91418,85283,-6.71%
일본,Gifu-ken,Nakatsugawa-shi,JP21006,168,391,80910,76570,-5.36%
일본,Gifu-ken,Mino-shi,JP21007,30,44,22629,19247,-14.95%
일본,Gifu-ken,Mizunami-shi,JP21008,74,181,40387,37150,-8.01%
일본,Gifu-ken,Hashima-shi,JP21009,101,331,67197,65649,-2.30%
일본,Gifu-ken,Ena-shi,JP21010,73,222,53718,47774,-11.07%
일본,Gifu-ken,Minokamo-shi,JP21011,156,347,54729,56689,3.58%
일본,Gifu-ken,Toki-shi,JP21012,86,246,60475,55348,-8.48%
일본,Gifu-ken,Kakamigahara-shi,JP21013,239,512,145604,144521,-0.74%
일본,Gifu-ken,Kani-shi,JP21014,214,352,97436,99968,2.60%
일본,Gifu-ken,Yamagata-shi,JP21015,24,80,29629,25280,-14.68%
일본,Gifu-ken,Mizuho-shi,JP21016,71,178,51950,56388,8.54%
일본,Gifu-ken,Hida-shi,JP21017,44,115,26732,22538,-15.69%
일본,Gifu-ken,Motosu-shi,JP21018,49,113,35047,32928,-6.05%
일본,Gifu-ken,Gujo-shi,JP21019,81,149,44491,38997,-12.35%
일본,Gifu-ken,Gero-shi,JP21020,67,143,36314,30428,-16.21%
일본,Gifu-ken,Kaizu-shi,JP21021,44,124,37941,32735,-13.72%
일본,Gifu-ken,Ginan-cho,JP21022,29,99,23804,25881,8.73%
일본,Gifu-ken,Kasamatsu-cho,JP21023,31,76,22809,22208,-2.63%
일본,Gifu-ken,Yoro-cho,JP21024,20,83,31332,26882,-14.20%
일본,Gifu-ken,Tarui-cho,JP21025,27,67,28505,26402,-7.38%
일본,Gifu-ken,Sekigahara-cho,JP21026,12,15,8096,6610,-18.35%
일본,Gifu-ken,Godo-cho,JP21027,29,50,20065,18585,-7.38%
일본,Gifu-ken,Wanouchi-cho,JP21028,7,23,10028,9654,-3.73%
일본,Gifu-ken,Anpachi-cho,JP21029,6,32,15271,14355,-6.00%
일본,Gifu-ken,Ibigawa-cho,JP21030,21,62,23784,19529,-17.89%
일본,Gifu-ken,Ono-cho,JP21031,55,72,23859,22041,-7.62%
일본,Gifu-ken,Ikeda-cho,JP21032,59,87,24980,23360,-6.49%
일본,Gifu-ken,Kitagata-cho,JP21033,52,89,18395,18139,-1.39%
일본,Gifu-ken,Sakahogi-cho,JP21034,14,17,8361,8071,-3.47%
일본,Gifu-ken,Tomika-cho,JP21035,8,10,5516,5626,1.99%
일본,Gifu-ken,Kawabe-cho,JP21036,20,38,10593,9860,-6.92%
일본,Gifu-ken,Hichiso-cho,JP21037,2,14,4484,3402,-24.13%
일본,Gifu-ken,Yaotsu-cho,JP21038,12,33,12045,10195,-15.36%
일본,Gifu-ken,Shirakawa-cho,JP21039,8,21,9530,7412,-22.22%
일본,Gifu-ken,Higashishirakawa-mura,JP21040,4,4,2514,2016,-19.81%
일본,Gifu-ken,Mitake-cho,JP21041,26,55,18824,17516,-6.95%
일본,Gifu-ken,Shirakawa-mura,JP21042,7,9,1733,1511,-12.81%
일본,Shizuoka-ken,Shizuoka-shi,JP22001,1070,2971,716197,693389,-3.18%
일본,Shizuoka-ken,Hamamatsu-shi,JP22002,1364,3465,800866,790718,-1.27%
일본,Shizuoka-ken,Numazu-shi,JP22003,565,1615,202304,189386,-6.39%
일본,Shizuoka-ken,Atami-shi,JP22004,85,142,39611,34208,-13.64%
일본,Shizuoka-ken,Mishima-shi,JP22005,232,544,111838,107783,-3.63%
일본,Shizuoka-ken,Fujinomiya-shi,JP22006,231,517,132001,128105,-2.95%
일본,Shizuoka-ken,Ito-shi,JP22007,180,315,71437,65491,-8.32%
일본,Shizuoka-ken,Shimada-shi,JP22008,174,377,100276,95719,-4.54%
일본,Shizuoka-ken,Fuji-shi,JP22009,1200,3099,254027,245392,-3.40%
일본,Shizuoka-ken,Iwata-shi,JP22010,615,1185,168625,166672,-1.16%
일본,Shizuoka-ken,Yaizu-shi,JP22011,333,1575,143249,136845,-4.47%
일본,Shizuoka-ken,Kakegawa-shi,JP22012,339,824,116363,114954,-1.21%
일본,Shizuoka-ken,Fujieda-shi,JP22013,352,703,142151,141342,-0.57%
일본,Shizuoka-ken,Gotemba-shi,JP22014,365,822,89030,86614,-2.71%
일본,Shizuoka-ken,Fukuroi-shi,JP22015,153,396,84846,87864,3.56%
일본,Shizuoka-ken,Shimoda-shi,JP22016,76,140,25013,20183,-19.31%
일본,Shizuoka-ken,Susono-shi,JP22017,94,183,54546,50911,-6.66%
일본,Shizuoka-ken,Kosai-shi,JP22018,162,566,60107,57885,-3.70%
일본,Shizuoka-ken,Izu-shi,JP22019,87,159,34202,28190,-17.58%
일본,Shizuoka-ken,Omaezaki-shi,JP22020,50,125,34700,31103,-10.37%
일본,Shizuoka-ken,Kikugawa-shi,JP22021,144,273,47041,47789,1.59%
일본,Shizuoka-ken,Izunokuni-shi,JP22022,80,195,49269,46804,-5.00%
일본,Shizuoka-ken,Makinohara-shi,JP22023,80,177,49019,43502,-11.25%
일본,Shizuoka-ken,Higashiizu-cho,JP22024,18,40,14064,11488,-18.32%
일본,Shizuoka-ken,Kawazu-cho,JP22025,24,34,7998,6870,-14.10%
일본,Shizuoka-ken,Minamiizu-cho,JP22026,21,125,9516,7877,-17.22%
일본,Shizuoka-ken,Matsuzaki-cho,JP22027,16,23,7653,6038,-21.10%
일본,Shizuoka-ken,Nishiizu-cho,JP22028,54,163,9469,7090,-25.12%
일본,Shizuoka-ken,Kannami-cho,JP22029,56,118,38571,36794,-4.61%
일본,Shizuoka-ken,Shimizu-cho,JP22030,69,188,32302,31710,-1.83%
일본,Shizuoka-ken,Nagaizumi-cho,JP22031,114,228,40763,43336,6.31%
일본,Shizuoka-ken,Oyama-cho,JP22032,27,51,20629,18568,-9.99%
일본,Shizuoka-ken,Yoshida-cho,JP22033,34,136,29815,28919,-3.01%
일본,Shizuoka-ken,Kawanehon-cho,JP22034,7,34,8074,6206,-23.14%
일본,Shizuoka-ken,Mori-machi,JP22035,26,57,19435,17457,-10.18%
일본,Aichi-ken,Nagoya-shi,JP23001,4373,10942,2263894,2332176,3.02%
일본,Aichi-ken,Toyohashi-shi,JP23002,712,1519,376665,371920,-1.26%
일본,Aichi-ken,Okazaki-shi,JP23003,642,1214,372357,384654,3.30%
일본,Aichi-ken,Ichinomiya-shi,JP23004,590,1628,378566,380073,0.40%
일본,Aichi-ken,Seto-shi,JP23005,150,381,132224,127792,-3.35%
일본,Aichi-ken,Handa-shi,JP23006,189,427,118828,117884,-0.79%
일본,Aichi-ken,Kasugai-shi,JP23007,461,1009,305569,308681,1.02%
일본,Aichi-ken,Toyokawa-shi,JP23008,297,578,181928,184661,1.50%
일본,Aichi-ken,Tsushima-shi,JP23009,177,258,65258,60942,-6.61%
일본,Aichi-ken,Hekinan-shi,JP23010,103,236,72018,72458,0.61%
일본,Aichi-ken,Kariya-shi,JP23011,201,428,145781,153834,5.52%
일본,Aichi-ken,Toyota-shi,JP23012,545,942,421487,422330,0.20%
일본,Aichi-ken,Anjo-shi,JP23013,283,504,178691,187990,5.20%
일본,Aichi-ken,Nishio-shi,JP23014,301,513,165298,169046,2.27%
일본,Aichi-ken,Gamagori-shi,JP23015,183,326,82249,79538,-3.30%
일본,Aichi-ken,Inuyama-shi,JP23016,329,581,75198,73090,-2.80%
일본,Aichi-ken,Tokoname-shi,JP23017,85,182,54858,58710,7.02%
일본,Aichi-ken,Konan-shi,JP23018,185,293,99730,98255,-1.48%
일본,Aichi-ken,Komaki-shi,JP23019,320,794,147132,148831,1.15%
일본,Aichi-ken,Inazawa-shi,JP23020,266,518,136442,134751,-1.24%
일본,Aichi-ken,Shinshiro-shi,JP23021,96,179,49864,44355,-11.05%
일본,Aichi-ken,Tokai-shi,JP23022,133,333,107690,113787,5.66%
일본,Aichi-ken,Obu-shi,JP23023,128,349,85249,93123,9.24%
일본,Aichi-ken,Chita-shi,JP23024,231,614,84768,84364,-0.48%
일본,Aichi-ken,Chiryu-shi,JP23025,110,177,68398,72193,5.55%
일본,Aichi-ken,Owariasahi-shi,JP23026,119,307,81140,83144,2.47%
일본,Aichi-ken,Takahama-shi,JP23027,65,121,44027,46106,4.72%
일본,Aichi-ken,Iwakura-shi,JP23028,108,150,47340,47983,1.36%
일본,Aichi-ken,Toyoake-shi,JP23029,109,241,69745,69295,-0.65%
일본,Aichi-ken,Nisshin-shi,JP23030,153,393,84237,91520,8.65%
일본,Aichi-ken,Tahara-shi,JP23031,61,135,64119,59360,-7.42%
일본,Aichi-ken,Aisai-shi,JP23032,81,186,64978,60829,-6.39%
일본,Aichi-ken,Kiyosu-shi,JP23033,72,194,65757,67352,2.43%
일본,Aichi-ken,Kitanagoya-shi,JP23034,110,253,81571,86385,5.90%
일본,Aichi-ken,Yatomi-shi,JP23035,78,131,43272,43025,-0.57%
일본,Aichi-ken,Miyoshi-shi,JP23036,83,239,60098,61952,3.08%
일본,Aichi-ken,Ama-shi,JP23037,101,207,86714,86126,-0.68%
일본,Aichi-ken,Nagakute-shi,JP23038,96,181,52022,60162,15.65%
일본,Aichi-ken,Togo-cho,JP23039,62,117,41851,43903,4.90%
일본,Aichi-ken,Toyoyama-cho,JP23040,15,31,14405,15613,8.39%
일본,Aichi-ken,Oguchi-cho,JP23041,27,71,22446,24305,8.28%
일본,Aichi-ken,Fuso-cho,JP23042,56,89,33558,34133,1.71%
일본,Aichi-ken,Oharu-cho,JP23043,30,54,29891,32399,8.39%
일본,Aichi-ken,Kanie-cho,JP23044,118,176,36688,37338,1.77%
일본,Aichi-ken,Tobishima-mura,JP23045,9,12,4525,4575,1.10%
일본,Aichi-ken,Agui-cho,JP23046,31,110,25466,28383,11.45%
일본,Aichi-ken,Higashiura-cho,JP23047,49,143,49800,49596,-0.41%
일본,Aichi-ken,Minamichita-cho,JP23048,27,74,20549,16617,-19.13%
일본,Aichi-ken,Mihama-cho,JP23049,55,53,25178,22496,-10.65%
일본,Aichi-ken,Taketoyo-cho,JP23050,59,97,42408,43535,2.66%
일본,Aichi-ken,Kota-cho,JP23051,43,86,37930,42449,11.91%
일본,Aichi-ken,Shitara-cho,JP23052,9,25,5769,4437,-23.09%
일본,Aichi-ken,Toei-cho,JP23053,1,13,3757,2942,-21.69%
일본,Aichi-ken,Toyone-mura,JP23054,1,4,1336,1017,-23.88%
일본,Mie-ken,Tsu-shi,JP24001,382,1188,285746,274537,-3.92%
일본,Mie-ken,Yokkaichi-shi,JP24002,439,1150,307766,305424,-0.76%
일본,Mie-ken,Ise-shi,JP24003,236,537,130271,122765,-5.76%
일본,Mie-ken,Matsusaka-shi,JP24004,433,744,168017,159145,-5.28%
일본,Mie-ken,Kuwana-shi,JP24005,479,1122,140290,138613,-1.20%
일본,Mie-ken,Suzuka-shi,JP24006,303,797,199293,195670,-1.82%
일본,Mie-ken,Nabari-shi,JP24007,194,438,80284,76387,-4.85%
일본,Mie-ken,Owase-shi,JP24008,37,88,20033,16252,-18.87%
일본,Mie-ken,Kameyama-shi,JP24009,61,155,51023,49835,-2.33%
일본,Mie-ken,Toba-shi,JP24010,18,86,21435,17525,-18.24%
일본,Mie-ken,Kumano-shi,JP24011,45,100,19662,15965,-18.80%
일본,Mie-ken,Inabe-shi,JP24012,117,604,45684,44973,-1.56%
일본,Mie-ken,Shima-shi,JP24013,283,474,54694,46057,-15.79%
일본,Mie-ken,Iga-shi,JP24014,100,343,97207,88766,-8.68%
일본,Mie-ken,Kisosaki-cho,JP24015,1,14,6855,6023,-12.14%
일본,Mie-ken,Toin-cho,JP24016,99,246,25661,25784,0.48%
일본,Mie-ken,Komono-cho,JP24017,58,108,39978,40559,1.45%
일본,Mie-ken,Asahi-cho,JP24018,12,38,9626,11021,14.49%
일본,Mie-ken,Kawagoe-cho,JP24019,15,42,14003,15123,8.00%
일본,Mie-ken,Taki-cho,JP24020,5,47,15438,14021,-9.18%
일본,Mie-ken,Meiwa-cho,JP24021,27,73,22833,22445,-1.70%
일본,Mie-ken,Odai-cho,JP24022,15,46,10416,8668,-16.78%
일본,Mie-ken,Tamaki-cho,JP24023,13,34,15297,15041,-1.67%
일본,Mie-ken,Watarai-cho,JP24024,8,16,8692,7847,-9.72%
일본,Mie-ken,Taiki-cho,JP24025,16,58,9846,7815,-20.63%
일본,Mie-ken,Minamiise-cho,JP24026,9,38,14791,10989,-25.70%
일본,Mie-ken,Kihoku-cho,JP24027,40,135,18611,14604,-21.53%
일본,Mie-ken,Mihama-cho,JP24028,21,40,9376,8079,-13.83%
일본,Mie-ken,Kiho-cho,JP24029,15,39,11896,10321,-13.24%
일본,Shiga-ken,Otsu-shi,JP25001,475,1270,337634,345070,2.20%
일본,Shiga-ken,Hikone-shi,JP25002,154,459,112156,113647,1.33%
일본,Shiga-ken,Nagahama-shi,JP25003,148,454,124131,113636,-8.45%
일본,Shiga-ken,Omihachiman-shi,JP25004,189,399,81738,81122,-0.75%
일본,Shiga-ken,Kusatsu-shi,JP25005,257,580,130874,143913,9.96%
일본,Shiga-ken,Moriyama-shi,JP25006,102,308,76560,83236,8.72%
일본,Shiga-ken,Ritto-shi,JP25007,105,206,63655,68820,8.11%
일본,Shiga-ken,Koka-shi,JP25008,174,419,92704,88358,-4.69%
일본,Shiga-ken,Yasu-shi,JP25009,88,236,49955,50513,1.12%
일본,Shiga-ken,Konan-shi,JP25010,129,208,54614,54460,-0.28%
일본,Shiga-ken,Takashima-shi,JP25011,66,168,52486,46377,-11.64%
일본,Shiga-ken,Higashiomi-shi,JP25012,166,364,115479,112819,-2.30%
일본,Shiga-ken,Maibara-shi,JP25013,48,119,40060,37225,-7.08%
일본,Shiga-ken,Hino-cho,JP25014,44,69,22870,20964,-8.33%
일본,Shiga-ken,Ryuo-cho,JP25015,15,38,12916,11789,-8.73%
일본,Shiga-ken,Aisho-cho,JP25016,21,60,20118,20893,3.85%
일본,Shiga-ken,Toyosato-cho,JP25017,5,45,7566,7132,-5.74%
일본,Shiga-ken,Kora-cho,JP25018,5,20,7500,6362,-15.17%
일본,Shiga-ken,Taga-cho,JP25019,9,19,7761,7274,-6.27%
일본,Kyoto-fu,Kyoto-shi,JP26001,2134,6157,1474015,1463723,-0.70%
일본,Kyoto-fu,Fukuchiyama-shi,JP26002,133,374,79652,77306,-2.95%
일본,Kyoto-fu,Maizuru-shi,JP26003,152,341,88669,80336,-9.40%
일본,Kyoto-fu,Ayabe-shi,JP26004,46,124,35836,31846,-11.13%
일본,Kyoto-fu,Uji-shi,JP26005,443,892,189609,179630,-5.26%
일본,Kyoto-fu,Miyazu-shi,JP26006,52,91,19948,16758,-15.99%
일본,Kyoto-fu,Kameoka-shi,JP26007,153,338,92399,86174,-6.74%
일본,Kyoto-fu,Joyo-shi,JP26008,283,500,80037,74607,-6.78%
일본,Kyoto-fu,Muko-shi,JP26009,90,181,54328,56859,4.66%
일본,Kyoto-fu,Nagaokakyo-shi,JP26010,242,652,79844,80608,0.96%
일본,Kyoto-fu,Yawata-shi,JP26011,58,159,74227,70433,-5.11%
일본,Kyoto-fu,Kyotanabe-shi,JP26012,117,199,67910,73753,8.60%
일본,Kyoto-fu,Kyotango-shi,JP26013,101,183,59038,50860,-13.85%
일본,Kyoto-fu,Nantan-shi,JP26014,21,121,35214,31629,-10.18%
일본,Kyoto-fu,Kizugawa-shi,JP26015,118,269,69761,77907,11.68%
일본,Kyoto-fu,Oyamazaki-cho,JP26016,18,57,15121,15953,5.50%
일본,Kyoto-fu,Kumiyama-cho,JP26017,20,58,15914,15250,-4.17%
일본,Kyoto-fu,Ide-cho,JP26018,11,41,8447,7406,-12.32%
일본,Kyoto-fu,Ujitawara-cho,JP26019,4,15,9711,8911,-8.24%
일본,Kyoto-fu,Kasagi-cho,JP26020,0,8,1626,1144,-29.64%
일본,Kyoto-fu,Wazuka-cho,JP26021,3,5,4482,3478,-22.40%
일본,Kyoto-fu,Seika-cho,JP26022,65,98,35630,36198,1.59%
일본,Kyoto-fu,Minamiyamashiro-mura,JP26023,5,3,3078,2391,-22.32%
일본,Kyoto-fu,Kyotamba-cho,JP26024,19,42,15732,12907,-17.96%
일본,Kyoto-fu,Ine-cho,JP26025,0,12,2410,1928,-20.00%
일본,Kyoto-fu,Yosano-cho,JP26026,41,94,23454,20092,-14.33%
일본,Osaka-fu,Osaka-shi,JP27001,3482,14586,2665314,2752412,3.27%
일본,Osaka-fu,Sakai-shi,JP27002,1319,6798,841966,826161,-1.88%
일본,Osaka-fu,Kishiwada-shi,JP27003,820,2893,199234,190658,-4.30%
일본,Osaka-fu,Toyonaka-shi,JP27004,576,1725,389341,401558,3.14%
일본,Osaka-fu,Ikeda-shi,JP27005,146,818,104229,104993,0.73%
일본,Osaka-fu,Suita-shi,JP27006,394,1408,355798,385567,8.37%
일본,Osaka-fu,Izumiotsu-shi,JP27007,136,393,77548,74412,-4.04%
일본,Osaka-fu,Takatsuki-shi,JP27008,381,1252,357359,352698,-1.30%
일본,Osaka-fu,Kaizuka-shi,JP27009,737,2291,90519,84443,-6.71%
일본,Osaka-fu,Moriguchi-shi,JP27010,151,620,146697,143096,-2.45%
일본,Osaka-fu,Hirakata-shi,JP27011,475,1463,407978,397289,-2.62%
일본,Osaka-fu,Ibaraki-shi,JP27012,341,1032,274822,287730,4.70%
일본,Osaka-fu,Yao-shi,JP27013,380,1107,271460,264642,-2.51%
일본,Osaka-fu,Izumisano-shi,JP27014,360,1858,100801,100131,-0.66%
일본,Osaka-fu,Tondabayashi-shi,JP27015,130,429,119576,108699,-9.10%
일본,Osaka-fu,Neyagawa-shi,JP27016,262,886,238204,229733,-3.56%
일본,Osaka-fu,Kawachinagano-shi,JP27017,163,436,112490,101692,-9.60%
일본,Osaka-fu,Matsubara-shi,JP27018,155,430,124594,117641,-5.58%
일본,Osaka-fu,Daito-shi,JP27019,129,403,127534,119367,-6.40%
일본,Osaka-fu,Izumi-shi,JP27020,423,1502,184988,184495,-0.27%
일본,Osaka-fu,Minoh-shi,JP27021,175,517,129895,136868,5.37%
일본,Osaka-fu,Kashiwara-shi,JP27022,85,264,74773,68775,-8.02%
일본,Osaka-fu,Habikino-shi,JP27023,144,410,117681,108736,-7.60%
일본,Osaka-fu,Kadoma-shi,JP27024,113,560,130282,119764,-8.07%
일본,Osaka-fu,Settsu-shi,JP27025,88,264,83720,87456,4.46%
일본,Osaka-fu,Takaishi-shi,JP27026,108,237,59572,55635,-6.61%
일본,Osaka-fu,Fujiidera-shi,JP27027,115,324,66165,63688,-3.74%
일본,Osaka-fu,Higashiosaka-shi,JP27028,614,2177,509533,493940,-3.06%
일본,Osaka-fu,Sennan-shi,JP27029,240,863,64403,60102,-6.68%
일본,Osaka-fu,Shijonawate-shi,JP27030,78,213,57554,55177,-4.13%
일본,Osaka-fu,Katano-shi,JP27031,133,270,77686,75033,-3.42%
일본,Osaka-fu,Osakasayama-shi,JP27032,100,267,58227,58435,0.36%
일본,Osaka-fu,Hannan-shi,JP27033,860,3059,56646,51254,-9.52%
일본,Osaka-fu,Shimamoto-cho,JP27034,30,103,28935,30927,6.88%
일본,Osaka-fu,Toyono-cho,JP27035,6,45,21989,18279,-16.87%
일본,Osaka-fu,Nose-cho,JP27036,6,32,11650,9079,-22.07%
일본,Osaka-fu,Tadaoka-cho,JP27037,9,78,18149,16567,-8.72%
일본,Osaka-fu,Kumatori-cho,JP27038,86,178,45069,43763,-2.90%
일본,Osaka-fu,Tajiri-cho,JP27039,40,207,8085,8434,4.32%
일본,Osaka-fu,Misaki-cho,JP27040,25,42,17504,14741,-15.78%
일본,Osaka-fu,Taishi-cho,JP27041,33,44,14220,13009,-8.52%
일본,Osaka-fu,Kanan-cho,JP27042,27,54,17040,15697,-7.88%
일본,Osaka-fu,Chihayaakasaka-mura,JP27043,10,17,6015,4909,-18.39%
일본,Hyogo-ken,Kobe-shi,JP28001,2276,6745,1544200,1525152,-1.23%
