CNTRY,admin1,admin2,hitech10,hitech20,pop10,pop20,rate
일본,Ishikawa-ken,Kaga-shi,97,93,71887,63220,-12.06%
일본,Ishikawa-ken,Hakui-shi,37,34,23032,20407,-11.40%
일본,Ishikawa-ken,Kahoku-shi,91,76,34651,34889,0.69%
일본,Ishikawa-ken,Hakusan-shi,184,202,110459,110408,-0.05%
일본,Ishikawa-ken,Nomi-shi,69,92,48680,48523,-0.32%
일본,Ishikawa-ken,Nonoichi-shi,85,113,51885,57238,10.32%
일본,Ishikawa-ken,Kawakita-machi,6,5,6147,6135,-0.20%
일본,Ishikawa-ken,Tsubata-machi,52,57,36940,36957,0.05%
일본,Ishikawa-ken,Uchinada-machi,25,28,26927,26574,-1.31%
일본,Ishikawa-ken,Shika-machi,30,31,22216,18630,-16.14%
일본,Ishikawa-ken,Hodatsushimizu-cho,4,4,14277,12121,-15.10%
일본,Ishikawa-ken,Nakanoto-machi,22,24,18535,16540,-10.76%
일본,Ishikawa-ken,Anamizu-machi,16,16,9735,7890,-18.95%
일본,Ishikawa-ken,Noto-cho,36,65,19565,15687,-19.82%
일본,Fukui-ken,Fukui-shi,813,955,266796,262328,-1.67%
일본,Fukui-ken,Tsuruga-shi,200,507,67760,64264,-5.16%
일본,Fukui-ken,Obama-shi,69,76,31340,28991,-7.50%
일본,Fukui-ken,Ono-shi,67,59,35291,31286,-11.35%
일본,Fukui-ken,Katsuyama-shi,30,41,25466,22150,-13.02%
일본,Fukui-ken,Sabae-shi,105,116,67450,68302,1.26%
일본,Fukui-ken,Awara-shi,38,41,29989,27524,-8.22%
일본,Fukui-ken,Echizen-shi,173,147,85614,80611,-5.84%
일본,Fukui-ken,Sakai-shi,140,148,91900,88481,-3.72%
일본,Fukui-ken,Eiheiji-cho,34,34,20647,18965,-8.15%
일본,Fukui-ken,Ikeda-cho,4,4,3046,2423,-20.45%
일본,Fukui-ken,Minamiechizen-cho,15,12,11551,10002,-13.41%
일본,Fukui-ken,Echizen-cho,20,27,23160,20118,-13.13%
일본,Fukui-ken,Mihama-cho,18,21,10563,9179,-13.10%
일본,Fukui-ken,Takahama-cho,18,19,11062,10326,-6.65%
일본,Fukui-ken,Ohi-cho,39,24,8580,7910,-7.81%
일본,Fukui-ken,Wakasa-cho,19,24,16099,14003,-13.02%
일본,Yamanashi-ken,Kofu-shi,577,579,198992,189591,-4.72%
일본,Yamanashi-ken,Fujiyoshida-shi,241,159,50619,46530,-8.08%
일본,Yamanashi-ken,Tsuru-shi,66,75,33588,31016,-7.66%
일본,Yamanashi-ken,Yamanashi-shi,202,317,36832,33435,-9.22%
일본,Yamanashi-ken,Otsuki-shi,48,56,28120,22512,-19.94%
일본,Yamanashi-ken,Nirasaki-shi,43,50,32477,29067,-10.50%
일본,Yamanashi-ken,Minamiarupusu-shi,122,124,72635,69459,-4.37%
일본,Yamanashi-ken,Hokuto-shi,128,147,46968,44053,-6.21%
일본,Yamanashi-ken,Kai-shi,147,163,73807,75313,2.04%
일본,Yamanashi-ken,Fuefuki-shi,98,109,70529,66947,-5.08%
일본,Yamanashi-ken,Uenohara-shi,23,32,27114,22669,-16.39%
일본,Yamanashi-ken,Koshu-shi,53,30,33927,29237,-13.82%
일본,Yamanashi-ken,Chuo-shi,40,48,31322,31216,-0.34%
일본,Yamanashi-ken,Ichikawamisato-cho,48,59,17111,14700,-14.09%
일본,Yamanashi-ken,Hayakawa-cho,0,1,1246,1098,-11.88%
일본,Yamanashi-ken,Minobu-cho,18,12,14462,10663,-26.27%
일본,Yamanashi-ken,Nambu-cho,10,9,9011,7156,-20.59%
일본,Yamanashi-ken,Fujikawa-cho,50,32,16307,14219,-12.80%
일본,Yamanashi-ken,Showa-cho,38,51,17653,20909,18.44%
일본,Yamanashi-ken,Doshi-mura,4,5,1919,1607,-16.26%
일본,Yamanashi-ken,Nishikatsura-cho,17,2,4541,4041,-11.01%
일본,Yamanashi-ken,Oshino-mura,9,10,8635,9237,6.97%
일본,Yamanashi-ken,Yamanakako-mura,6,4,5324,5179,-2.72%
일본,Yamanashi-ken,Narusawa-mura,4,3,2964,2824,-4.72%
일본,Yamanashi-ken,Fujikawaguchiko-machi,56,61,25471,26082,2.40%
일본,Yamanashi-ken,Kosuge-mura,0,0,816,684,-16.18%
일본,Yamanashi-ken,Tabayama-mura,0,0,685,530,-22.63%
일본,Nagano-ken,Nagano-shi,1032,1056,381511,372760,-2.29%
일본,Nagano-ken,Matsumoto-shi,755,768,243037,241145,-0.78%
일본,Nagano-ken,Ueda-shi,333,341,159597,154055,-3.47%
일본,Nagano-ken,Okaya-shi,104,99,52841,47790,-9.56%
일본,Nagano-ken,Iida-shi,278,270,105335,98164,-6.81%
일본,Nagano-ken,Suwa-shi,201,242,51200,48729,-4.83%
일본,Nagano-ken,Suzaka-shi,107,125,52168,49559,-5.00%
일본,Nagano-ken,Komoro-shi,135,126,43997,40991,-6.83%
일본,Nagano-ken,Ina-shi,228,203,71093,66125,-6.99%
일본,Nagano-ken,Komagane-shi,105,112,33693,32202,-4.43%
일본,Nagano-ken,Nakano-shi,86,99,45638,42338,-7.23%
일본,Nagano-ken,Omachi-shi,49,43,29801,26029,-12.66%
일본,Nagano-ken,Iiyama-shi,65,31,23545,19539,-17.01%
일본,Nagano-ken,Chino-shi,106,134,56391,56400,0.02%
일본,Nagano-ken,Shiojiri-shi,136,142,67670,67241,-0.63%
일본,Nagano-ken,Saku-shi,312,260,100552,98199,-2.34%
일본,Nagano-ken,Chikuma-shi,95,101,62068,58852,-5.18%
일본,Nagano-ken,Tomi-shi,44,41,30696,30122,-1.87%
일본,Nagano-ken,Azumino-shi,115,123,96479,94222,-2.34%
일본,Nagano-ken,Koumi-machi,8,7,5180,4353,-15.97%
일본,Nagano-ken,Kawakami-mura,2,1,4972,4344,-12.63%
일본,Nagano-ken,Minamimaki-mura,4,5,3528,3242,-8.11%
일본,Nagano-ken,Minamiaiki-mura,1,1,1121,962,-14.18%
일본,Nagano-ken,Kitaaiki-mura,0,0,842,752,-10.69%
일본,Nagano-ken,Sakuho-machi,12,13,12069,10218,-15.34%
일본,Nagano-ken,Karuizawa-machi,135,68,19018,19188,0.89%
일본,Nagano-ken,Miyota-machi,22,19,14738,15555,5.54%
일본,Nagano-ken,Tateshina-machi,17,16,7707,6612,-14.21%
일본,Nagano-ken,Aoki-mura,5,4,4609,4121,-10.59%
일본,Nagano-ken,Nagawa-machi,7,8,6780,5600,-17.40%
일본,Nagano-ken,Shimosuwa-machi,47,47,21532,19155,-11.04%
일본,Nagano-ken,Fujimi-machi,36,31,15338,14084,-8.18%
일본,Nagano-ken,Hara-mura,23,19,7573,7680,1.41%
일본,Nagano-ken,Tatsuno-machi,52,39,20909,18555,-11.26%
일본,Nagano-ken,Minowa-machi,34,29,26214,24989,-4.67%
일본,Nagano-ken,Iijima-machi,17,20,9902,9004,-9.07%
일본,Nagano-ken,Minamiminowa-mura,15,36,14543,15797,8.62%
일본,Nagano-ken,Nakagawa-mura,8,4,5074,4651,-8.34%
일본,Nagano-ken,Miyada-mura,28,21,8974,8569,-4.51%
일본,Nagano-ken,Matsukawa-machi,17,16,13676,12530,-8.38%
일본,Nagano-ken,Takamori-machi,20,23,13216,12811,-3.06%
일본,Nagano-ken,Anan-cho,7,7,5455,4299,-21.19%
일본,Nagano-ken,Achi-mura,6,13,7036,6068,-13.76%
일본,Nagano-ken,Hiraya-mura,1,0,563,387,-31.26%
일본,Nagano-ken,Neba-mura,0,1,1129,852,-24.53%
일본,Nagano-ken,Shimojo-mura,3,4,4200,3545,-15.60%
일본,Nagano-ken,Urugi-mura,0,0,656,548,-16.46%
일본,Nagano-ken,Tenryu-mura,1,0,1657,1178,-28.91%
일본,Nagano-ken,Yasuoka-mura,1,0,1910,1542,-19.27%
일본,Nagano-ken,Takagi-mura,7,7,6692,5973,-10.74%
일본,Nagano-ken,Toyooka-mura,8,9,6819,6426,-5.76%
일본,Nagano-ken,Oshika-mura,3,1,1160,1023,-11.81%
일본,Nagano-ken,Agematsu-machi,22,26,5245,4131,-21.24%
일본,Nagano-ken,Nagiso-machi,10,7,4810,3915,-18.61%
일본,Nagano-ken,Kiso-mura,2,3,3134,2692,-14.10%
일본,Nagano-ken,Otaki-mura,0,1,965,715,-25.91%
일본,Nagano-ken,Okuwa-mura,8,10,4145,3439,-17.03%
일본,Nagano-ken,Kiso-machi,33,30,12743,10584,-16.94%
일본,Nagano-ken,Omi-mura,1,3,2970,2593,-12.69%
일본,Nagano-ken,Ikusaka-mura,2,1,1953,1639,-16.08%
일본,Nagano-ken,Yamagata-mura,3,5,8425,8400,-0.30%
일본,Nagano-ken,Asahi-mura,5,3,4741,4279,-9.74%
일본,Nagano-ken,Chikuhoku-mura,1,3,5172,4149,-19.78%
일본,Nagano-ken,Ikeda-machi,34,20,10329,9382,-9.17%
일본,Nagano-ken,Matsukawa-mura,17,18,10093,9599,-4.89%
일본,Nagano-ken,Hakuba-mura,19,18,9205,8575,-6.84%
일본,Nagano-ken,Otari-mura,3,5,3221,2647,-17.82%
일본,Nagano-ken,Sakaki-machi,25,27,15730,14004,-10.97%
일본,Nagano-ken,Obuse-machi,14,23,11072,10660,-3.72%
일본,Nagano-ken,Takayama-mura,6,5,7563,6617,-12.51%
일본,Nagano-ken,Yamanouchi-machi,14,8,13678,11352,-17.01%
일본,Nagano-ken,Kijimadaira-mura,6,4,4939,4375,-11.42%
일본,Nagano-ken,Nozawaonsen-mura,11,9,3853,3279,-14.90%
일본,Nagano-ken,Shinano-machi,12,15,9238,7739,-16.23%
일본,Nagano-ken,Ogawa-mura,2,3,3041,2215,-27.16%
일본,Nagano-ken,Iizuna-machi,11,13,11865,10296,-13.22%
일본,Nagano-ken,Sakae-mura,1,0,2215,1660,-25.06%
일본,Gifu-ken,Gifu-shi,1174,1208,413136,402557,-2.56%
일본,Gifu-ken,Ogaki-shi,294,315,161160,158286,-1.78%
일본,Gifu-ken,Takayama-shi,229,246,92747,84419,-8.98%
일본,Gifu-ken,Tajimi-shi,214,212,112595,106732,-5.21%
일본,Gifu-ken,Seki-shi,137,132,91418,85283,-6.71%
일본,Gifu-ken,Nakatsugawa-shi,189,168,80910,76570,-5.36%
일본,Gifu-ken,Mino-shi,29,23,22629,19247,-14.95%
일본,Gifu-ken,Mizunami-shi,74,79,40387,37150,-8.01%
일본,Gifu-ken,Hashima-shi,111,152,67197,65649,-2.30%
일본,Gifu-ken,Ena-shi,106,111,53718,47774,-11.07%
일본,Gifu-ken,Minokamo-shi,141,145,54729,56689,3.58%
일본,Gifu-ken,Toki-shi,120,100,60475,55348,-8.48%
일본,Gifu-ken,Kakamigahara-shi,224,236,145604,144521,-0.74%
일본,Gifu-ken,Kani-shi,215,217,97436,99968,2.60%
일본,Gifu-ken,Yamagata-shi,28,37,29629,25280,-14.68%
일본,Gifu-ken,Mizuho-shi,79,80,51950,56388,8.54%
일본,Gifu-ken,Hida-shi,49,54,26732,22538,-15.69%
일본,Gifu-ken,Motosu-shi,38,28,35047,32928,-6.05%
일본,Gifu-ken,Gujo-shi,67,76,44491,38997,-12.35%
일본,Gifu-ken,Gero-shi,63,62,36314,30428,-16.21%
일본,Gifu-ken,Kaizu-shi,40,43,37941,32735,-13.72%
일본,Gifu-ken,Ginan-cho,37,55,23804,25881,8.73%
일본,Gifu-ken,Kasamatsu-cho,28,30,22809,22208,-2.63%
일본,Gifu-ken,Yoro-cho,19,21,31332,26882,-14.20%
일본,Gifu-ken,Tarui-cho,27,30,28505,26402,-7.38%
일본,Gifu-ken,Sekigahara-cho,5,3,8096,6610,-18.35%
일본,Gifu-ken,Godo-cho,24,24,20065,18585,-7.38%
일본,Gifu-ken,Wanouchi-cho,10,6,10028,9654,-3.73%
일본,Gifu-ken,Anpachi-cho,5,11,15271,14355,-6.00%
일본,Gifu-ken,Ibigawa-cho,47,35,23784,19529,-17.89%
일본,Gifu-ken,Ono-cho,28,27,23859,22041,-7.62%
일본,Gifu-ken,Ikeda-cho,48,47,24980,23360,-6.49%
일본,Gifu-ken,Kitagata-cho,31,32,18395,18139,-1.39%
일본,Gifu-ken,Sakahogi-cho,0,6,8361,8071,-3.47%
일본,Gifu-ken,Tomika-cho,6,9,5516,5626,1.99%
일본,Gifu-ken,Kawabe-cho,13,12,10593,9860,-6.92%
일본,Gifu-ken,Hichiso-cho,1,4,4484,3402,-24.13%
일본,Gifu-ken,Yaotsu-cho,6,8,12045,10195,-15.36%
일본,Gifu-ken,Shirakawa-cho,7,7,9530,7412,-22.22%
일본,Gifu-ken,Higashishirakawa-mura,1,4,2514,2016,-19.81%
일본,Gifu-ken,Mitake-cho,14,15,18824,17516,-6.95%
일본,Gifu-ken,Shirakawa-mura,2,3,1733,1511,-12.81%
일본,Shizuoka-ken,Shizuoka-shi,1615,1804,716197,693389,-3.18%
일본,Shizuoka-ken,Hamamatsu-shi,1775,2025,800866,790718,-1.27%
일본,Shizuoka-ken,Numazu-shi,887,827,202304,189386,-6.39%
일본,Shizuoka-ken,Atami-shi,92,83,39611,34208,-13.64%
일본,Shizuoka-ken,Mishima-shi,299,298,111838,107783,-3.63%
일본,Shizuoka-ken,Fujinomiya-shi,245,202,132001,128105,-2.95%
일본,Shizuoka-ken,Ito-shi,134,132,71437,65491,-8.32%
일본,Shizuoka-ken,Shimada-shi,239,195,100276,95719,-4.54%
일본,Shizuoka-ken,Fuji-shi,1518,1570,254027,245392,-3.40%
일본,Shizuoka-ken,Iwata-shi,488,518,168625,166672,-1.16%
일본,Shizuoka-ken,Yaizu-shi,352,511,143249,136845,-4.47%
일본,Shizuoka-ken,Kakegawa-shi,433,515,116363,114954,-1.21%
일본,Shizuoka-ken,Fujieda-shi,217,245,142151,141342,-0.57%
일본,Shizuoka-ken,Gotemba-shi,368,410,89030,86614,-2.71%
일본,Shizuoka-ken,Fukuroi-shi,175,185,84846,87864,3.56%
일본,Shizuoka-ken,Shimoda-shi,72,69,25013,20183,-19.31%
일본,Shizuoka-ken,Susono-shi,86,98,54546,50911,-6.66%
일본,Shizuoka-ken,Kosai-shi,94,157,60107,57885,-3.70%
일본,Shizuoka-ken,Izu-shi,52,78,34202,28190,-17.58%
일본,Shizuoka-ken,Omaezaki-shi,99,113,34700,31103,-10.37%
일본,Shizuoka-ken,Kikugawa-shi,102,117,47041,47789,1.59%
일본,Shizuoka-ken,Izunokuni-shi,89,91,49269,46804,-5.00%
일본,Shizuoka-ken,Makinohara-shi,83,74,49019,43502,-11.25%
일본,Shizuoka-ken,Higashiizu-cho,16,12,14064,11488,-18.32%
일본,Shizuoka-ken,Kawazu-cho,16,13,7998,6870,-14.10%
일본,Shizuoka-ken,Minamiizu-cho,21,50,9516,7877,-17.22%
일본,Shizuoka-ken,Matsuzaki-cho,13,12,7653,6038,-21.10%
일본,Shizuoka-ken,Nishiizu-cho,38,22,9469,7090,-25.12%
일본,Shizuoka-ken,Kannami-cho,68,64,38571,36794,-4.61%
일본,Shizuoka-ken,Shimizu-cho,73,84,32302,31710,-1.83%
일본,Shizuoka-ken,Nagaizumi-cho,150,145,40763,43336,6.31%
일본,Shizuoka-ken,Oyama-cho,17,20,20629,18568,-9.99%
일본,Shizuoka-ken,Yoshida-cho,50,74,29815,28919,-3.01%
일본,Shizuoka-ken,Kawanehon-cho,11,6,8074,6206,-23.14%
일본,Shizuoka-ken,Mori-machi,23,23,19435,17457,-10.18%
일본,Aichi-ken,Nagoya-shi,7270,8774,2263894,2332176,3.02%
일본,Aichi-ken,Toyohashi-shi,860,913,376665,371920,-1.26%
일본,Aichi-ken,Okazaki-shi,709,831,372357,384654,3.30%
일본,Aichi-ken,Ichinomiya-shi,511,697,378566,380073,0.40%
일본,Aichi-ken,Seto-shi,158,156,132224,127792,-3.35%
일본,Aichi-ken,Handa-shi,213,214,118828,117884,-0.79%
일본,Aichi-ken,Kasugai-shi,406,460,305569,308681,1.02%
일본,Aichi-ken,Toyokawa-shi,257,248,181928,184661,1.50%
일본,Aichi-ken,Tsushima-shi,71,85,65258,60942,-6.61%
일본,Aichi-ken,Hekinan-shi,99,102,72018,72458,0.61%
일본,Aichi-ken,Kariya-shi,198,255,145781,153834,5.52%
일본,Aichi-ken,Toyota-shi,513,511,421487,422330,0.20%
일본,Aichi-ken,Anjo-shi,222,249,178691,187990,5.20%
일본,Aichi-ken,Nishio-shi,239,279,165298,169046,2.27%
일본,Aichi-ken,Gamagori-shi,199,157,82249,79538,-3.30%
일본,Aichi-ken,Inuyama-shi,295,335,75198,73090,-2.80%
일본,Aichi-ken,Tokoname-shi,89,95,54858,58710,7.02%
일본,Aichi-ken,Konan-shi,109,116,99730,98255,-1.48%
일본,Aichi-ken,Komaki-shi,281,377,147132,148831,1.15%
일본,Aichi-ken,Inazawa-shi,182,180,136442,134751,-1.24%
일본,Aichi-ken,Shinshiro-shi,71,70,49864,44355,-11.05%
일본,Aichi-ken,Tokai-shi,88,119,107690,113787,5.66%
일본,Aichi-ken,Obu-shi,93,132,85249,93123,9.24%
일본,Aichi-ken,Chita-shi,201,222,84768,84364,-0.48%
일본,Aichi-ken,Chiryu-shi,74,85,68398,72193,5.55%
일본,Aichi-ken,Owariasahi-shi,108,120,81140,83144,2.47%
일본,Aichi-ken,Takahama-shi,43,49,44027,46106,4.72%
일본,Aichi-ken,Iwakura-shi,45,56,47340,47983,1.36%
일본,Aichi-ken,Toyoake-shi,98,113,69745,69295,-0.65%
일본,Aichi-ken,Nisshin-shi,97,124,84237,91520,8.65%
일본,Aichi-ken,Tahara-shi,51,56,64119,59360,-7.42%
일본,Aichi-ken,Aisai-shi,50,47,64978,60829,-6.39%
일본,Aichi-ken,Kiyosu-shi,81,96,65757,67352,2.43%
일본,Aichi-ken,Kitanagoya-shi,82,104,81571,86385,5.90%
일본,Aichi-ken,Yatomi-shi,64,44,43272,43025,-0.57%
일본,Aichi-ken,Miyoshi-shi,84,77,60098,61952,3.08%
일본,Aichi-ken,Ama-shi,51,77,86714,86126,-0.68%
일본,Aichi-ken,Nagakute-shi,76,102,52022,60162,15.65%
일본,Aichi-ken,Togo-cho,46,47,41851,43903,4.90%
일본,Aichi-ken,Toyoyama-cho,10,29,14405,15613,8.39%
일본,Aichi-ken,Oguchi-cho,24,18,22446,24305,8.28%
일본,Aichi-ken,Fuso-cho,39,40,33558,34133,1.71%
일본,Aichi-ken,Oharu-cho,17,22,29891,32399,8.39%
일본,Aichi-ken,Kanie-cho,67,76,36688,37338,1.77%
일본,Aichi-ken,Tobishima-mura,7,3,4525,4575,1.10%
일본,Aichi-ken,Agui-cho,32,39,25466,28383,11.45%
일본,Aichi-ken,Higashiura-cho,42,48,49800,49596,-0.41%
일본,Aichi-ken,Minamichita-cho,19,17,20549,16617,-19.13%
일본,Aichi-ken,Mihama-cho,31,32,25178,22496,-10.65%
일본,Aichi-ken,Taketoyo-cho,42,36,42408,43535,2.66%
일본,Aichi-ken,Kota-cho,39,45,37930,42449,11.91%
일본,Aichi-ken,Shitara-cho,5,6,5769,4437,-23.09%
일본,Aichi-ken,Toei-cho,2,4,3757,2942,-21.69%
일본,Aichi-ken,Toyone-mura,0,0,1336,1017,-23.88%
일본,Mie-ken,Tsu-shi,574,610,285746,274537,-3.92%
일본,Mie-ken,Yokkaichi-shi,575,623,307766,305424,-0.76%
일본,Mie-ken,Ise-shi,239,243,130271,122765,-5.76%
일본,Mie-ken,Matsusaka-shi,363,322,168017,159145,-5.28%
일본,Mie-ken,Kuwana-shi,371,492,140290,138613,-1.20%
일본,Mie-ken,Suzuka-shi,213,261,199293,195670,-1.82%
일본,Mie-ken,Nabari-shi,99,92,80284,76387,-4.85%
일본,Mie-ken,Owase-shi,25,26,20033,16252,-18.87%
일본,Mie-ken,Kameyama-shi,47,53,51023,49835,-2.33%
일본,Mie-ken,Toba-shi,22,25,21435,17525,-18.24%
일본,Mie-ken,Kumano-shi,31,28,19662,15965,-18.80%
일본,Mie-ken,Inabe-shi,136,183,45684,44973,-1.56%
일본,Mie-ken,Shima-shi,169,175,54694,46057,-15.79%
일본,Mie-ken,Iga-shi,167,145,97207,88766,-8.68%
일본,Mie-ken,Kisosaki-cho,5,7,6855,6023,-12.14%
일본,Mie-ken,Toin-cho,75,82,25661,25784,0.48%
일본,Mie-ken,Komono-cho,40,41,39978,40559,1.45%
일본,Mie-ken,Asahi-cho,16,12,9626,11021,14.49%
일본,Mie-ken,Kawagoe-cho,18,19,14003,15123,8.00%
일본,Mie-ken,Taki-cho,13,24,15438,14021,-9.18%
일본,Mie-ken,Meiwa-cho,16,18,22833,22445,-1.70%
일본,Mie-ken,Odai-cho,17,3,10416,8668,-16.78%
일본,Mie-ken,Tamaki-cho,13,16,15297,15041,-1.67%
일본,Mie-ken,Watarai-cho,10,10,8692,7847,-9.72%
일본,Mie-ken,Taiki-cho,12,16,9846,7815,-20.63%
일본,Mie-ken,Minamiise-cho,12,14,14791,10989,-25.70%
일본,Mie-ken,Kihoku-cho,46,32,18611,14604,-21.53%
일본,Mie-ken,Mihama-cho,12,13,9376,8079,-13.83%
일본,Mie-ken,Kiho-cho,10,9,11896,10321,-13.24%
일본,Shiga-ken,Otsu-shi,576,718,337634,345070,2.20%
일본,Shiga-ken,Hikone-shi,191,214,112156,113647,1.33%
일본,Shiga-ken,Nagahama-shi,211,195,124131,113636,-8.45%
일본,Shiga-ken,Omihachiman-shi,166,203,81738,81122,-0.75%
일본,Shiga-ken,Kusatsu-shi,228,294,130874,143913,9.96%
일본,Shiga-ken,Moriyama-shi,120,120,76560,83236,8.72%
일본,Shiga-ken,Ritto-shi,133,128,63655,68820,8.11%
일본,Shiga-ken,Koka-shi,149,203,92704,88358,-4.69%
일본,Shiga-ken,Yasu-shi,105,111,49955,50513,1.12%
일본,Shiga-ken,Konan-shi,91,71,54614,54460,-0.28%
일본,Shiga-ken,Takashima-shi,75,100,52486,46377,-11.64%
일본,Shiga-ken,Higashiomi-shi,139,128,115479,112819,-2.30%
일본,Shiga-ken,Maibara-shi,41,53,40060,37225,-7.08%
일본,Shiga-ken,Hino-cho,30,21,22870,20964,-8.33%
일본,Shiga-ken,Ryuo-cho,12,16,12916,11789,-8.73%
일본,Shiga-ken,Aisho-cho,24,21,20118,20893,3.85%
일본,Shiga-ken,Toyosato-cho,6,14,7566,7132,-5.74%
일본,Shiga-ken,Kora-cho,4,3,7500,6362,-15.17%
일본,Shiga-ken,Taga-cho,19,8,7761,7274,-6.27%
일본,Kyoto-fu,Kyoto-shi,3129,3791,1474015,1463723,-0.70%
일본,Kyoto-fu,Fukuchiyama-shi,185,196,79652,77306,-2.95%
일본,Kyoto-fu,Maizuru-shi,182,156,88669,80336,-9.40%
일본,Kyoto-fu,Ayabe-shi,53,54,35836,31846,-11.13%
일본,Kyoto-fu,Uji-shi,266,333,189609,179630,-5.26%
일본,Kyoto-fu,Miyazu-shi,62,67,19948,16758,-15.99%
일본,Kyoto-fu,Kameoka-shi,127,144,92399,86174,-6.74%
일본,Kyoto-fu,Joyo-shi,170,179,80037,74607,-6.78%
일본,Kyoto-fu,Muko-shi,73,85,54328,56859,4.66%
일본,Kyoto-fu,Nagaokakyo-shi,173,211,79844,80608,0.96%
일본,Kyoto-fu,Yawata-shi,44,53,74227,70433,-5.11%
일본,Kyoto-fu,Kyotanabe-shi,73,87,67910,73753,8.60%
일본,Kyoto-fu,Kyotango-shi,84,65,59038,50860,-13.85%
일본,Kyoto-fu,Nantan-shi,42,41,35214,31629,-10.18%
일본,Kyoto-fu,Kizugawa-shi,118,131,69761,77907,11.68%
일본,Kyoto-fu,Oyamazaki-cho,13,36,15121,15953,5.50%
일본,Kyoto-fu,Kumiyama-cho,30,24,15914,15250,-4.17%
일본,Kyoto-fu,Ide-cho,16,7,8447,7406,-12.32%
일본,Kyoto-fu,Ujitawara-cho,7,16,9711,8911,-8.24%
일본,Kyoto-fu,Kasagi-cho,4,0,1626,1144,-29.64%
일본,Kyoto-fu,Wazuka-cho,0,1,4482,3478,-22.40%
일본,Kyoto-fu,Seika-cho,65,87,35630,36198,1.59%
일본,Kyoto-fu,Minamiyamashiro-mura,0,2,3078,2391,-22.32%
일본,Kyoto-fu,Kyotamba-cho,20,22,15732,12907,-17.96%
일본,Kyoto-fu,Ine-cho,0,3,2410,1928,-20.00%
일본,Kyoto-fu,Yosano-cho,36,35,23454,20092,-14.33%
일본,Osaka-fu,Osaka-shi,12495,14609,2665314,2752412,3.27%
일본,Osaka-fu,Sakai-shi,1227,1690,841966,826161,-1.88%
일본,Osaka-fu,Kishiwada-shi,669,1019,199234,190658,-4.30%
일본,Osaka-fu,Toyonaka-shi,401,546,389341,401558,3.14%
일본,Osaka-fu,Ikeda-shi,119,188,104229,104993,0.73%
일본,Osaka-fu,Suita-shi,490,668,355798,385567,8.37%
일본,Osaka-fu,Izumiotsu-shi,136,147,77548,74412,-4.04%
일본,Osaka-fu,Takatsuki-shi,307,378,357359,352698,-1.30%
일본,Osaka-fu,Kaizuka-shi,551,645,90519,84443,-6.71%
일본,Osaka-fu,Moriguchi-shi,173,187,146697,143096,-2.45%
일본,Osaka-fu,Hirakata-shi,356,421,407978,397289,-2.62%
일본,Osaka-fu,Ibaraki-shi,305,359,274822,287730,4.70%
일본,Osaka-fu,Yao-shi,249,264,271460,264642,-2.51%
일본,Osaka-fu,Izumisano-shi,259,482,100801,100131,-0.66%
일본,Osaka-fu,Tondabayashi-shi,101,102,119576,108699,-9.10%
일본,Osaka-fu,Neyagawa-shi,212,216,238204,229733,-3.56%
일본,Osaka-fu,Kawachinagano-shi,90,130,112490,101692,-9.60%
일본,Osaka-fu,Matsubara-shi,90,107,124594,117641,-5.58%
일본,Osaka-fu,Daito-shi,89,87,127534,119367,-6.40%
일본,Osaka-fu,Izumi-shi,215,361,184988,184495,-0.27%
일본,Osaka-fu,Minoh-shi,156,166,129895,136868,5.37%
일본,Osaka-fu,Kashiwara-shi,44,45,74773,68775,-8.02%
일본,Osaka-fu,Habikino-shi,120,125,117681,108736,-7.60%
일본,Osaka-fu,Kadoma-shi,91,101,130282,119764,-8.07%
일본,Osaka-fu,Settsu-shi,65,81,83720,87456,4.46%
일본,Osaka-fu,Takaishi-shi,53,65,59572,55635,-6.61%
일본,Osaka-fu,Fujiidera-shi,63,65,66165,63688,-3.74%
일본,Osaka-fu,Higashiosaka-shi,493,649,509533,493940,-3.06%
일본,Osaka-fu,Sennan-shi,179,140,64403,60102,-6.68%
일본,Osaka-fu,Shijonawate-shi,48,49,57554,55177,-4.13%
일본,Osaka-fu,Katano-shi,90,91,77686,75033,-3.42%
일본,Osaka-fu,Osakasayama-shi,53,60,58227,58435,0.36%
일본,Osaka-fu,Hannan-shi,571,847,56646,51254,-9.52%
일본,Osaka-fu,Shimamoto-cho,20,23,28935,30927,6.88%
일본,Osaka-fu,Toyono-cho,10,23,21989,18279,-16.87%
일본,Osaka-fu,Nose-cho,4,3,11650,9079,-22.07%
일본,Osaka-fu,Tadaoka-cho,11,11,18149,16567,-8.72%
일본,Osaka-fu,Kumatori-cho,37,39,45069,43763,-2.90%
일본,Osaka-fu,Tajiri-cho,10,16,8085,8434,4.32%
일본,Osaka-fu,Misaki-cho,6,11,17504,14741,-15.78%
일본,Osaka-fu,Taishi-cho,10,12,14220,13009,-8.52%
일본,Osaka-fu,Kanan-cho,38,20,17040,15697,-7.88%
일본,Osaka-fu,Chihayaakasaka-mura,4,2,6015,4909,-18.39%
일본,Hyogo-ken,Kobe-shi,3057,3652,1544200,1525152,-1.23%
일본,Hyogo-ken,Himeji-shi,1023,1123,536270,530495,-1.08%
일본,Hyogo-ken,Amagasaki-shi,512,631,453748,459593,1.29%
일본,Hyogo-ken,Akashi-shi,392,437,290959,303601,4.34%
